ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
1330,1330,0.0000,2.030000,0.274300,0.217800,2.010000,0.508400,0.195600,0.180000,0.000000,12.100000,0.030000,2.300000,0.050000,5.550630,1.000000,0.100000,8.603568,0.000000,
1331,1331,0.0000,2.079000,0.299800,0.211200,2.079000,0.299800,0.211200,0.222300,0.002700,8.450000,0.054000,0.938000,0.054000,7.717600,1.000000,0.140000,7.607484,0.000000,
1332,1332,0.0000,1.860000,0.223000,0.168000,1.860000,0.334500,0.168000,0.170000,0.000000,8.600000,0.030000,2.700000,0.050000,7.365430,1.000000,0.100000,8.603568,0.000000,
1333,1333,0.0000,1.836000,0.227000,0.168000,1.790000,0.378000,0.166000,0.157000,0.000000,8.470000,0.045000,0.940000,0.079000,8.997160,0.900000,0.000000,9.000000,0.000000,
1334,1334,0.0000,0.674900,0.353800,0.206000,0.515500,0.515500,0.206000,0.205800,0.000000,5.740000,0.030000,1.500000,0.050000,9.444200,1.000000,0.100000,8.603568,0.000000,
1335,1335,0.0000,2.270000,0.303500,0.221600,2.210000,0.445000,0.215700,0.250000,0.002600,8.720000,0.045000,0.970000,0.069000,7.274280,1.000000,0.188300,9.444477,0.000000,
1336,1336,0.0000,0.996000,0.239000,0.163000,0.632000,0.632000,0.163000,0.169000,0.000000,7.600000,0.060000,0.000000,0.060000,9.013600,1.000000,0.200000,4.801784,0.100000,
1337,1337,0.0000,0.926000,0.213000,0.180000,0.573000,0.573000,0.267000,0.202000,0.000000,6.620000,0.059000,0.000000,0.032000,6.836510,1.000000,0.050000,9.827469,0.000000,
1338,1338,0.0000,2.120000,0.300000,0.262000,2.080000,0.501000,0.229000,0.230000,0.000000,8.800000,0.015000,2.500000,0.015000,6.461160,1.000000,0.228000,6.224124,0.000000,
1339,1339,0.0000,2.370000,0.331000,0.245000,2.310000,0.479000,0.240000,0.223000,0.000000,9.340000,0.045000,0.960000,0.067000,8.618550,1.000000,0.151500,9.275671,0.000000,
1340,1340,0.0000,2.370000,0.331000,0.245000,2.310000,0.479000,0.240000,0.223000,0.000000,9.400000,0.045000,0.960000,0.067000,8.618550,1.000000,0.142600,8.844367,0.000000,
1341,1341,0.0000,2.149000,0.332100,0.260000,2.047000,0.687000,0.226000,0.215000,0.000000,5.560000,0.015000,2.200000,0.015000,6.461160,1.000000,0.144000,7.273909,0.100000,
1342,1342,0.0000,2.149000,0.332100,0.260000,2.047000,0.687000,0.226000,0.215000,0.000000,5.560000,0.015000,2.200000,0.015000,6.461160,1.000000,0.144000,7.273909,0.000000,
1343,1343,0.0000,1.030000,0.298000,0.212000,0.645000,0.645000,0.212000,0.182000,0.000000,7.100000,0.040000,0.000000,0.040000,5.457060,1.000000,0.090000,9.449056,0.100000,
1344,1344,0.0000,1.890000,0.271700,0.195200,1.890000,0.271700,0.195200,0.223000,0.000000,8.450000,0.046000,0.940000,0.046000,8.389800,1.000000,0.186700,6.063744,0.000000,
1345,1345,0.0000,1.890000,0.271700,0.195200,1.890000,0.271700,0.195200,0.223000,0.000000,8.450000,0.046000,0.940000,0.046000,8.389800,1.000000,0.167400,6.627108,0.000000,
1346,1346,0.0000,0.965900,0.291200,0.203000,0.618400,0.618400,0.207000,0.196000,0.000000,7.460000,0.040000,0.000000,0.060000,11.020850,1.000000,0.162800,4.791668,0.000000,
1347,1347,0.0000,1.000000,0.298000,0.249000,0.688000,0.688000,0.261000,0.255000,0.000000,11.000000,0.115000,0.000000,0.259000,8.608180,1.000000,0.093000,6.060957,0.000000,
1348,1348,0.0000,1.800000,0.229000,0.174000,1.750000,0.382000,0.172000,0.159000,0.000000,10.150000,0.044000,0.956000,0.074000,7.257790,1.000000,0.129000,8.252420,0.000000,
1349,1349,0.0000,1.800000,0.229000,0.174000,1.750000,0.382000,0.172000,0.159000,0.000000,9.780000,0.044000,0.956000,0.074000,7.263450,1.000000,0.131000,7.645278,0.100000,
1350,1350,0.0000,0.960000,0.267000,0.200000,0.620000,0.620000,0.204000,0.188700,0.000000,9.730000,0.104000,0.000000,0.257000,11.321630,1.000000,0.214800,6.381582,0.000000,
1351,1351,0.0000,0.960000,0.267000,0.200000,0.620000,0.620000,0.204000,0.188700,0.000000,9.730000,0.104000,0.256900,0.257000,11.293230,1.000000,0.214800,6.381582,0.000000,
1352,1352,0.0000,0.960000,0.267000,0.200000,0.620000,0.620000,0.204000,0.188700,0.000000,9.850000,0.104000,0.256900,0.256900,11.293230,1.000000,0.214800,6.381582,0.000000,
1353,1353,0.0000,1.861000,0.200000,0.155000,1.814000,0.333000,0.152000,0.153000,0.000000,8.470000,0.047000,1.100000,0.067000,5.269120,1.000000,0.210000,5.866694,0.100000,
1354,1354,0.0000,2.530400,0.338600,0.247000,2.466700,0.481000,0.240400,0.223000,0.000000,9.960000,0.046000,0.970000,0.067000,7.710760,1.000000,0.167200,8.161404,0.000000,
1355,1355,0.0000,2.530400,0.338600,0.247000,2.466700,0.481000,0.240400,0.223000,0.000000,9.320000,0.046000,0.970000,0.067000,7.710760,1.000000,0.178300,8.170057,0.000000,
1356,1356,0.0000,1.861000,0.227000,0.168000,1.814000,0.378000,0.166000,0.153000,0.000000,8.750000,0.045000,0.940000,0.079000,5.269120,1.000000,0.131000,7.645278,0.100000,
1357,1357,0.0000,0.633000,0.284000,0.207000,0.469000,0.469000,0.207000,0.228000,0.000000,3.680000,0.030000,0.000000,0.050000,7.766990,1.000000,0.100000,9.827469,0.000000,
1358,1358,0.0000,0.806000,0.297600,0.201700,0.602000,0.602000,0.210800,0.218000,0.000000,5.240000,0.060000,0.000000,0.060000,8.616780,1.000000,0.070000,8.197100,0.000000,
1359,1359,0.0000,2.188000,0.254000,0.204000,2.079000,0.671000,0.224000,0.173000,0.000000,6.840000,0.038000,2.500000,0.200000,10.789020,1.000000,0.210000,7.371499,0.000000,
1360,1360,0.0000,2.191000,0.264000,0.210000,2.111000,0.448000,0.210000,0.222000,0.000000,6.590000,0.040000,0.690000,0.080000,12.688030,1.000000,0.134000,6.389890,0.100000,
1361,1361,0.0000,2.191000,0.265000,0.210000,2.111000,0.450000,0.210000,0.222000,0.000000,6.590000,0.040000,0.690000,0.080000,12.688030,1.000000,0.134000,6.389890,0.100000,
1362,1362,0.0000,2.191000,0.265000,0.210000,2.111000,0.450000,0.210000,0.222000,0.000000,6.590000,0.040000,0.690000,0.080000,12.688030,1.000000,0.091300,8.748811,0.100000,
1363,1363,0.0000,1.783000,0.218400,0.169000,1.783000,0.218400,0.169000,0.186000,0.000000,8.900000,0.051000,1.000000,0.051000,7.422090,1.000000,0.158200,8.447074,0.000000,
1364,1364,0.0000,0.991000,0.271000,0.197000,0.684000,0.684000,0.190000,0.194000,0.000000,11.700000,0.130000,0.000000,0.090000,7.246040,1.000000,0.179600,6.414675,0.000000,
1365,1365,0.0000,0.991000,0.271000,0.197000,0.684000,0.684000,0.190000,0.194000,0.000000,10.300000,0.130000,0.200000,0.087000,7.246040,1.000000,0.227800,5.834591,0.000000,
1366,1366,0.0000,1.953000,0.230500,0.152700,1.750000,0.382000,0.172000,0.186000,0.000000,8.340000,0.042000,0.960000,0.074000,8.135970,1.000000,0.103600,7.645759,0.000000,
1367,1367,0.0000,1.800000,0.229000,0.174000,1.750000,0.382000,0.172000,0.173000,0.000000,8.600000,0.044000,0.950000,0.074000,8.135970,1.000000,0.110000,6.124513,0.100000,
1368,1368,0.0000,1.953000,0.230500,0.152700,1.750000,0.382000,0.172000,0.186000,0.000000,8.500000,0.042000,0.956000,0.074000,8.135970,1.000000,0.103600,7.645759,0.000000,
1369,1369,0.0000,1.960000,0.330000,0.230000,1.670000,0.441000,0.230000,0.240000,0.000000,8.800000,0.015000,2.200000,0.015000,5.876370,1.000000,0.200000,4.801784,0.000000,
1370,1370,0.0000,2.000000,0.286000,0.230000,1.990000,0.448000,0.244000,0.245000,0.000000,8.500000,0.017000,0.920000,0.028000,7.479030,1.000000,0.180300,8.525442,0.000000,
1371,1371,0.0000,2.155000,0.301000,0.223000,2.100000,0.448000,0.218000,0.203000,0.000000,8.610000,0.045000,0.956000,0.069000,10.000000,1.000000,0.158000,8.732225,0.000000,
1372,1372,0.0000,2.155000,0.301000,0.223000,2.100000,0.448000,0.218000,0.203000,0.000000,8.610000,0.045000,0.956000,0.069000,10.000000,1.000000,0.177000,8.109398,0.000000,
1373,1373,0.0000,2.155000,0.265000,0.223000,2.100000,0.395000,0.218000,0.203000,0.000000,9.560000,0.045000,0.960000,0.069000,6.308840,1.000000,0.109300,11.200862,0.000000,
1374,1374,0.0000,2.270000,0.304000,0.222000,2.210000,0.445000,0.216000,0.219000,0.000000,8.520000,0.045000,0.970000,0.069000,7.420080,1.000000,0.185000,9.535201,0.000000,
1375,1375,0.0000,2.161000,0.300200,0.222000,2.209000,0.445400,0.251600,0.219000,0.000000,9.130000,0.045000,0.970000,0.069000,7.420680,1.000000,0.117200,10.429634,0.000000,
1376,1376,0.0000,2.079000,0.299800,0.211000,2.079000,0.299800,0.211000,0.218800,0.000000,7.980000,0.054000,0.940000,0.054000,7.713230,1.000000,0.175000,7.250840,0.100000,
1377,1377,0.0000,1.910000,0.297000,0.249000,1.870000,0.473000,0.245000,0.216000,0.000000,8.550000,0.042000,0.960000,0.067000,10.609950,1.000000,0.156900,7.634940,0.000000,
1378,1378,0.0000,1.910000,0.297000,0.249000,1.870000,0.473000,0.245000,0.216000,0.000000,8.560000,0.041700,0.955600,0.067400,10.609950,1.000000,0.158500,6.996772,0.000000,
1379,1379,0.0000,1.956000,0.383000,0.265000,1.892000,0.538000,0.267000,0.238000,0.000000,12.300000,0.080000,1.670000,0.110000,9.738650,1.000000,0.082000,8.485247,0.000000,
1380,1380,0.0000,1.956000,0.383000,0.265000,1.892000,0.538000,0.267000,0.238000,0.000000,12.400000,0.080000,1.670000,0.110000,9.738650,1.000000,0.082000,8.485247,0.000000,
1381,1381,0.0000,0.901000,0.312000,0.188700,0.599000,0.599000,0.188700,0.188700,0.000000,8.400000,0.120000,0.000000,0.120000,8.495490,1.000000,0.161000,5.504289,0.100000,
1382,1382,0.0000,2.240000,0.260000,0.165000,2.240000,0.441600,0.165000,0.165000,0.003001,8.400000,0.035000,0.500000,0.050000,5.274780,1.000000,0.100000,9.827469,0.000000,
1383,1383,0.0000,2.240000,0.260000,0.165000,2.240000,0.441600,0.165000,0.165000,0.003001,8.400000,0.035000,1.000000,0.050000,5.274780,1.000000,0.100000,9.827469,0.000000,
1384,1384,0.0000,2.040000,0.282500,0.184000,2.040000,0.282500,0.182000,0.170000,0.000000,8.400000,0.040000,0.900000,0.060000,7.851540,0.900000,0.000000,9.000000,0.000000,
1385,1385,0.0000,1.800000,0.229000,0.174000,1.800000,0.229000,0.174000,0.165000,0.003000,8.600000,0.044000,1.000000,0.070000,9.537110,1.000000,0.100000,9.827469,0.000000,
1386,1386,0.0000,1.800000,0.229000,0.174000,1.800000,0.229000,0.174000,0.160000,0.003000,8.600000,0.044000,1.000000,0.070000,9.537110,1.000000,0.100000,9.827469,0.000000,
1387,1387,0.0000,1.994000,0.249700,0.184800,1.994000,0.403500,0.182300,0.165000,0.000000,8.860000,0.030000,2.500000,0.200000,13.286400,1.000000,0.100000,9.827469,0.000000,
1388,1388,0.0000,1.994000,0.249700,0.184800,1.994000,0.403500,0.182300,0.165000,0.000000,8.470000,0.040000,0.940000,0.060000,7.628860,1.000000,0.100000,9.827469,0.000000,
1389,1389,0.0000,1.680000,0.230000,0.189000,1.680000,0.433000,0.189000,0.159000,0.003000,8.400000,0.019000,0.500000,0.021000,5.208730,1.000000,0.170000,7.917071,0.000000,
1390,1390,0.0000,2.142190,0.333520,0.243330,2.085220,0.475910,0.236840,0.220930,0.000000,8.728000,0.046000,0.970000,0.067000,6.944360,1.000000,0.121000,10.300000,0.000000,_
1391,1391,0.0000,0.571500,0.355000,0.235800,0.688000,0.362400,0.246000,0.226000,0.000000,4.500000,0.040000,0.222000,0.040000,6.450000,0.900000,0.000000,9.000000,0.000000,
1392,1392,0.0000,1.716000,0.235000,0.172000,1.716000,0.357900,0.172000,0.172000,0.003000,8.400000,0.019000,0.500000,0.021000,5.208730,1.000000,0.170000,7.917071,0.000000,
1393,1393,0.0000,2.155000,0.301000,0.223000,2.100000,0.448000,0.218000,0.205000,0.000000,8.610000,0.045000,0.950000,0.069000,7.496250,1.000000,0.110000,6.682773,0.000000,
1394,1394,0.0000,1.867000,0.257000,0.180000,1.867000,0.427100,0.180000,0.180000,0.003000,6.550000,0.119000,1.000000,0.050000,5.972780,1.000000,0.100000,9.827469,0.000000,
1395,1395,0.0000,1.565000,0.221500,0.158900,1.565000,0.495700,0.158900,0.158900,0.003000,9.890000,0.030000,1.000000,0.050000,5.321210,1.000000,0.100000,9.827469,0.000000,
1396,1396,0.0000,2.142000,0.253000,0.165000,2.090000,0.436000,0.165000,0.170000,0.002020,10.230000,0.044000,1.137000,0.076000,8.757730,1.000000,0.147000,7.648160,0.000000,
1397,1397,0.0000,2.050000,0.220000,0.170000,1.990000,0.360000,0.170000,0.170000,0.000000,8.470000,0.040000,0.900000,0.060000,7.628860,0.900000,0.000000,9.000000,0.000000,
1398,1398,0.0000,1.980000,0.220000,0.174000,1.928000,0.357000,0.171000,0.170000,0.000000,8.600000,0.040000,0.900000,0.060000,8.676800,1.000000,0.118000,7.178475,0.000000,
1399,1399,0.0000,2.370000,0.290000,0.220000,2.310000,0.420000,0.220000,0.205000,0.000000,8.610000,0.040000,1.000000,0.060000,9.015000,0.900000,0.000000,9.000000,0.000000,
1400,1400,0.0000,2.370000,0.290000,0.220000,2.310000,0.420000,0.220000,0.205000,0.002060,8.610000,0.040000,1.000000,0.067000,8.452930,1.000000,0.181000,8.504189,0.000000,
1401,1401,0.0000,1.980000,0.294000,0.219000,1.960000,0.460000,0.182000,0.150000,0.000000,12.700000,0.035000,1.400000,0.050000,6.970450,0.900000,0.000000,9.000000,0.000000,
1402,1402,0.0000,1.890000,0.271800,0.195300,1.890000,0.271800,0.195300,0.205000,0.000000,8.450000,0.047000,0.940000,0.060000,3.130430,0.900000,0.000000,9.000000,0.000000,
1403,1403,0.0000,2.240000,0.260000,0.165000,2.240000,0.545100,0.165000,0.168000,0.003000,6.550000,0.044000,1.000000,0.074000,8.135970,1.000000,0.100000,9.827469,0.000000,
1404,1404,0.0000,1.800000,0.229000,0.174000,1.750000,0.382000,0.172000,0.161000,0.001870,8.600000,0.044200,0.956000,0.074000,9.314440,1.000000,0.078000,11.034468,0.000000,
1405,1405,0.0000,1.800000,0.229000,0.174000,1.750000,0.382000,0.172000,0.161000,0.001870,8.600000,0.044000,0.956000,0.074000,9.314440,1.000000,0.078000,11.034468,0.000000,
1406,1406,0.0000,2.186000,0.229000,0.172000,1.159000,0.248400,0.172000,0.180000,0.000000,9.840000,0.030000,0.930000,0.050000,12.231810,0.900000,0.000000,9.000000,0.000000,
1407,1407,0.0000,2.160000,0.240000,0.200000,2.160000,0.473300,0.200000,0.150000,0.003000,8.400000,0.036000,0.500000,0.076000,5.412620,1.000000,0.100000,9.827469,0.000000,
1408,1408,0.0000,1.616000,0.221500,0.158900,1.616000,0.221500,0.158900,0.125000,0.003000,9.890000,0.030000,1.000000,0.050000,9.187870,1.000000,0.100000,9.827469,0.000000,
1409,1409,0.0000,1.800000,0.229000,0.174000,1.800000,0.229000,0.174000,0.165000,0.000000,8.600000,0.030000,0.850000,0.050000,5.269120,0.900000,0.000000,9.000000,0.000000,
1410,1410,0.0000,1.800000,0.229000,0.174000,1.800000,0.229000,0.174000,0.165000,0.000000,8.600000,0.030000,0.900000,0.050000,4.067980,0.900000,0.000000,9.000000,0.000000,
1411,1411,0.0000,2.264000,0.268900,0.167000,2.264000,0.268900,0.167000,0.197000,0.003000,8.380000,0.030000,0.500000,0.050000,5.274780,1.000000,0.100000,9.827469,0.000000,
1412,1412,0.0000,1.185000,0.237000,0.160000,1.185000,0.605300,0.160000,0.160000,0.003000,10.800000,0.030000,1.000000,0.050000,5.288130,1.000000,0.100000,9.827469,0.000000,
1413,1413,0.0000,1.940000,0.232800,0.155200,1.940000,0.232800,0.155200,0.179000,0.000000,8.600000,0.020000,0.500000,0.030000,8.417520,0.900000,0.000000,9.000000,0.000000,
1414,1414,0.0000,2.142190,0.278600,0.243330,2.085220,0.475910,0.236840,0.220870,0.000000,8.728000,0.046000,0.970000,0.067000,6.944360,1.000000,0.121000,10.300000,0.000000,_
1415,1415,0.0000,2.660000,0.329000,0.265000,2.660000,0.329000,0.265000,0.260000,0.001793,8.500000,0.036000,2.800000,0.036000,6.765800,0.900000,0.000000,9.000000,0.000000,_
1416,1416,0.0000,2.660000,0.329000,0.265000,2.660000,0.329000,0.265000,0.260000,0.001793,8.500000,0.036000,2.800000,0.036000,6.765820,0.900000,0.000000,9.000000,0.000000,_
1417,1417,0.0000,2.079000,0.299800,0.211200,2.079000,0.299800,0.211200,0.250000,0.002700,8.450000,0.054000,0.938000,0.054000,7.717600,1.000000,0.140000,7.607484,0.000000,
1418,1418,0.0000,2.270000,0.325000,0.244000,2.220000,0.475000,0.239000,0.222000,0.000000,8.608000,0.045000,0.950000,0.066000,2.195900,1.000000,0.170000,8.522310,0.000000,___
1419,1419,0.0000,1.953000,0.230500,0.152700,1.802000,0.450000,0.232000,0.186300,0.000000,8.375000,0.020000,0.000000,1.850000,9.627000,0.900000,0.068000,9.000000,0.000000,_____300
1420,1420,0.0000,1.870000,0.208000,0.164400,1.820000,0.343000,0.161900,0.179000,0.000000,8.600000,0.030000,0.000000,0.050000,7.825610,0.900000,0.000000,9.000000,0.000000,
1421,1421,0.0000,1.870000,0.208000,0.164400,1.820000,0.343000,0.161900,0.165000,0.000000,8.600000,0.030000,0.000000,0.050000,7.825610,0.900000,0.000000,9.000000,0.000000,
1422,1422,0.0000,2.020000,0.230000,0.155000,2.020000,0.230000,0.155000,0.165000,0.000000,8.780000,0.040000,1.000000,0.060000,8.628350,0.900000,0.000000,9.000000,0.000000,
1423,1423,0.0000,2.020000,0.230000,0.155000,2.020000,0.230000,0.155000,0.155000,0.000000,8.780000,0.040000,1.000000,0.060000,8.628350,0.900000,0.000000,9.000000,0.000000,
1424,1424,0.0000,2.020000,0.229000,0.155000,2.020000,0.382000,0.155000,0.155000,0.003000,8.800000,0.040000,1.000000,0.070000,8.628350,1.000000,0.100000,9.827469,0.000000,
1425,1425,0.0000,1.800000,0.202000,0.160000,1.800000,0.336000,0.158000,0.168000,0.003000,8.600000,0.040000,0.900000,0.070000,5.274780,1.000000,0.100000,9.827469,0.000000,
1426,1426,0.0000,2.190000,0.265000,0.160000,2.110000,0.450000,0.160000,0.190000,0.000000,6.600000,0.040000,0.690000,0.080000,12.579910,1.000000,0.089000,7.167629,0.000000,
1427,1427,0.0000,2.190000,0.265000,0.160000,2.110000,0.450000,0.160000,0.190000,0.000000,6.600000,0.040000,0.690000,0.080000,12.579910,1.000000,0.111000,6.543950,0.000000,
1428,1428,0.0000,2.150000,0.265000,0.205000,2.100000,0.395000,0.205000,0.205000,0.003000,8.600000,0.040000,0.950000,0.060000,12.488150,1.000000,0.100000,9.827469,0.000000,
1429,1429,0.0000,2.150000,0.265000,0.205000,2.100000,0.395000,0.205000,0.205000,0.003000,8.600000,0.040000,0.950000,0.060000,12.488150,1.000000,0.212000,5.706091,0.000000,
1430,1430,0.0000,2.070000,0.210000,0.170000,1.960000,0.410000,0.170000,0.170000,0.000000,10.200000,0.048000,0.640000,0.094000,14.541170,0.900000,0.000000,9.000000,0.000000,
1431,1431,0.0000,2.222000,0.236000,0.191200,2.222000,0.236000,0.191200,0.191200,0.000000,6.480000,0.048000,0.010000,0.094000,6.000000,0.900000,0.000000,9.000000,0.000000,
1432,1432,0.0000,2.190000,0.225000,0.160000,2.110000,0.450000,0.160000,0.190000,0.000000,6.600000,0.040000,0.700000,0.080000,12.579910,1.000000,0.130000,5.400722,0.000000,
1433,1433,0.0000,2.190000,0.225000,0.151000,2.190000,0.450000,0.160000,0.160000,0.000000,6.600000,0.040000,0.700000,0.080000,12.579910,1.000000,0.090000,8.225155,0.000000,
1434,1434,0.0000,2.160000,0.265000,0.205000,2.100000,0.395000,0.201000,0.205000,0.000000,8.610000,0.040000,0.950000,0.060000,12.518740,1.000000,0.190800,7.472659,0.000000,
1435,1435,0.0000,1.800000,0.202000,0.165000,1.750000,0.336000,0.158000,0.168000,0.003703,8.600000,0.044000,0.960000,0.074000,5.274780,1.000000,0.100000,9.827469,0.000000,
1436,1436,0.0000,2.370000,0.331000,0.245000,2.310000,0.479000,0.240000,0.205000,0.000000,8.610000,0.040000,1.000000,0.060000,8.619370,1.000000,0.100000,12.405352,0.000000,
1437,1437,0.0000,2.030000,0.217800,0.174000,2.010000,0.508400,0.174000,0.180000,0.000000,12.000000,0.035000,1.400000,0.050000,6.253160,0.900000,0.000000,9.000000,0.000000,
1438,1438,0.0000,1.639000,0.209000,0.164800,1.639000,0.338200,0.164800,0.170000,0.000000,9.400000,0.040000,1.000000,0.070000,12.187500,1.000000,0.112000,5.946766,0.000000,
1439,1439,0.0000,1.914000,0.219900,0.169700,1.914000,0.358000,0.169700,0.191200,0.000000,9.040000,0.040000,1.000000,0.070000,6.180820,1.000000,0.112000,5.946766,0.000000,
1440,1440,0.0000,2.070000,0.210000,0.170000,1.960000,0.410000,0.170000,0.170000,0.000000,0.100000,0.048000,0.640000,0.094000,14.541170,0.900000,0.000000,9.000000,0.000000,
1441,1441,0.0000,2.222000,0.212400,0.191200,2.222000,0.212400,0.191200,0.191200,0.000000,6.480000,0.048000,1.000000,0.094000,6.000000,0.900000,0.000000,9.000000,0.000000,
1442,1442,0.0000,2.222000,0.236000,0.191200,2.222000,0.236000,0.191200,0.191200,0.000000,6.480000,0.048000,1.000000,0.094000,6.000000,0.900000,0.000000,9.000000,0.000000,
1443,1443,0.0000,2.070000,0.210000,0.170000,1.960000,0.410000,0.170000,0.140000,0.000000,10.000000,0.048000,0.640000,0.094000,8.240000,0.900000,0.000000,9.000000,0.000000,
1444,1444,0.0000,1.530000,0.165000,0.087900,1.480000,0.317000,0.110000,0.130800,0.000000,7.460000,0.050000,0.830000,0.096000,2.990000,1.000000,0.110000,6.682770,0.000000,
1445,1445,0.0000,1.901120,0.276310,0.221800,1.830650,0.469820,0.219820,0.220810,0.001252,6.572000,0.042000,0.730000,0.074000,10.649000,0.900000,0.000000,9.000000,0.000000,
1446,1446,0.0000,2.197390,0.333520,0.243330,2.138950,0.475910,0.236840,0.238693,0.000000,8.728000,0.046000,0.970000,0.067000,6.944600,1.000000,0.154000,6.944360,0.000000,_
1447,1447,0.0000,1.070000,0.254000,0.192000,1.000000,0.400000,0.200000,0.197000,0.000000,6.500000,0.050000,0.090000,0.090000,9.300000,1.000000,0.102690,7.100000,0.000000,_____13
1448,1448,0.0000,2.488850,0.343250,0.258380,2.416390,0.498700,0.253830,0.235610,0.002347,9.368000,0.044000,1.041000,0.066000,6.477000,1.000000,0.245000,8.363319,0.000000,_
1449,1449,0.0000,2.171300,0.295700,0.207900,2.171300,0.397700,0.207900,0.233400,0.000793,13.111000,0.048000,1.456000,0.067000,7.005000,0.900000,0.000000,9.000000,0.000000,_
1450,1450,0.0000,2.222000,0.236000,0.191200,2.222000,0.236000,0.191200,0.160000,0.000000,6.480000,0.048000,1.000000,0.094000,9.000000,0.900000,0.000000,9.000000,0.000000,
1451,1451,0.0000,2.060000,0.297000,0.194000,1.900000,0.355000,0.230000,0.191200,0.001170,9.870000,0.060000,1.100000,0.040000,11.750620,1.000000,0.046000,10.038000,0.000000,
1452,1452,0.0000,2.070000,0.297000,0.194000,1.900000,0.355000,0.230000,0.170000,0.001170,9.870000,0.060000,1.100000,0.040000,11.750620,1.000000,0.046000,10.038000,0.000000,
1453,1453,0.0000,2.070000,0.210000,0.170000,1.960000,0.410000,0.170000,0.170000,0.000000,10.000000,0.048000,0.640000,0.094000,7.270580,0.900000,0.000000,9.000000,0.000000,
1454,1454,0.0000,1.890000,0.275000,0.199000,1.890000,0.415000,0.230000,0.220000,0.000000,8.446000,0.047600,0.938000,0.065000,10.422910,1.000000,0.179000,7.652376,0.000000,
1455,1455,0.0000,1.006000,0.345000,0.229200,0.701000,0.701000,0.234700,0.210000,0.003000,6.340000,0.795000,0.000000,0.060000,8.495490,1.000000,0.149500,7.128661,0.000000,
1456,1456,0.0000,2.030000,0.260000,0.190000,2.030000,0.260000,0.190000,0.190000,0.000000,11.000000,0.180000,11.000000,0.180000,6.031110,1.000000,0.100000,8.603568,0.000000,
1457,1457,0.0000,2.030000,0.260000,0.190000,2.030000,0.260000,0.190000,0.190000,0.000000,11.000000,0.180000,11.000000,0.180000,6.870880,1.000000,0.100000,8.603568,0.000000,
1458,1458,0.0000,2.690000,0.272000,0.232000,2.560000,0.748000,0.255000,0.200000,0.001690,8.860000,0.036000,2.500000,0.200000,9.289080,1.000000,0.250000,7.647272,0.000000,
1459,1459,0.0000,2.070000,0.240000,0.175000,1.970000,0.445000,0.175000,0.140000,0.000000,9.700000,0.048000,0.570000,0.098000,10.644180,1.000000,0.058800,13.049297,0.000000,
1460,1460,0.0000,2.070000,0.324000,0.274000,2.030000,0.502000,0.258000,0.239000,0.000000,8.640000,0.041000,0.960000,0.065000,10.960000,1.000000,0.135000,9.325797,0.000000,
1461,1461,0.0000,2.380000,0.336000,0.251000,2.320000,0.485000,0.247000,0.204500,0.001969,8.610000,0.045000,0.956000,0.066000,9.325260,1.000000,0.167000,8.945734,0.000000,__2__
1462,1462,0.0000,2.260000,0.310000,0.229000,2.200000,0.457000,0.224000,0.190000,0.002330,8.750000,0.045000,0.972000,0.068000,8.895080,1.000000,0.167000,9.311275,0.000000,__2_
1463,1463,0.0000,1.956000,0.383000,0.265000,1.892000,0.538000,0.267000,0.240000,0.002829,9.330000,0.080000,1.690000,0.116000,11.133310,1.000000,0.083700,9.046064,0.000000,____
1464,1464,0.0000,2.370000,0.336000,0.251000,2.320000,0.485000,0.247000,0.230000,0.002030,8.610000,0.045000,0.956000,0.066000,8.619370,1.000000,0.165000,9.011817,0.000000,
1465,1465,0.0000,2.740000,0.250000,0.191000,2.600000,0.690000,0.210000,0.200000,0.000000,8.860000,0.036000,2.500000,0.200000,9.165380,1.000000,0.195000,6.197359,0.000000,
1466,1466,0.0000,2.222000,0.236000,0.191200,2.222000,0.236000,0.191200,0.170000,0.000000,6.480000,0.048000,0.010000,0.094000,6.000000,0.900000,0.000000,9.000000,0.000000,
1467,1467,0.0000,2.091000,0.329300,0.254500,1.920000,0.500000,0.254500,0.280000,0.000000,7.430000,0.021000,0.700000,0.100000,9.030000,1.000000,0.110000,6.682773,0.000000,
1468,1468,0.0000,2.104000,0.323000,0.224000,1.951000,0.500000,0.224000,0.281000,0.000000,6.100000,0.056000,0.700000,0.100000,9.420000,1.000000,0.110000,6.682773,0.000000,
1469,1469,0.0000,1.045000,0.321000,0.225000,0.726000,0.726000,0.311000,0.271000,0.000000,10.860000,0.129000,0.328000,0.328000,6.400000,1.000000,0.118600,7.536100,0.000000,____#2____
1470,1470,0.0000,1.045000,0.321000,0.225000,0.726000,0.726000,0.311000,0.271000,0.000000,11.240000,0.129000,0.328000,0.328000,6.400000,1.000000,0.125700,7.461700,0.000000,____#1____
1471,1471,0.0000,2.090000,0.329300,0.254500,1.920000,0.500000,0.254500,0.280000,0.000000,7.430000,0.021000,0.700000,0.100000,5.197840,1.000000,0.143000,7.164549,0.000000,
1472,1472,0.0000,2.095000,0.317900,0.254000,1.920000,0.500000,0.254000,0.281000,0.000000,8.300000,0.020000,0.700000,0.100000,5.195080,1.000000,0.110000,6.682773,0.000000,
