ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
1321,1321,0,0.02,200,1,1,4,4,2.5,1,0.01,7.7,-6.54,0,1,7.33,-2.81,0.0798,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1
1322,1322,0,0.01,20,0,2.5,1,0.1,0.1,1,0.01,10,-10,0,1,7.34,-6.46,0.0849,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1323,1323,0,0.02,1,1,1,8,0.1,0.03,400,0.01,8.19,-6.96,0,1,6.965,-3.197,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___6
1324,1324,0,0.02,1,1,1,8,0.1,0.03,400,0.01,8.19,-6.96,0,1,6.8,-3.171,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___7
1325,1325,0,0.02,1,1,1,10,0.1,0.1,500,0.01,8.2,-6.97,0,1,7.45,-3.26,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___3
1326,1326,0,0.02,1,1,1,7.143,0.1,0.1,500,0.01,8.2,-6.97,0,1,7.13,-6.58,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___4
1327,1327,0,0.01,20,0,2.5,1,1,1,1,0.01,10,-10,0,1,8.84,-6.05,0.0915,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#5
1328,1328,0,0.01,20,0,2.5,1,1,1,1,0.01,10,-10,0,1,8.83,-6.18,0.0915,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#6
1329,1329,-0.015,0.02,500,1,1,10,0.1,0.1,1,0.01,6.46,-5.47,0,1,5.36,-5.11,0.2251,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1330,1330,0,0.02,610,1,1,10,0.025,0.025,1,0.01,6.43,-5.47,0,1,5.63,-5.32,0.075,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
1331,1331,-0.015,0.02,500,1,1,10,0.1,0.1,1,0.01,6.53,-5.47,0,1,5.34,-5.01,0.2251,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
1332,1332,-0.015,0.02,500,1,1,10,0.1,0.1,1,0.01,6.43,-5.47,0,1,5.42,-5,0.2251,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
1333,1333,-0.015,0.02,500,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,5.51,-5.09,0.2251,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#5
1334,1334,-0.015,0.02,500,1,1,10,0.1,0.1,1,0.01,6.43,-5.47,0,1,5.42,-5.1,0.2251,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#6
1335,1335,0,0.02,210,1,1,4,0.1,0.1,1,0.01,10,-10,0,1,6.69,-6.21,0.0772,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#5
1336,1336,0,0.02,210,1,1,4,1,1,1,0.01,10,-10,0,1,6.94,-6.38,0.0772,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
1337,1337,0,0.02,39.419998,0,1,1,0.01,0.01,1,0.01,10,-8,0,1,9.62,-7.83,0.0978,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
1338,1338,-0.025,0.02,43.4,0,1,1,0.01,0.01,1,0.01,10,-8,0,1,9.97,-7.97,0.098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#4
1339,1339,-0.014,0.02,500,1,1,10,0.1,0.1,1,0.01,7.85,-7.5,0,1,7.81,-7.31,0.0798,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1
1340,1340,-0.0121,0.02,500,1,1,10,0.1,0.1,1,0.01,8.3,-7.5,0,1,8.13,-7.46,0.0798,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
1341,1341,-0.0037,0.02,40.3,0,1,1,0.1,0.1,1,0.01,10,-10,0,1,7.15,-6.07,0.07119,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___3G
1342,1342,-0.0037,0.02,43,0,1,1,0.01,0.01,1,0.01,10,-10,0,1,7.76,-6.63,0.0849,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1343,1343,-0.0075,0.02,500,1,1,10,10,10,1,0.01,8.92,-7.58,0,1,8.77,-3.43,0.0898,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___5G
1344,1344,-0.0075,0.02,500,1,1,8.33,0.1,0.1,1,0.01,9.48,-8.06,0,1,9.18,-3.71,0.09,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___6G
1345,1345,0,0.02,500,1,1,10,1,1,1,0.01,10.13,-8.73,0,1,10.13,-8.73,0.0988,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
1346,1346,0,0.02,500,1,1,10,1,1,1,0.01,10.24,-9.12,0,1,10.24,-9.12,0.0988,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#2
1347,1347,-0.0194,0.02,450,1,1.2,8.57,0.025,0.025,1,0.01,8.93,-7.59,0,1,6.12,-4.17,0.1027,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
1348,1348,-0.0194,0.02,450,1,1.2,8.57,0.025,0.025,1,0.01,8.79,-7.47,0,1,7.08,-6.56,0.08569,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2G
1349,1349,-0.0041,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,8.02,-7.16,0.0979,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1350,1350,-0.0041,0.02,400,1,1,8,0.1,0.1,1,0.01,8.1,-7.2,0,1,7.77,-7.08,0.0979,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
1351,1351,0,0.02,500,1,1,10,0.1,0.1,1,0.01,10.04,-8.53,0,1,7.97,-3.57,0.1043,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
1352,1352,0,0.02,500,1,1,10,0.1,0.1,1,0.01,10.04,-8.53,0,1,7.85,-2.31,0.1043,0,0,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,0,0,VR1_  6
1353,1353,-0.0128,0.02,7,0,6.6,1,0.01,0.01,1,0.01,10,-10,0,1,7.65,-5.95,0.0689,1,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1#2#
1354,1354,0,0.02,10,0,6.1,1,0.1,0.1,1,0.01,10,-10,0,1,7.3,-6.8,0.088,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
1355,1355,0,0.02,14,0,5,1,0.01,0.01,1,0.01,10,-10,0,1,7.026,-6.605,0.0874,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1356,1356,0,0.02,450,1,1.2,8.58,1,1,1,0.01,8.93,-7.59,0,1,6.12,-4.17,0.1072,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
1357,1357,-0.0066,0.012,93,0,0.4,1,0.1,0.1,1,0.01,9.914,-7.931,0,1,8.58,-6.41,0.0739,0,0,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,0,0,___1G
1358,1358,-0.0066,0.012,93,0,0.4,1,0.1,0.1,1,0.01,9.914,-7.931,0,0.1,9.11,-4.23,0.0739,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2G
1359,1359,-0.0075,0.02,500,1,1,7.143,0.1,0.1,1,0.01,6.68,-5.69,0,1,7.39,-4.84,0.0733,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1G
1360,1360,-0.0069,0.02,400,1,1,7.143,0.1,0.1,1,0.01,8.62,-7.327,0,1,7.18,-4.43,0.0733,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2
1361,1361,0,0.01,30,0,3,1,0.01,0.01,1,0.01,10,-10,0,1,7.08,-6.22,0.0849,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
1362,1362,0,0.02,20,0,2.5,1,0.01,0.01,1,0.01,10,-10,0,1,7.51,-6.79,0.0849,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
1363,1363,-0.09,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,8.34,-7.52,0.0894,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1________
1364,1364,-0.09,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,8.39,-7.65,0.0894,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1365,1365,-0.0773,0.02,1,1,0.1,0.1,1,10,550,0.01,12,-12,0,1,8.69,-8.5,0.1098,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1366,1366,-0.0515,0.02,1,1,0.1,0.1,1,10,530,0.01,12,-12,0,1,8.62,-8.4,0.108,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1367,1367,-0.03,0.02,60,0,3,3,0.1,0.1,1,0.01,10,-10,0,1,8.41,-5.77,0.075,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1368,1368,0,0.02,7,0,5,1,1,1,1,0.01,10,-10,0,1,7.67,-5.8,0.075,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1369,1369,-0.03196,0.02,1,0,5,5,0.01,0.02,50,0.05,10,-10,0,1,7.5,-6.4,0.084,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1370,1370,-0.03196,0.02,1,0,6,5,0.1,0.1,50,0.05,10,-10,0,1,7.46,-6.2,0.085,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1371,1371,-0.03008,0.01,56.25,1,3,30,0.1,0.1,8.14,0.01,10,-10,0,1,7.57,-5.05,0.079,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1372,1372,-0.085,0.04,1,0,3.5,5,0.03,0.02,60,0.05,10,-10,0,1,6.81,-6.8,0.09,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1373,1373,-0.085,0.02,1,0,5,5,0.01,0.01,40,0.02,10,-10,0,1,9.1,-7.1,0.087,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1374,1374,-0.03196,0.03,1,0,5.5,5,0.01,0.02,40,0.02,10,-10,0,1,9.1,-7.1,0.087,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1375,1375,-0.085,0.02,52,1,3,30,0.03,0.03,9.56,0.02,10,-10,0,1,6.76,-5.8,0.089,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1376,1376,-0.085,0.02,1,0,6.5,5,0.1,0.1,60,0.04,10,-10,0,1,7.81,-6.8,0.113,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,
1377,1377,0.01,0.02,179,1,0.1,0.1,1,4,1,0.01,10,-10,0,1,5.52,-4.83,0.042,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____3#
1378,1378,0.03,0.02,179,1,0.1,1,0.1,0.1,1,0.01,10,-10,0,1,5.63,-4.82,0.042,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1379,1379,-0.03,0.02,20,0,3,1,1,1,1,0.01,10,-10,0,1,5.879,-5.129,0.0698,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
1380,1380,0,0.02,25,1,1,4,1,1,5.974,0.02,10,-10,0,1,5.744,-3.56,0.0616,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____1
1381,1381,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,9.52,-6.76,0.097,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,17,0,0,0,0,0,0,__1_____
1382,1382,-0.05,0.02,20,0,3,1,1,1,1.06,0.01,10,-10,0,0.01,9.584,-6.779,0.0976,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,18,0,0,0,0,0,0,__1_____
1383,1383,0,0.02,500,1,1,10,1,1,1,0.01,10,-10,0,1,7.99,-7.25,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G7
1384,1384,0,0.02,500,1,1,10,1,1,1,0.01,10,-10,0,1,7.706,-6.47,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G8
1385,1385,-0.05,0.02,22,1,1,1,1,4,7.19,0.02,10,-10,0,1,4.502,-3.378,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1386,1386,-0.05,0.02,22,1,1,1,1,4,7.19,0.02,10,-10,0,1,4.655,-4.05,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1387,1387,0,0.02,22,1,0.1,0.1,1,4,5.27,0.01,10,-10,0,1,4.8,-4.84,0.0681,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,VR2_  3
1388,1388,0.06,0.02,22,1,0.1,0.1,1,4,5.25,0.01,10,-10,0,1,4.84,-4.48,0.0674,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,VR2_  3
1389,1389,0.06,0.02,22,1,0.1,0.1,1,4,5.71,0.01,10,-10,0,1,5.05,-5.13,0.0684,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,VR2_  3
1390,1390,0.06,0.02,21.78,1,0.1,0.1,1,4,6.38,0.01,10,-10,0,1,5.34,-4.79,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,VR2_  3
1391,1391,0,0.02,500,1,1,6.25,0.1,0.1,1,0.01,10,-10,0,1,5.62,-4.77,0.1071,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1392,1392,0,0.02,500,1,1,6.25,0.1,0.1,1,0.01,10,-10,0,1,5.68,-4.84,0.1071,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
1393,1393,0,0.02,500,1,1,6.25,0.1,0.1,1,0.01,10,-10,0,1,5.4,-4.7,0.1068,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
1394,1394,0,0.02,500,1,1,6.25,0.1,0.1,1,0.01,10,-10,0,1,5.54,-4.53,0.1068,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#6
1395,1395,-0.07,0.02,50,0,5,5,1,1,1,0.01,10,-10,0,1,6.634,-5.847,0.0763,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1396,1396,0,0.02,50,0,5,5,1,1,1,0.01,10,-10,0,1,6.63,-5.86,0.076,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1397,1397,0,0.02,500,1,1.26,10.5,0.1,0.1,1,0.02,10,-10,0,1,8.387,-5.428,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#3
1398,1398,-0.05,0.02,350,1,1,11.66,0.1,0.1,1,0.01,10,-10,0,1,8.558,-6.19,0.0944,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G7_31_
1399,1399,0,0.01,29,1,1,1,1,4.32,8.88,0.01,10,-10,0,1,5.92,-5.97,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
1400,1400,0,0.02,40,0,4,4,0.1,0.1,1,0.01,10,-10,0,1,5.81,-4.74,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1401,1401,-0.06,0.02,37,0,4,4,1,1,1,0.01,10,-10,0,1,5.87,-4.7,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1402,1402,-0.06,0.02,35,0,4,4,1,1,1,0.01,10,-10,0,1,5.502,-4.488,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1403,1403,-0.06,0.02,37,0,4,4,1,1,1,0.01,10,-10,0,1,5.523,-4.549,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1404,1404,-0.06,0.02,39,0,4,4,1,1,1,0.01,10,-10,0,1,5.55,-4.54,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1405,1405,0,0.02,40,0,4,4,1,1,1,0.01,10,-10,0,1,5.53,-4.57,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#6
1406,1406,0,0.02,40,0,4,4,1,1,1,0.01,10,-10,0,1,5.52,-4.292,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1407,1407,0,0.02,40,0,4,4,1,1,1,0.01,10,-10,0,1,5.536,-4.29,0.0589,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#4
1408,1408,0,0.02,257,1,1,7.16,1,1,1,0.01,10,-10,0,1,5.247,-4.1,0.0422,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1409,1409,0,0.02,257,1,1,7.16,1,1,1,0.01,10,-10,0,1,5.33,-4.26,0.0422,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1410,1410,0,0.02,257,1,1,7.16,0.01,0.01,1,0.01,10,-10,0,1,5.36,-4.17,0.0422,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#3
1411,1411,-0.05,0.02,240,1,1,1,1,7,1,0.01,10,-10,0,1,5.464,-4.663,0.0612,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1412,1412,-0.05,0.02,240,1,1,1,1,7,1,0.01,10,-10,0,1,5.482,-4.644,0.0612,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1413,1413,-0.05,0.02,240,1,1,1,1,7,1,0.01,10,-10,0,1,5.56,-4.658,0.0612,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#3
1414,1414,-0.056175,0.01,23,1,0.1,0.1,1,4,5.6,0.01,10,-10,0,1,5.22,-4.21,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____G1
1415,1415,-0.06,0.01,23,1,0.1,0.1,1,4,5.5,0.01,10,-10,0,1,5.26,-4.23,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____G2
1416,1416,-0.02,0.01,23,1,0.1,0.1,1,4,5.6,0.01,10,-10,0,1,5.4,-4.28,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____G3
1417,1417,0,0.02,300,1,1,10,1,1,1,0.01,10,-10,0,1,6.19,-5.33,0.064,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__1
1418,1418,0,0.02,420,1,1,10,1,1,1,0.01,10,-10,0,1,5.92,-5.09,0.058,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__2
1419,1419,-0.06,0.02,500,1,1,8.33,1,1,1,0.01,10,-10,0,1,8.19,-7.02,0.074,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1420,1420,-0.06,0.02,24.200001,0,3,1,1,1,1,0.01,10,-10,0,1,7.969,-5.617,0.0687,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
1421,1421,-0.06,0.02,520,1,0.1,10,0.1,0.1,1,0.01,10,-10,0,1,4.499,-3.114,0.06867,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1422,1422,-0.06,0.02,440,1,1,6,0.1,0.1,1,0.01,10,-10,0,1,8.004,-6.923,0.06867,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
1423,1423,-0.05,0.02,400,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,5.88,-4.75,0.0962,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2_31_
1424,1424,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.948,-5.363,0.0905,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,12,0,0,0,0,0,0,____#1--__1_____
1425,1425,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.834,-5.35,0.0905,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,19,0,0,0,0,0,0,____#2--__1_____
1426,1426,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.968,-5.316,0.0905,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,20,0,0,0,0,0,0,____#3--__1_____
1427,1427,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.53,-5.21,0.0905,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,21,0,0,0,0,0,0,____#4--__1_____
1428,1428,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,7.26,-5.3,0.103,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,22,0,0,0,0,0,0,____#1--__1_____
1429,1429,-0.05,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,6.85,-4.81,0.103,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,23,0,0,0,0,0,0,___#2--__1_____
1430,1430,0.03,0.02,235.899994,1,1,1,1,4,1,0.01,10,-10,0,1,6.196,-5.325,0.0465,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
1431,1431,0.03,0.02,241.199997,1,1,1,1,4,1,0.01,10,-10,0,1,6.196,-5.325,0.0465,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
1432,1432,-0.054588,0.02,500,1,1,10,1,1,1,0.01,10,-10,0,1,8.1,-7.67,0.068,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__1#
1433,1433,0,0.02,4.93,0,1,1,1,1,9,0.02,10,-10,0,1,8.35,-7,0.103,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____
1434,1434,-0.05,0.02,45,0,4,4,1,1,1,0.01,10,-10,0,1,5.01,-4.14,0.0739,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
1435,1435,-0.05,0.02,45,0,4,4,1,1,1,0.01,10,-10,0,1,4.792,-4.255,0.0739,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
1436,1436,0.03,0.02,400,1,1,1,2,20,1,0.01,10,-10,0,1,6.53,-4.6,0.055,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__1#
1437,1437,0,0.02,51,0,3,3,0.01,0.01,1,0.01,10,-10,0,1,5.95,-5.23,0.0607,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
1438,1438,-0.022585,0.02,190,1,1,4,0.03,0.03,1,0.01,10,-10,0,1,4.31,-2.67,0.0615,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____1#
1439,1439,0,0.02,30,1,1,4,1,1,4.47,0.02,10,-10,0,1,3.68,-2.3,0.0615,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2
1440,1440,0,0.02,190,1,1,4,0.03,0.03,1,0.01,10,-10,0,1,4.31,-2.67,0.0615,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____1#
1441,1441,-0.0539,0.02,20,0,3,1,1,1,1,0.01,10,-10,0,1,8.419,-5.725,0.0967,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
1442,1442,-0.0539,0.02,20,0,3,1,1,1,1,0.01,10,-10,0,1,7.894,-5.617,0.0967,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
1443,1443,-0.06,0.02,500,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,8.767,-7.692,0.0876,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__1#_31_
1444,1444,-0.06,0.02,500,1,1,10,0.1,0.1,1,0.01,10,-10,0,1,8.902,-7.818,0.0876,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__1#_31_
1445,1445,-0.03,0.01,29,1,1,1,1,4.32,8.88,0.01,10,-10,0,1,7.61,-5.97,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#1
1446,1446,-0.03,0.01,29,1,1,1,1,4.32,8.82,0.01,10,-10,0,1,7.58,-5.97,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#2
1447,1447,-0.02,0.02,35,0,2,2,0.1,0.1,1,0.01,7,-5.48,0,1,6.8,-5.41,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2#
1448,1448,-0.02,0.02,35,0,2,2,0.1,0.1,1,0.01,7,-5.48,0,1,7.15,-5.68,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_jn__3#
1449,1449,-0.0539,0.02,50,0,5,5,1,1,1,0.01,10,-10,0,1,7.923,-6.167,0.0817,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
