ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
122,122,-0.07,0.02,10,0,5,1,0.1,0.1,0.63,0.01,10,-10,0,1,4.94,-3.7,0.0464,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,12__#3
123,123,0,0.02,200,1,1,1,1,4,1,0.02,20,-20,0,1,6.5,-4.7,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
124,124,0,0.02,200,1,1,1,1,4,1,0.02,20,-20,0,1,6.5,-5,0.05,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___3_
125,125,-0.02,0.02,170.399994,1,0.1,0.1,1,4,1,0.02,10,-10,0,1,5.44,-4.39,0.03952,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
126,126,0.05,0.02,172.199997,1,0.1,0.1,1,4,1,0.02,10,-10,0,1,5.55,-4.35,0.03952,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
127,127,0.05,0.02,173.699997,1,0.1,0.1,1,4,1,0.02,10,-10,0,1,5.79,-4.35,0.03952,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
128,128,0.05,0.02,300,1,1,1,1,7.6,1,0.02,20,-20,0,1,4.9,-4.1,0.056,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,17,0,0,0,0,0,0,_____
129,129,-0.01,0.02,40,0,6,6,0.1,0.1,1,0.02,10,-10,0,1,6.78,-5.5,0.083,1,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___31_
130,130,0,0.03,40,0,5,5,0.01,0.02,1.083,0.01,10,-10,0,1,5.74,-5.74,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#11
131,131,-0.01,0.02,12,0,5,1,0.1,0.1,1,0.02,10,-10,0,1,8.38,-6.55,0.083,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#2
132,132,0.05,0.02,19.88,0,3.02,1,0.1,0.1,1,0.02,10,-10,0,1,4.67,-3.41,0.041,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,18,0,0,0,0,0,0,____
133,133,0.05,0.02,20,0,3,1,0.02,0.07,1,0.02,20,-20,0,1,4.8,-3.7,0.04,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,18,0,0,0,0,0,0,____
134,134,0,0.02,200,1,1,1,1,4,1,0.02,20,-20,0,1,6.3,-4.1,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____
135,135,0.05,0.02,20,0,3,1,0.1,0.1,1,0.02,10,-10,0,1,4.57,-2.12,0.043,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G1_
136,136,0.05,0.02,20,0,3,1,0.1,0.1,1,0.02,10,-10,0,1,4.45,-2.5,0.043,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G1_
137,137,-0.02,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.4,-2.76,0.043,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,__#3
138,138,-0.03,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,6.14,-5.31,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
139,139,-0.03,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,5.97,-5.31,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
140,140,-0.03,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,6.18,-5.51,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
141,141,-0.03,0.02,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,6.27,-5.71,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
142,142,0,0.01,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,5.47,-5.33,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
143,143,-0.03,0.01,400,1,1,8,0.1,0.1,1,0.01,10,-10,0,1,6.33,-5.63,0.096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
144,144,0,0.02,200,1,0.1,0.2,1,4,1,0.02,20,-20,0,1,4.6,-4.1,0.063,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___
145,145,0.06,0.02,270,1,2,8,0.2,0.2,1,0.02,20,-20,0,1,5.5,-4.1,0.055,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,19,0,0,0,0,0,0,_____
146,146,-0.07,0.02,300,1,1,1,1,6.67,1,0.02,20,-20,0,1,5.7,-4,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,20,0,0,0,0,0,0,_____
147,147,0,0.02,4.86,0,1,1,0.01,0.01,8.23,0.01,10,-8,0,1,7.93,-6.18,0.088,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,___#1_
148,148,0,0.01,4.86,0,1.234568,1,0.01,0.01,8.32,0.01,10,-8,0,1,8.01,-6.7,0.088,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,___#2_
149,149,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.02,10,-10,0,1,5.56,-3.94,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
150,150,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.02,10,-10,0,1,5.63,-3.98,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
151,151,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.02,10,-10,0,1,5.51,-3.86,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
152,152,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.02,10,-10,0,1,5.46,-3.75,0.0644,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
153,153,-0.02,0.02,550,1,2,20,0.2,0.04,1,0.02,10,-10,0,1,4.895,-4.22,0.0617,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#1
154,154,-0.02,0.02,550,1,2,20,0.2,0.04,1,0.02,10,-10,0,1,4.95,-3.65,0.0617,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#2
155,155,-0.02,0.02,550,1,2,20,0.2,0.04,1,0.02,10,-10,0,1,5.16,-3.77,0.0617,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____#3
156,156,-0.02,0.02,245.279999,1,1,7.16,0.1,0.1,1,0.02,10,-10,0,1,4.61,-3.78,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1
157,157,0.05,0.02,268.799988,1,1,7.16,0.1,0.1,1,0.02,10,-10,0,1,5.27,-4.44,0.057,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2
158,158,0.05,0.02,266.399994,1,1,7.16,0.1,0.1,1,0.02,10,-10,0,1,5.29,-4.31,0.056,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___3
159,159,0.05,0.02,191.548996,1,1,5.52,1,1,1,0.02,10,-10,0,1,4.821,-4.121,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
160,160,0,0.02,196,1,1,5.52,1,1,1,0.01,10,-10,0,1,5.028,-4.1542,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
161,161,0.05,0.02,183,1,1,5.52,1,1,1,0.02,10,-10,0,1,4.634,-3.667,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
162,162,0.05,0.02,195,1,1,5.52,1,1,1,0.02,10,-10,0,1,5.163,-4.153,0.066,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___G4_
163,163,0.124,0.02,3,0,13.3,1,0.05,0.1,1,0.02,20,-20,0,1,5.7,-4.4,0.089,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,21,0,0,0,0,0,0,_____
164,164,-0.05,0.02,20,0,3,1,0.1,0.13,1,0.02,20,-20,0,1,6.1,-4.8,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_
165,165,0.04,0.02,70,1,4,2,1,7,1,0.02,10,-10,0,1,3.798,-2.103,0.03,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___1#_
166,166,0.04,0.02,70,1,4,2,1,7,1,0.02,10,-10,0,1,3.873,-2.101,0.03,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___2#_
167,167,0,0.02,250,1,2,20,0.2,0.5,1,0.02,20,-20,0,1,5.1,-3.7,0.043,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,22,0,0,0,0,0,0,_____
168,168,-0.02,0.02,165.3,1,0.1,0.1,1,4,1,0.02,10,-10,0,1,5.11,-4.27,0.0611,0,0,1000000,-1000000,0,0,0,0,0,0,0,0,0,0,0,0
169,169,-0.057,0.02,20,0,2.5,1,0.01,0.02,1,0.02,20,-20,0,1,4.8,-4.5,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,23,0,0,0,0,0,0,_____
170,170,0.05,0.02,16,0,2.2,1,0.01,0.06,1,0.02,20,-20,0,1,5.4,-3.5,0.069,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,24,0,0,0,0,0,0,_____
171,171,-0.06,0.02,630,1,3,21,0.12,0.03,1,0.02,20,-20,0,1,5.9,-4.7,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,25,0,0,0,0,0,0,_____
172,172,0,0.02,36,0,6,6,1,1,1,0.01,6.708,-5.21,0,1,7.53,-5.85,0.083103,1,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#31
173,173,-0.06,0.02,300,1,1,1,1,7.16,1,0.02,20,-20,0,1,5.8,-4.4,0.07,1,0,9999.9,-9999.9,9999.9,-9999.9,2,2,26,0,0,0,0,0,0,_____
174,174,0,0.02,20,0,3,1,1,1,1,0.02,20,-20,0,1,5.3,-4.3,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,27,0,0,0,0,0,0,____
175,175,0.05,0.02,20,0,3.5,1,0.04,0.01,1,0.02,20,-20,0,1,5.8,-4.6,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,28,0,0,0,0,0,0,_____
176,176,0,0.02,200,1,0.1,0.1,1,4,1,0.02,20,-20,0,1,5.83,-4,0.055,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____
177,177,0,0.02,300,1,1,1,1,6.67,1,0.02,20,-20,0,1,5.1,-4.5,0.054096,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,____
178,178,0.05,0.02,200,1,2,8,1,1,1,0.02,20,-20,0,1,5.9,-4.4,0.04,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,29,0,0,0,0,0,0,_____
179,179,-0.03,0.02,188,1,1,4.92,0.1,0.1,1,0.02,10,-10,0,1,5.19,-4.43,0.05,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
180,180,-0.03,0.02,188,1,1,4.92,0.1,0.1,1,0.02,10,-10,0,1,4.99,-5.14,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
181,181,-0.03,0.02,183.5,1,1,4.92,0.1,0.1,1,0.02,10,-10,0,1,5.29,-4.3,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#3
182,182,-0.03,0.02,182,1,1,4.92,0.1,0.1,1,0.02,10,-10,0,1,5.2,-4.24,0.07,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#4
183,183,-0.06,0.02,25,0,2.8,1,0.1,0.1,1,0.02,10,-10,0,1,6.22,-5.46,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#11
184,184,-0.06,0.02,25,0,2.8,1,0.01,0.01,1,0.01,10,-10,0,1,6.5,-6.2,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___12
185,185,-0.06,0.02,25,0,2.8,1,0.1,0.1,1,0.02,10,-10,0,1,5.93,-5.74,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,24_25___
186,186,-0.06,0.02,25,0,2.8,1,0.1,0.1,1,0.02,10,-10,0,1,6.06,-5.43,0.067,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#14
187,187,0,0.02,200,1,1,1,1,4,1,0.02,20,-20,0,1,6,-4.5,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
188,188,0.05,0.02,200,1,1,1,1,4,1,0.02,20,-20,0,1,5.4,-3.5,0.05,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,30,0,0,0,0,0,0,_____
189,189,0,0.02,40,1,0.1,0.1,1,6.56,5.71,0.01,10,-10,0,1,5.25,-4.74,0.064,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,1,0,0,0,0,0,0,__#3
190,190,0,0.02,40,1,0.1,0.1,1,6.56,5.5,0.01,10,-10,0,1,5.41,-4.72,0.064,0,0,9999.9,-9999.9,9999.9,-9999.9,1,1,1,0,0,0,0,0,0,____#4
191,191,0,0.02,45,1,0.1,0.1,1,6.71,5.625,0.02,10,-10,0,1,5.34,-4.5,0.065,0,0,99999,-99999,99999,-99999,2,2,31,0,0,0,0,0,0,bpavr1112
192,192,0,0.02,45,1,0.1,0.1,1,6.71,5.66,0.02,10,-10,0,1,5.18,-4.56,0.066,0,0,99999,-99999,99999,-99999,2,2,32,0,0,0,0,0,0,bpavr1112
193,193,0,0.02,45,1,0.1,0.1,1,6.71,5.52,0.02,10,-10,0,1,5.07,-3.99,0.065,0,0,99999,-99999,99999,-99999,2,2,33,0,0,0,0,0,0,bpavr1112
194,194,0,0.02,22,1,0.01,0.01,1,4,7.9,0.01,10,-10,0,1,6.86,-6.9,0.054,0,0,99999,-99999,99999,-99999,2,2,34,0,0,0,0,0,0,bpavr1112
195,195,0.04,0.02,18.7,0,3.07,1,0.01,0.01,0.6,0.01,10,-10,0,1,5.01,-2.37,0.029,0,0,99999,-99999,99999,-99999,2,2,35,0,0,0,0,0,0,bpavr1112
196,196,0.04,0.02,18.7,0,3.07,1,0.01,0.01,0.6,0.01,10,-10,0,1,5.01,-2.73,0.029,0,0,99999,-99999,99999,-99999,2,2,35,0,0,0,0,0,0,bpavr1112
197,197,0.04,0.02,18.7,0,3.07,1,0.01,0.01,0.6,0.01,10,-10,0,1,4.78,-2.8,0.029,0,0,99999,-99999,99999,-99999,2,2,35,0,0,0,0,0,0,bpavr1112
198,198,0.04,0.02,18.7,0,3.07,1,0.01,0.01,0.6,0.01,10,-10,0,1,4.81,-2.42,0.029,0,0,99999,-99999,99999,-99999,2,2,35,0,0,0,0,0,0,bpavr1112
199,199,0,0.02,22,1,0.01,0.01,1,4,7.86,0.01,10,-10,0,0.01,6.79,-6.9,0.054,0,0,99999,-99999,99999,-99999,2,2,36,0,0,0,0,0,0,DC-HYD_
200,200,0.03,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.12,-3.82,0.053,0,0,99999,-99999,99999,-99999,1,1,2,0,0,0,0,0,0,bpavr1112
201,201,0.03,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.15,-3.81,0.053,0,0,99999,-99999,99999,-99999,1,1,2,0,0,0,0,0,0,bpavr1112
202,202,0.03,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.13,-3.82,0.053,0,0,99999,-99999,99999,-99999,2,2,37,0,0,0,0,0,0,bpavr1112
203,203,0.03,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,5.11,-3.64,0.053,0,0,99999,-99999,99999,-99999,2,2,37,0,0,0,0,0,0,bpavr1112
204,204,0,0.02,30,1,1.35,10,2,2,5.54,0.01,10,-10,0,1,5.05,-2.47,0.034,0,0,99999,-99999,99999,-99999,2,2,38,0,0,0,0,0,0,bpavr1112  : BPA__________Xc ____0.04__0____2018/4/3
205,205,0,0.02,30,1,1.35,10,2,2,6.29,0.01,10,-10,0,1,5.22,-2.96,0.034,0,0,99999,-99999,99999,-99999,2,2,39,0,0,0,0,0,0,bpavr1112//  BPA__________Xc ____0.04__0____2018/4/3
206,206,0,0.02,30,1,1.35,10,2,2,5.56,0.01,10,-10,0,1,4.84,-1.95,0.034,0,0,99999,-99999,99999,-99999,2,2,40,0,0,0,0,0,0,bpavr1112_ ___ XC=-0.04__0
207,207,0,0.01,22,1,0.01,0.01,1,4,7,0.01,10,-10,0,1,6.26,-6.5,0.03,0,0,99999,-99999,99999,-99999,2,2,41,0,0,0,0,0,0,bpavr1112
208,208,0,0.01,22,1,0.01,0.01,1,4,7,0.01,10,-10,0,1,6.26,-6.5,0.03,0,0,99999,-99999,99999,-99999,2,2,42,0,0,0,0,0,0,bpavr1112
209,209,0,0.01,22,1,0.01,0.01,1,4,7,0.01,10,-10,0,1,6.26,-6.5,0.03,0,0,99999,-99999,99999,-99999,2,2,43,0,0,0,0,0,0,bpavr1112
210,210,0.05,0.02,22,1,0.01,0.01,1,4,7.9,0.01,10,-10,0,1,6.79,-7.06,0.054,0,0,99999,-99999,99999,-99999,2,2,44,0,0,0,0,0,0,bpavr1112
211,211,0.05,0.02,22,1,0.01,0.01,1,4,7.9,0.01,10,-10,0,1,6.86,-6.87,0.054,0,0,99999,-99999,99999,-99999,2,2,44,0,0,0,0,0,0,bpavr1112
212,212,0.05,0.02,22,1,0.01,0.01,1,4,7.76,0.01,10,-10,0,1,6.84,-6.75,0.054,0,0,99999,-99999,99999,-99999,2,2,44,0,0,0,0,0,0,bpavr1112
213,213,0.05,0.02,22,1,0.01,0.01,1,4,7.86,0.01,10,-10,0,1,6.79,-6.89,0.054,0,0,99999,-99999,99999,-99999,2,2,44,0,0,0,0,0,0,bpavr1112
214,214,0,0.02,22,1,0.01,0.01,1,4,7.9,0.01,10,-10,0,1,6.79,-7.1,0.054,0,0,99999,-99999,99999,-99999,2,2,45,0,0,0,0,0,0,bpavr1112
215,215,-0.05,0.01,22,1,0.1,0.1,1,4,7.5,0.01,20,-20,0,1,4.72,-3.61,0.04,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,
216,216,0.05,0.02,48,1,0.01,0.01,1,7.16,6.3,0.01,10,-10,0,1,5.72,-4.75,0.071,0,0,99999,-99999,99999,-99999,2,2,46,0,0,0,0,0,0,bpavr1112
217,217,0.05,0.02,48,1,0.01,0.01,1,7.16,6.36,0.01,10,-10,0,1,5.79,-4.76,0.071,0,0,99999,-99999,99999,-99999,2,2,46,0,0,0,0,0,0,bpavr1112
218,218,0.05,0.02,48,1,0.01,0.01,1,7.16,6.32,0.01,10,-10,0,1,5.74,-4.67,0.071,0,0,99999,-99999,99999,-99999,2,2,46,0,0,0,0,0,0,bpavr1112
219,219,0.05,0.02,48,1,0.01,0.01,1,7.16,6.36,0.01,10,-10,0,1,5.77,-4.99,0.071,0,0,99999,-99999,99999,-99999,2,2,46,0,0,0,0,0,0,bpavr1112
220,220,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.01,10,-10,0,1,5.21,-3.58,0.0496,0,0,99999,-99999,99999,-99999,1,1,3,0,1,0,0,1,0,bpavr1112
221,221,-0.02,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.99,-3.43,0.0496,0,0,99999,-99999,99999,-99999,1,1,4,0,0,0,0,0,0,bpavr1112
222,222,-0.02,0.02,20,0,2.5,1,0.1,0.1,1,0.01,10,-10,0,1,5.36,-3.56,0.0497,0,0,99999,-99999,99999,-99999,1,1,5,0,0,0,0,0,0,bpavr1112
223,223,-0.02,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.51,-2.98,0.047,0,0,99999,-99999,99999,-99999,1,1,6,0,0,0,0,0,0,bpavr1112
224,224,-0.02,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.83,-3.07,0.047,0,0,99999,-99999,99999,-99999,1,1,7,0,0,0,0,0,0,bpavr1112
225,225,-0.02,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.89,-3.06,0.047,0,0,99999,-99999,99999,-99999,1,1,8,0,0,0,0,0,0,bpavr1112
226,226,0.05,0.02,22,1,1,4,0.1,0.1,6.22,0.01,10,-10,0,1,5.42,-4.24,0.0311,0,0,99999,-99999,99999,-99999,2,2,47,0,0,0,0,0,0,bpavr1112
227,227,0.05,0.02,22,1,1,4,0.1,0.1,6.25,0.01,10,-10,0,1,5.46,-4.18,0.0311,0,0,99999,-99999,99999,-99999,2,2,47,0,0,0,0,0,0,bpavr1112
228,228,0.05,0.02,22,1,1,4,0.1,0.1,5.97,0.01,10,-10,0,1,5.24,-4.05,0.0311,0,0,99999,-99999,99999,-99999,2,2,47,0,0,0,0,0,0,bpavr1112
229,229,0.05,0.02,22,1,1,4,0.1,0.1,5.83,0.01,10,-10,0,1,5.13,-3.88,0.0311,0,0,99999,-99999,99999,-99999,2,2,47,0,0,0,0,0,0,bpavr1112
230,230,0,0.01,1,1,0.01,0.01,1,4,7,0.01,10,-10,0,1,6.64,-6.9,0.03,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
231,231,0.04,0.01,22,1,0.01,0.01,1,4,7.2,0.01,10,-10,0,1,6.54,-6.67,0.029,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
232,232,0.04,0.01,22,1,0.01,0.01,1,4,7,0.01,10,-10,0,1,6.26,-6.52,0.029,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
233,233,0.04,0.01,22,1,0.01,0.01,1,4,7.44,0.01,10,-10,0,1,6.64,-6.9,0.029,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
234,234,0.05,0.01,20,1,0.01,0.01,1,4,7.65,0.01,10,-10,0,1,7.34,-6.2,0.029,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
235,235,0.05,0.01,20,1,0.01,0.01,1,4,7.35,0.01,10,-10,0,1,7.16,-5.85,0.029,0,0,99999,-99999,99999,-99999,0,0,0,0,0,0,0,0,0,bpavr1112
236,236,-0.04,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.9,-3.27,0.051,0,0,99999,-99999,99999,-99999,1,1,9,0,0,0,0,0,0,bpavr1112
237,237,-0.04,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.95,-3.37,0.051,0,0,99999,-99999,99999,-99999,1,1,9,0,0,0,0,0,0,bpavr1112
238,238,-0.04,0.01,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.79,-3.4,0.0503,0,0,99999,-99999,99999,-99999,1,1,9,0,0,0,0,0,0,bpavr1112
239,239,-0.04,0.02,20,0,3,1,0.1,0.1,1,0.01,10,-10,0,1,4.59,-2.97,0.051,0,0,99999,-99999,99999,-99999,1,1,10,0,0,0,0,0,0,bpavr1112
240,240,0.04,0.01,35,1,0.1,0.1,0.1,0.1,1,0.01,10,-10,0,1,4.68,-3.83,0.044,0,0,99999,-99999,99999,-99999,2,2,48,0,0,0,0,0,0,bpavr1112
241,241,0.04,0.01,35,1,0.1,0.1,0.1,0.1,1,0.01,10,-10,0,1,4.73,-3.82,0.044,0,0,99999,-99999,99999,-99999,2,2,48,0,0,0,0,0,0,bpavr1112
242,242,-0.08,0.02,30,0,2,1,0.02,0.02,1,0.02,20,-20,0,1,4.6,-3.5,0.046,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,49,0,0,0,0,0,0,__1-#4
243,243,-0.04,0.02,15,0,2,1,0.02,0.04,1,0.02,20,-20,0,1,3.9,-3,0.047,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,50,0,0,0,0,0,0,__#5
244,244,-0.03,0.02,9.51,0,3.57,1,0.1,0.1,1,0.02,10,-10,0,1,6.25,-3.06,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#1
245,245,-0.03,0.02,9.51,0,3.57,1,0.1,0.1,1,0.02,10,-10,0,1,5.49,-2.85,0.061,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#2
246,246,-0.05,0.02,22,1,0.1,0.1,1,4,5.57,0.01,10,-10,0,1,5.18,-4.6,0.064,0,0,99999,-99999,99999,-99999,1,1,1,0,0,0,0,0,0,__#1
247,247,-0.05,0.02,22,1,0.1,0.1,1,4,5.61,0.01,10,-10,0,1,5.21,-4.42,0.064,0,0,99999,-99999,99999,-99999,1,1,1,0,0,0,0,0,0,__#2
248,248,0.05,0.02,16,0,2.5,1,0.02,0.05,1,0.02,20,-20,0,1,5.2,-3.9,0.045,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
249,249,0,0.02,5,0,7.9,1,0.1,0.3,1,0.02,20,-20,0,1,5.6,-5.8,0.063,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,51,0,0,0,0,0,0,_____
250,250,-0.06,0.02,200,1,1,1,1,5.67,1,0.02,20,-20,0,1,5.2,-4.2,0.06,0,0,9999.9,-9999.9,9999.9,-9999.9,2,2,52,0,0,0,0,0,0,_____
251,251,0,0.02,5,0,10,1,0.02,0.02,1,0.02,20,-20,0,1,5.4,-3.9,0.04,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,_____
252,252,-0.02,0.02,45,0,7.5,7.5,0.1,0.1,1,0.01,7.42,-5.7,0,1,6.15,-4.79,0.075,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___11F
253,253,-0.03,0.02,45,0,7.5,7.5,0.1,0.1,1,0.01,7.42,-5.7,0,1,5.73,-4.3,0.073,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___12F
254,254,0,0.02,45,0,7.5,7.5,0.1,0.1,1,0.01,7.42,-5.7,0,1,5.64,-4.2,0.073,0,0,9999.9,-9999.9,9999.9,-9999.9,0,0,0,0,0,0,0,0,0,___#13
