ID,Par_No,T1,TR1,DB1P,DB1N,MAX1,MIN1,Rti1,Rtd1,mode,T2,TR2,EP,DB2,MAX2,MIN2,Rti2,Rtd2,Kp1,Ki1,Kd1,Td1,Intmax1,Intmin1,Pidmax1,Pidmin1,NMC,NPA,T3,TR3,BP,DB3,MAX3,MIN3,Kp2,Ki2,Kd2,Td2,INTMAX2,INTMIN2,PIDMAX2,PIDMIN2,KW,wcp,wcn,Dbip,Dbin,Tdy1,Tdy2,Maxi,Mini,Kpi,Kii,Kdi,bpi,Kp,Kd,Ki,Intmax,Intmin,Pidmax,Pidmin,Tc,Topen,Tf,Tdy,VELC,VELO,PMAX,PMIN,Y1,Q1,Y2,Q2,Y3,Q3,A,B,Tw,Rti0,Rtd0,Dp1,Dp2,Tqm,Kp3,Ki3,Kd3,Td3,DBhp,T4,Note
1,1,0.010000,0.020000,0.000800,-0.000800,0.002400,-0.002400,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.001000,0.001000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.625000,0.000000,0.300000,1.000000,-1.000000,1.100000,-1.100000,1.500000,0.010000,-0.010000,0.000000,0.000000,0.500000,999.000000,1.100000,-1.100000,5.100000,0.330000,1.500000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.330000,8.330000,0.010000,0.200000,-0.400000,0.400000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,
2,2,0.020000,0.020000,0.000800,-0.000800,999.999023,-999.999023,999.989990,-99.999001,2,0.800000,0.300000,0.040000,0.000000,999.000000,-999.000000,9999.900000,-9999.900000,0.200000,0.120000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,7.000000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.350000,999.989990,-99.900002,0.000000,0.000000,9999.900000,99.990000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,11.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,4.620000,3.820000,0.020000,0.010000,-1.000000,0.380000,1.000000,-0.003000,0.500000,0.500000,0.800000,0.800000,1.100000,1.100000,0.600000,0.500000,0.500000,999.989990,-99.989998,0.060000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.200000,____1_
3,3,0.010000,0.020000,0.000800,-0.000800,9999.900000,-9999.900000,9999.900000,-9999.900000,2,0.800000,0.300000,0.040000,0.000000,999.000000,-999.000000,9999.900000,-9999.900000,0.200000,0.120000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,1,0.010000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,7.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.350000,999.900024,-999.900024,0.000000,0.000000,9999.900000,9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,24.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,5.710000,5.710000,0.020000,0.010000,-1.000000,0.430000,1.000000,-1.000000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.800000,0.500000,9999.900000,-9999.900000,0.060000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,____2_
4,4,0.010000,0.020000,0.002000,-0.002000,1.100000,-1.100000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,3.000000,1.000000,1.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.520000,0.010000,-0.010000,0.004000,-0.004000,0.550000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,1.000000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,9.600000,14.500000,0.020000,0.500000,-1.000000,1.000000,1.010000,-0.300000,0.100000,0.100000,0.500000,0.500000,1.010000,1.010000,1.000000,0.500000,3.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
5,5,0.010000,0.020000,0.002000,-0.002000,1.100000,-1.100000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,3.000000,1.000000,1.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.520000,0.010000,-0.010000,0.004000,-0.004000,0.550000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,1.000000,0.010000,50.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,9.600000,14.500000,0.020000,0.500000,-1.000000,1.000000,1.010000,-0.300000,0.100000,0.100000,0.500000,0.500000,1.010000,1.010000,1.000000,0.500000,3.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
6,6,0.020000,0.020000,0.002000,-0.002000,1.100000,-1.100000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,3.000000,1.000000,1.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.520000,0.010000,-0.010000,0.004000,-0.004000,0.550000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,1.000000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,9.350000,15.000000,0.010000,0.500000,-1.000000,1.000000,1.010000,-0.300000,0.100000,0.100000,0.500000,0.500000,1.010000,1.010000,1.000000,0.500000,3.180000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
7,7,0.020000,0.020000,0.002000,-0.002000,1.100000,-1.100000,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.000000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,3.000000,1.000000,1.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.520000,0.010000,-0.010000,0.004000,-0.004000,0.550000,9999.000000,9999.000000,-9999.000000,3.000000,0.200000,1.000000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,9.350000,15.000000,0.010000,0.020000,-1.000000,1.000000,1.100000,0.000000,0.100000,0.100000,0.500000,0.500000,1.010000,1.010000,1.000000,0.500000,3.180000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,_
8,8,0.010000,0.020000,0.000800,-0.000800,9999.900000,-9999.900000,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.500000,0.020000,0.040000,0.000000,9999.000000,-0.060000,10.000000,12.500000,0.000000,0.050000,1.000000,-1.000000,1.000000,-1.000000,1.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,1.000000,90.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,11.315000,9.590000,0.020000,0.400000,-1.000000,1.000000,1.100000,0.000000,0.460000,0.600000,0.580000,0.800000,0.795000,1.100000,1.000000,0.750000,0.200000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,9,0.010000,0.020000,0.000800,-0.000800,0.003600,-0.003600,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.190000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.900000,-9999.900000,2.200000,0.150000,0.500000,0.010000,19.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,9.480000,15.000000,0.020000,0.150000,-1.000000,0.530000,1.100000,-0.050000,0.100000,0.100000,0.528500,0.500000,1.000000,1.100000,1.000000,0.500000,1.750000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
10,10,0.010000,0.020000,0.000800,-0.000800,0.003600,-0.003600,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.190000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.900000,-9999.900000,2.200000,0.150000,0.500000,0.010000,26.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,8.750000,23.100000,0.020000,0.100000,-0.550000,1.000000,1.100000,-0.050000,0.100000,0.100000,0.577600,0.500000,1.000000,1.100000,1.000000,0.500000,1.500000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
11,11,0.010000,0.020000,0.000800,-0.000800,0.003600,-0.003600,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.200000,0.000000,0.040000,0.000000,9999.000000,-9999.000000,4.000000,1.000000,0.000000,0.020000,1.100000,-1.100000,1.100000,-1.100000,1.450000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,2.300000,0.120000,1.000000,0.010000,39.400000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,17.500000,30.870000,0.000000,0.200000,-1.000000,0.710000,1.100000,-1.100000,0.300000,0.300000,0.700000,0.700000,1.100000,1.100000,0.900000,1.200000,1.200000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
12,12,0.010000,0.020000,0.000800,-0.000800,0.003600,-0.003600,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.200000,0.000000,0.040000,0.000000,9999.000000,-9999.000000,4.000000,1.000000,0.000000,0.020000,1.100000,-1.100000,1.100000,-1.100000,1.600000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,2.300000,0.120000,1.000000,0.010000,16.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,16.650000,24.000000,0.000000,0.200000,-0.950000,0.900000,1.100000,-1.100000,0.300000,0.300000,0.700000,0.700000,1.100000,1.100000,1.200000,0.500000,0.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
13,13,0.010000,0.020000,0.000800,-0.000800,0.002400,-0.002400,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.200000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,8.000000,8.000000,0.000000,0.190000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.200000,0.000000,9999.900000,-9999.900000,2.500000,0.100000,0.000000,0.040000,20.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,8.940000,13.720000,0.020000,0.200000,-1.000000,1.000000,1.100000,-0.050000,0.100000,0.100000,0.572660,0.500000,1.000000,1.100000,1.000000,0.500000,0.900000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,____6-2017
14,14,0.000000,0.020000,0.000880,-0.000880,999.990000,-999.990000,0.004800,-0.070000,1,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,2,0.200000,0.020000,0.040000,0.001000,9999.900000,-9999.900000,8.000000,8.000000,0.000000,1.000000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.000000,-9999.000000,0.001000,-0.001000,9999.000000,9999.000000,9999.900000,-9999.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1.280000,0.880000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.000000,1.100000,1.000000,0.500000,0.010000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.000000,0.000000,___1-2017
15,15,0.000000,0.020000,0.000880,-0.000880,999.990000,-999.990000,0.006500,-0.011000,1,0.000000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.100000,0.140000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,2,0.200000,0.020000,0.040000,0.001000,9999.900000,-9999.900000,8.000000,8.000000,0.000000,1.000000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.000000,-9999.000000,0.001000,-0.001000,9999.000000,9999.000000,9999.900000,-9999.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1.280000,0.880000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.050000,0.100000,0.100000,0.500000,0.456000,1.000000,1.100000,1.000000,0.500000,0.010000,9999.900000,-9999.900000,0.040000,0.010000,0.000000,0.200000,0.150000,0.000000,0.100000,0.000000,0.000000,___2-2017
16,16,0.000000,0.020000,0.001000,-0.001000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,2,0.000000,0.020000,0.040000,0.000000,1.100000,-1.100000,5.000000,1.000000,0.000000,0.130000,1.100000,-1.100000,1.100000,-1.100000,1.460000,0.010000,-0.010000,0.004000,-0.004000,0.100000,999.000000,9999.000000,-9999.000000,3.000000,0.200000,3.000000,0.010000,10.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,14.370000,14.370000,0.080000,0.000000,-1.000000,0.420000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.100000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
17,17,0.020000,0.020000,0.000920,-0.000880,0.001800,-0.001800,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.200000,0.000000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,8.000000,0.000000,0.200000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.999999,-9999.999999,9999.999999,-9999.999999,9999.999999,9999.999999,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,12.670000,12.670000,0.020000,0.300000,-0.650000,0.710000,1.100000,-1.100000,0.200000,0.200000,0.487252,0.800000,1.000000,1.100000,1.000000,0.600000,1.200000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2018_7_11_______2018_2_
18,18,0.000000,0.000000,0.000920,-0.000880,0.001800,-0.001800,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.200000,0.000000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,8.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,1.800000,9999.900000,-9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,1.000000,35.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,5.300000,18.500000,0.000000,0.200000,-0.220000,1.000000,1.100000,-1.100000,0.200000,0.200000,0.700000,0.780000,1.000000,1.100000,1.000000,0.600000,1.500000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2018_7_11_______2018_1_
19,19,0.020000,0.020000,0.000800,-0.000800,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,0.900000,0.010000,-0.010000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,10.940000,10.940000,0.020000,0.350000,-1.000000,0.430000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.100000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,______
20,20,0.020000,0.020000,0.000800,-0.000800,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,0.900000,0.010000,-0.010000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,7.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,2.630000,2.350000,0.020000,0.250000,-0.227000,0.093000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.200000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
21,21,0.020000,0.020000,0.000800,-0.000800,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,0.900000,0.010000,-0.010000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,26.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,11.510000,11.510000,0.020000,0.300000,-0.500000,0.480000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.200000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
22,22,0.020000,0.020000,0.000800,-0.000800,0.003000,-0.003000,9999.900000,-9999.900000,1,0.900000,0.500000,0.030000,0.000000,9999.900000,-9999.900000,0.060000,-0.060000,0.200000,0.110000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,2,0.080000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,9.000000,7.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.080000,0.010000,-0.010000,0.000000,0.000000,0.600000,9999.000000,9999.000000,-9999.000000,2.000000,0.200000,0.200000,0.040000,30.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.000000,24.500000,0.020000,0.350000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.360000,0.500000,0.600000,0.917000,1.100000,1.000000,0.500000,1.000000,9999.900000,-9999.900000,999.000000,999.000000,0.000000,0.200000,0.110000,0.000000,0.100000,0.000000,0.000000,___7_
23,23,0.020000,0.020000,0.000800,-0.000800,0.003000,-0.003000,9999.900000,-9999.900000,1,0.500000,0.500000,0.030000,0.000000,9999.900000,-9999.900000,0.200000,-0.200000,0.240000,0.150000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.080000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,9.000000,7.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.006000,-0.006000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,13.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.000000,13.000000,0.020000,0.400000,-1.000000,0.500000,1.100000,-0.030000,0.143000,0.100000,0.486000,0.500000,1.000000,1.100000,1.000000,0.500000,1.200000,9999.900000,-9999.900000,9999.000000,9999.000000,0.000000,0.240000,0.150000,0.000000,0.100000,0.000000,0.000000,___8_2017_7_________
24,24,0.020000,0.020000,0.000800,-0.000800,0.003000,-0.003000,9999.900000,-9999.900000,1,0.500000,0.300000,0.030000,0.000000,9999.900000,-9999.900000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.080000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,9.000000,7.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.080000,0.006000,-0.006000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,34.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,9.260000,20.520000,0.020000,0.400000,-1.032000,0.705000,1.100000,-0.030000,0.431200,0.300000,0.762600,0.800000,1.000000,1.100000,0.650000,0.500000,1.300000,9999.900000,-9999.900000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.100000,0.000000,0.000000,___9__2017_7_________
25,25,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,28.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.100000,8.100000,0.020000,0.400000,-1.000000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
26,26,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,30.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,7.920000,8.120000,0.020000,0.400000,-1.000000,1.000000,1.100000,-0.030000,0.100000,0.125000,0.500000,0.625000,0.880000,1.100000,1.000000,0.500000,2.200000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
27,27,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,5.500000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,3.400000,8.100000,0.020000,0.800000,-0.420000,1.000000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.400000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
28,28,0.020000,0.020000,0.002000,-0.002000,0.005200,-0.005200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.550000,0.010000,-0.010000,0.004000,-0.004000,0.500000,999.000000,9999.000000,-9999.000000,3.500000,0.150000,0.500000,0.010000,2.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,2.600000,2.240000,0.020000,0.250000,-0.330000,0.232000,1.100000,-0.030000,0.100000,0.315000,0.700000,0.735000,1.048000,1.100000,1.000000,0.500000,2.600000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
