ID,Par_No,xc_modul,tr_measure,k_dcplus,kv_integ,t1_series,t2_series,t3_series,t4_series,ka_amplify,ta_amplify,vamax,vamin,kf_paral,tf_paral,vrmax,vrmin,kc_load,Vs_POS,R_MODEL,vmax1,vmin1,vmax2,vmin2,lelocation,lemodel,leparno,oelocation,oemodel,oeparno,oilocation,oimodel,oiparno,Note
1184,1184,0.000000,0.020000,1.000000,1.000000,1.000000,12.000000,0.100000,0.020000,500.000000,0.010000,8.520000,-8.520000,0.000000,1.000000,7.950000,-7.130000,0.092000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____02
1185,1185,0.050000,0.020000,22.000000,1.000000,0.010000,0.010000,1.000000,4.000000,5.000000,0.010000,10.000000,-10.000000,0.000000,0.010000,4.250000,-3.440000,0.041276,0,0,495.700012,-401.600006,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
1186,1186,0.050000,0.020000,22.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.536000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.650000,-3.960000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#2
1187,1187,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.210000,0.010000,10.000000,-10.000000,0.000000,1.000000,3.990000,-2.960000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#3
1188,1188,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,5.195000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.582000,-4.486000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#4
1189,1189,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.836000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.150000,-3.950000,0.040200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#5
1190,1190,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.533000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.300000,-3.245000,0.041300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#6
1191,1191,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.517000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.360000,-4.130000,0.041000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#7
1192,1192,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.614000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.450000,-4.390000,0.040500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#8
1193,1193,0.050000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,4.290000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.160000,-3.950000,0.040900,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#9
1194,1194,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,1.000000,1.000000,6.070000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.870000,-2.680000,0.049000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12___#1
1195,1195,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.510000,-4.320000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
1196,1196,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.500000,-4.310000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#2
1197,1197,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.550000,-4.170000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#3
1198,1198,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,8.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.280000,-4.250000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#4
1199,1199,0.000000,0.020000,300.000000,1.000000,1.000000,6.670000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.470000,-4.510000,0.061000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___01
1200,1200,0.000000,0.020000,300.000000,1.000000,1.000000,6.670000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,4.450000,-4.430000,0.061000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02
1201,1201,0.000000,0.020000,20.000000,0.000000,2.980000,1.000000,0.020000,0.001000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.070000,-3.490000,0.068000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#1
1202,1202,0.000000,0.020000,22.000000,0.000000,3.000000,1.000000,0.010000,0.010000,1.000000,0.020000,10.000000,-10.000000,0.000000,1.000000,5.320000,-4.670000,0.067468,0,0,1000000.000000,-1000000.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000
1203,1203,0.000000,0.020000,20.000000,0.000000,2.980000,1.000000,0.020000,0.001000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.080000,-3.640000,0.068000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___#5
1204,1204,0.000000,0.040000,40.000000,0.000000,5.000000,5.000000,0.010000,0.020000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.260000,-6.870000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#2
1205,1205,0.000000,0.020000,500.000000,1.000000,1.000000,10.000000,0.025000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.500000,-2.970000,0.088000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___B03
1206,1206,0.000000,0.020000,500.000000,1.000000,1.000000,10.000000,0.025000,0.025000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.180000,-2.350000,0.098000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___B04
1207,1207,0.000000,0.025000,486.600006,1.000000,3.000000,30.000000,0.060000,0.030000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.800000,-6.240000,0.073500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
1208,1208,0.000000,0.020000,0.800000,0.000000,12.500000,1.000000,0.080000,0.040000,7.900000,0.010000,5.000000,-5.000000,0.000000,1.000000,7.730000,-6.300000,0.076000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02
1209,1209,0.000000,0.020000,500.000000,1.000000,1.000000,10.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.180000,-8.230000,0.262500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___03
1210,1210,0.000000,0.020000,500.000000,1.000000,1.000000,10.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.400000,-3.030000,0.087500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#4
1211,1211,0.000000,0.020000,22.000000,1.000000,1.000000,4.000000,1.000000,1.000000,5.900000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.700000,-2.720000,0.049000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12___#2
1212,1212,0.000000,0.020000,1.000000,1.000000,0.020000,0.010000,1.490000,10.640000,500.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.310000,-2.700000,0.075000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___03
1213,1213,-0.050000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,17.400000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.227000,-6.040000,0.081250,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02
1214,1214,-0.050000,0.020000,30.000000,1.000000,3.000000,30.000000,0.060000,0.030000,17.800000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.326000,-6.220000,0.081250,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___02
1215,1215,-0.040000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.120000,-6.620000,0.085000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#1
1216,1216,-0.040000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.100000,-6.720000,0.085000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1217,1217,-0.050000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.390000,-6.430000,0.087000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1218,1218,-0.050000,0.020000,400.000000,1.000000,0.100000,0.100000,1.000000,8.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.880000,-3.720000,0.087000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1219,1219,0.000000,0.010000,200.000000,1.000000,0.010000,0.010000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.760000,-6.830000,0.054000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1220,1220,0.000000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.790000,-6.850000,0.054000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1221,1221,-0.030000,0.020000,350.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.130000,-6.430000,0.091000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1222,1222,-0.030000,0.020000,350.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.720000,-6.580000,0.091000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1223,1223,0.000000,0.010000,15.000000,0.000000,1.800000,0.500000,0.040000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.010000,-5.800000,0.063000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1224,1224,0.000000,0.020000,1.000000,0.000000,5.000000,5.000000,0.010000,0.010000,50.000000,0.020000,10.000000,-10.000000,0.000000,0.010000,7.920000,-6.200000,0.064000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1225,1225,-0.030000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.220000,-6.100000,0.095000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,15,0,0,0,0,0,0,_24_____
1226,1226,-0.030000,0.010000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.360000,-4.950000,0.095200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,16,0,0,0,0,0,0,_24_____
1227,1227,-0.050000,0.020000,500.000000,1.000000,0.100000,0.100000,0.890000,8.900000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.850000,-3.380000,0.078000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1228,1228,-0.050000,0.020000,500.000000,1.000000,0.100000,0.100000,0.890000,8.900000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.180000,-3.020000,0.074000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1229,1229,-0.030000,0.020000,500.000000,1.000000,1.000000,10.000000,0.030000,0.020000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.620000,-7.730000,0.107000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1230,1230,-0.030000,0.020000,500.000000,1.000000,1.000000,10.000000,0.030000,0.020000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.460000,-7.650000,0.107000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1231,1231,0.000000,0.020000,240.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.200000,0.020000,10.000000,-10.000000,0.000000,1.000000,7.400000,-6.240000,0.058000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1232,1232,0.000000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.550000,-6.200000,0.058000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1233,1233,0.000000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.680000,-4.530000,0.059000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1234,1234,0.000000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.750000,-4.560000,0.059000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1235,1235,0.000000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.580000,-4.500000,0.059000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1236,1236,-0.050000,0.020000,4.250000,0.000000,1.000000,0.670000,1.000000,1.000000,8.840000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.650000,-7.700000,0.081000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1237,1237,-0.050000,0.020000,4.250000,0.000000,1.000000,0.670000,1.000000,1.000000,8.850000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.400000,-7.450000,0.081000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1238,1238,-0.080000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.010000,-6.480000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1239,1239,-0.080000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.360000,-6.880000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1240,1240,0.000000,0.020000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.670000,-3.600000,0.071000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1241,1241,-0.030000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,6.040000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.730000,-4.500000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,_30_____
1242,1242,-0.050000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,5.960000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.640000,-4.480000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1243,1243,-0.050000,0.020000,22.000000,1.000000,1.000000,4.000000,0.100000,0.100000,6.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.660000,-4.520000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,_30_____
1244,1244,-0.050000,0.011000,3.980000,0.000000,1.000000,1.000000,1.000000,1.000000,10.620000,0.010000,10.000000,-10.000000,0.000000,1.000000,10.400000,-8.500000,0.089000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1245,1245,-0.050000,0.011000,3.980000,0.000000,1.000000,1.000000,1.000000,1.000000,10.620000,0.010000,10.000000,-10.000000,0.000000,1.000000,10.480000,-8.520000,0.093000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1246,1246,0.000000,0.010000,18.000000,0.000000,4.000000,1.000000,0.090000,0.040000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.590000,-5.600000,0.096000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1247,1247,0.000000,0.010000,1.000000,0.000000,3.000000,1.000000,0.050000,0.030000,18.000000,0.010000,20.000000,-20.000000,0.000000,1.000000,6.850000,-6.000000,0.094000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1248,1248,0.000000,0.020000,500.000000,1.000000,1.000000,8.330000,0.025000,0.025000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.110000,-7.660000,0.103000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1249,1249,-0.030000,0.020000,500.000000,1.000000,1.000000,8.330000,0.025000,0.025000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.170000,-7.640000,0.103000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1250,1250,0.000000,0.020000,40.000000,1.000000,1.000000,4.000000,0.100000,0.100000,9.490000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.390000,-7.680000,0.061000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1251,1251,0.000000,0.020000,22.000000,1.000000,0.100000,0.100000,1.000000,4.000000,8.310000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.030000,-5.600000,0.060000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1252,1252,-0.020000,0.010000,200.000000,1.000000,0.010000,0.010000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.700000,-5.610000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1253,1253,-0.020000,0.010000,200.000000,1.000000,0.100000,0.100000,1.000000,4.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.650000,-5.460000,0.070000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1254,1254,-0.030000,0.020000,2.000000,0.000000,4.000000,4.000000,0.100000,0.100000,24.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.320000,-6.780000,0.051000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1255,1255,-0.030000,0.020000,2.000000,0.000000,4.000000,4.000000,0.100000,0.100000,24.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.400000,-7.660000,0.051000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1256,1256,-0.050000,0.020000,500.000000,1.000000,1.000000,1.000000,2.000000,14.286000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.280000,-7.460000,0.104000,0,0,9999.900000,-9999.900000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,2019-08-02 __-_______________
1257,1257,0.000000,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.030000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.000000,-4.180000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1258,1258,0.000000,0.020000,400.000000,1.000000,1.000000,8.000000,1.000000,1.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.140000,-6.400000,0.083000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1259,1259,-0.010000,0.020000,20.000000,0.000000,3.000000,1.000000,0.100000,0.100000,1.000000,0.020000,10.000000,-10.000000,0.000000,1.000000,9.330000,-9.180000,0.108000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1260,1260,0.030000,0.020000,500.000000,1.000000,2.400000,30.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.790000,-6.180000,0.077000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1261,1261,0.030000,0.020000,500.000000,1.000000,2.400000,30.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.790000,-6.180000,0.077000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1262,1262,-0.030000,0.020000,500.000000,1.000000,0.100000,0.100000,1.000000,10.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.390000,-7.000000,0.075000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1263,1263,-0.030000,0.020000,500.000000,1.000000,0.100000,0.100000,1.000000,10.000000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.450000,-6.900000,0.075000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,
1264,1264,-0.013600,0.020000,400.000000,1.000000,1.000000,8.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-8.500000,0.000000,1.000000,8.140000,-7.480000,0.100500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#2
1265,1265,-0.017000,0.020000,4.240000,0.000000,12.460000,1.000000,0.080000,0.040000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,5.320000,-6.880000,0.079200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____1
1266,1266,-0.017000,0.020000,500.000000,1.000000,1.000000,10.000000,0.100000,0.100000,1.000000,0.010000,9.020000,-7.670000,0.000000,1.000000,7.740000,-7.460000,0.079200,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#2
1267,1267,-0.008200,0.020000,500.000000,1.000000,1.650000,13.750000,0.100000,0.100000,1.000000,0.010000,10.100000,-8.590000,0.000000,1.000000,10.050000,-4.440000,0.097220,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#3
1268,1268,-0.006800,0.020000,500.000000,1.000000,1.650000,13.750000,0.100000,0.100000,1.000000,0.010000,10.100000,-8.590000,0.000000,1.000000,9.240000,-4.740000,0.096700,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#4
1269,1269,0.000000,0.020000,20.000000,0.000000,3.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.910000,-7.910000,0.101000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___1
1270,1270,-0.005100,0.020000,20.000000,0.000000,3.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,9.050000,-7.870000,0.101000,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___2
1271,1271,-0.003700,0.020000,41.000000,0.000000,1.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.920000,-6.410000,0.096100,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#1
1272,1272,-0.003700,0.020000,41.000000,0.000000,1.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.860000,-6.340000,0.096100,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#2
1273,1273,-0.012100,0.020000,8.600000,0.000000,6.600000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.350000,-5.880000,0.068600,1,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____1G
1274,1274,0.000000,0.020000,8.600000,0.000000,6.600000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,6.070000,-5.500000,0.068400,1,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___2
1275,1275,-0.008000,0.020000,45.000000,0.000000,4.000000,4.000000,0.100000,0.100000,1.000000,0.010000,7.420000,-6.180000,0.000000,1.000000,7.080000,-6.180000,0.083300,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,__#1
1276,1276,-0.013300,0.020000,45.000000,0.000000,4.000000,4.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.440000,-6.410000,0.083300,1,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,___2G
1277,1277,-0.003700,0.020000,42.000000,0.000000,1.000000,1.000000,0.100000,0.100000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,8.139000,-6.556000,0.093500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,____#1
1278,1278,-0.003700,0.020000,40.000000,0.000000,1.000000,1.000000,0.010000,0.010000,1.000000,0.010000,10.000000,-10.000000,0.000000,1.000000,7.740000,-6.230000,0.093500,0,0,9999.900000,-9999.900000,9999.900000,-9999.900000,0,0,0,0,0,0,0,0,0,12__#�
