component_id,component_name,volt,sub_name,nd,island,sub_id
序号,发电机名,,,物理节点,电气岛号,厂站索引
247,四川.舟坝厂/13.8kV.1#机组,13,四川.舟坝厂,7826,0,467
248,四川.方山厂/22kV.61#机组,22,四川.方山厂,19814,0,471
249,四川.方山厂/22kV.62#机组,22,四川.方山厂,19818,-1,471
250,四川.桃坪厂/13.8kV.1#机组,13,四川.桃坪厂,7925,0,408
251,四川.桃坪厂/13.8kV.2#机组,13,四川.桃坪厂,7927,0,408
252,四川.铜街子厂/13.8kV.11#机组,13,四川.铜街子厂,19470,0,448
253,四川.铜街子厂/13.8kV.12#机组,13,四川.铜街子厂,19472,0,448
254,四川.铜街子厂/13.8kV.13#机组,13,四川.铜街子厂,19474,0,448
255,四川.铜街子厂/13.8kV.14#机组,13,四川.铜街子厂,19476,0,448
256,四川.宜宾二厂/13.8kV.12#机组,13,四川.宜宾二厂,19774,-1,457
257,四川.黄桷庄厂/15.75kV.22#机组,15,四川.黄桷庄厂,26791,-1,323
258,四川.棕坪溪/10.5kV.4#机组,10,四川.棕坪溪,37751,-1,310
259,四川.桃坪厂/13.8kV.3#机组,13,四川.桃坪厂,7929,0,408
260,四川.湾坝厂/6.3kV.1#机组,6,四川.湾坝厂,19934,-1,477
261,四川.铜头厂/10.5kV.1#机组,10,四川.铜头厂,7932,0,481
262,四川.铜头厂/10.5kV.2#机组,10,四川.铜头厂,7933,0,481
263,四川.铜头厂/10.5kV.3#机组,10,四川.铜头厂,7938,0,481
264,四川.铜头厂/10.5kV.4#机组,10,四川.铜头厂,7943,0,481
265,四川.红叶厂/6.3kV.1#机组,6,四川.红叶厂,7959,-1,480
266,四川.红叶厂/6.3kV.2#机组,6,四川.红叶厂,7960,-1,480
267,四川.金龙潭厂/10.5kV.1#机组,10,四川.金龙潭厂,19985,0,484
268,四川.金龙潭厂/10.5kV.2#机组,10,四川.金龙潭厂,19989,0,484
269,四川.金龙潭厂/10.5kV.3#机组,10,四川.金龙潭厂,19991,0,484
270,四川.云潭厂/20kV.31#机组,20,四川.云潭厂,19793,0,487
271,四川.金银台厂/10.5kV.1#机组,10,四川.金银台厂,8002,0,490
272,四川.金银台厂/10.5kV.2#机组,10,四川.金银台厂,8004,0,490
273,四川.金银台厂/10.5kV.3#机组,10,四川.金银台厂,8006,0,490
274,四川.刘河坝厂/6.3kV.2#机组,6,四川.刘河坝厂,8012,-1,492
275,四川.刘河坝厂/6.3kV.1#机组,6,四川.刘河坝厂,8010,-1,492
276,四川.银泉厂/6.3kV.1#机组,6,四川.银泉厂,20111,-1,493
277,四川.水牛家厂/10.5kV.1#机组,10,四川.水牛家厂,7701,0,495
278,四川.水牛家厂/10.5kV.2#机组,10,四川.水牛家厂,7702,0,495
279,四川.深溪沟厂/15kV.1#机组,15,四川.深溪沟厂,8018,0,496
280,四川.深溪沟厂/15kV.2#机组,15,四川.深溪沟厂,8020,0,496
281,四川.深溪沟厂/15kV.3#机组,15,四川.深溪沟厂,8022,0,496
282,四川.深溪沟厂/15kV.4#机组,15,四川.深溪沟厂,8024,0,496
283,四川.紫坪铺厂/13.8kV.1#机组,13,四川.紫坪铺厂,8037,0,524
284,四川.紫坪铺厂/13.8kV.2#机组,13,四川.紫坪铺厂,8039,0,524
285,四川.紫坪铺厂/13.8kV.3#机组,13,四川.紫坪铺厂,8041,0,524
286,四川.紫坪铺厂/13.8kV.4#机组,13,四川.紫坪铺厂,8043,0,524
287,四川.正源厂/10.5kV.1#机组,10,四川.正源厂,8099,0,501
288,四川.正源厂/10.5kV.2#机组,10,四川.正源厂,8101,0,501
289,四川.白溪厂/6.3kV.1#机组,6,四川.白溪厂,7804,0,504
290,四川.白溪厂/6.3kV.2#机组,6,四川.白溪厂,7806,0,504
291,四川.白溪厂/6.3kV.3#机组,6,四川.白溪厂,7808,0,504
292,四川.五一桥厂/6.3kV.4#机组,6,四川.五一桥厂,8129,0,507
293,四川.五一桥厂/6.3kV.5#机组,6,四川.五一桥厂,8130,0,507
294,四川.热枯河厂/6.3kV.1#机组,6,四川.热枯河厂,8201,11,515
295,四川.热枯河厂/6.3kV.2#机组,6,四川.热枯河厂,8205,11,515
296,四川.热枯河厂/6.3kV.3#机组,6,四川.热枯河厂,8207,11,515
297,四川.热枯河厂/6.3kV.4#机组,6,四川.热枯河厂,8209,11,515
298,四川.热枯河厂/6.3kV.5#机组,6,四川.热枯河厂,8211,11,515
299,四川.热枯河厂/6.3kV.6#机组,6,四川.热枯河厂,8213,11,515
300,四川.白水河厂/6.3kV.3#机组,6,四川.白水河厂,20428,0,517
301,四川.瀑布沟厂/20kV.1#机组,20,四川.瀑布沟厂,6215,0,354
302,四川.瀑布沟厂/20kV.2#机组,20,四川.瀑布沟厂,6217,0,354
303,四川.瀑布沟厂/20kV.3#机组,20,四川.瀑布沟厂,6219,0,354
304,四川.瀑布沟厂/20kV.4#机组,20,四川.瀑布沟厂,6221,0,354
305,四川.瀑布沟厂/20kV.5#机组,20,四川.瀑布沟厂,6223,0,354
306,四川.瀑布沟厂/20kV.6#机组,20,四川.瀑布沟厂,6261,0,354
307,四川.攀煤电厂/13.8kV.11#机组,13,四川.攀煤电厂,7698,-1,446
308,四川.攀煤电厂/13.8kV.12#机组,13,四川.攀煤电厂,7700,-1,446
309,四川.龙潭厂/6.3kV.1#机组,6,四川.龙潭厂,8284,9,518
310,四川.龙潭厂/6.3kV.2#机组,6,四川.龙潭厂,8286,9,518
311,四川.龙潭厂/6.3kV.3#机组,6,四川.龙潭厂,8287,9,518
312,四川.南桠河厂/13.8kV.1#机组,13,四川.南桠河厂,7753,0,459
313,四川.南桠河厂/13.8kV.2#机组,13,四川.南桠河厂,7761,0,459
314,四川.南桠河厂/13.8kV.3#机组,13,四川.南桠河厂,7763,0,459
315,四川.四板沟厂/10.5kV.1#机组,10,四川.四板沟厂,780,0,520
316,四川.四板沟厂/10.5kV.2#机组,10,四川.四板沟厂,783,0,520
317,四川.晴朗厂/10.5kV.2#机组,10,四川.晴朗厂,7635,-1,435
318,四川.灵溪厂/10.5kV.1#机组,10,四川.灵溪厂,8768,0,526
319,四川.灵溪厂/10.5kV.2#机组,10,四川.灵溪厂,8770,0,526
320,四川.戎州厂/22kV.1#机组,22,四川.戎州厂,21063,0,528
321,四川.戎州厂/22kV.2#机组,22,四川.戎州厂,23018,-1,528
322,四川.坪头厂/13.8kV.1#机组,13,四川.坪头厂,8786,0,530
323,四川.坪头厂/13.8kV.2#机组,13,四川.坪头厂,8788,0,530
324,四川.坪头厂/13.8kV.3#机组,13,四川.坪头厂,8790,0,530
325,四川.小天都厂/13.8kV.2#机组,13,四川.小天都厂,5182,-1,258
326,四川.河门口厂/15.75kV.12#机组,15,四川.河门口厂,9021,-1,535
327,四川.河门口厂/15.75kV.11#机组,15,四川.河门口厂,21123,-1,535
328,四川.泸定厂/15.75kV.1#机组,15,四川.泸定厂,9009,0,545
329,四川.泸定厂/15.75kV.2#机组,15,四川.泸定厂,9011,-1,545
330,四川.泸定厂/15.75kV.3#机组,15,四川.泸定厂,9013,-1,545
331,四川.泸定厂/15.75kV.4#机组,15,四川.泸定厂,9015,0,545
332,四川.绿叶厂/10.5kV.1#机组,10,四川.绿叶厂,9201,12,555
