ID,Par_No,T1,DEATH,K_REV,KMCT,KP1,KD1,KI1,IMAX1,IMIN1,PMAX1,PMIN1,K2,FFMAX,FFMIN,TC,Topen,VELC,VELO,PMAX,PMIN,TF,KP,KD,KI,IMAX,IMIN,PIDMAX,PIDMIN,TCH,FHP,TRH,FIP,TCO,FLP,LND,TSH,TD,TW,K_MP,TDLY,VMAX,VMIN,Tr_pm,Tr_pe,TDELAY1,TDELAY2,TDELAY3,RR,RF,Note
177,177,0.020000,0.001300,14.800000,3,0.150000,0.000000,0.100000,1.000000,-1.000000,1.000000,-1.000000,0.500000,0.003000,-0.003000,0.600000,1.300000,-1.000000,1.000000,1.000000,0.000000,0.020000,50.000000,0.000000,10.000000,1.000000,-1.000000,1.000000,-1.000000,0.400000,0.330000,15.000000,0.670000,1.000000,0.000000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.600000,0.200000,0.000000,9999.000000,-9999.000000,2018.3.2
178,178,0.020000,0.001300,19.500000,3,0.500000,0.000000,0.100000,1.000000,-1.000000,1.000000,-1.000000,2.000000,0.003000,-0.003000,0.490000,0.490000,-1.000000,1.000000,1.000000,0.000000,0.020000,14.000000,0.000000,280.000000,0.100000,-0.100000,0.470000,-1.000000,0.400000,0.315000,15.000000,0.685000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.400000,0.000000,0.000000,0.005800,-0.003800,2018.3.2
179,179,0.020000,0.001300,23.720000,3,0.450000,0.000000,0.180000,1.000000,-1.000000,1.000000,-1.000000,0.850000,0.004000,-0.004000,1.200000,1.440000,-1.000000,1.000000,1.000000,0.000000,0.020000,20.000000,0.000000,55.000000,1.000000,-1.000000,1.000000,-1.000000,0.350000,0.263000,16.000000,0.737000,1.000000,0.000000,1.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,3.000000,0.000000,1.900000,1.000000,-1.000000,GO1_  4
180,180,0.020000,0.001300,28.000000,3,1.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.410000,1.280000,-1.000000,1.000000,1.000000,0.000000,0.020000,1.500000,0.000000,1.500000,0.100000,-0.100000,1.000000,-1.000000,0.300000,0.295000,14.000000,0.705000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002800,-0.002500,
181,181,0.020000,0.001300,20.000000,3,0.070000,0.000000,0.125000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,0.900000,1.000000,-1.000000,1.000000,1.000000,0.000000,0.020000,19.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.150000,0.300000,20.000000,0.700000,1.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,9999.000000,-9999.000000,
182,182,0.020000,0.001300,20.000000,3,0.060000,0.000000,0.125000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.670000,2.000000,-1.000000,1.000000,1.000000,0.000000,0.020000,19.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.110000,0.300000,22.000000,0.700000,1.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,9999.000000,-9999.000000,
183,183,0.020000,0.001300,20.000000,3,0.100000,0.000000,0.002100,1.060000,-1.000000,1.060000,-1.000000,1.100000,0.003700,-0.003700,0.125000,0.455000,-1.000000,1.000000,1.000000,-0.030000,0.020000,20.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.300000,15.000000,0.360000,3.000000,0.340000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,9999.000000,-9999.000000,
184,184,0.020000,0.001300,22.200001,3,0.800000,0.000000,0.100000,1.060000,-1.000000,1.060000,-1.000000,0.650000,0.004000,-0.004000,0.780000,1.080000,-1.000000,1.000000,1.000000,-0.030000,0.020000,3.800000,0.000000,2.000000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.300000,13.000000,0.700000,1.000000,0.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.100000,0.000000,3.100000,9999.000000,-9999.000000,
185,185,0.020000,0.001300,22.000000,3,0.500000,0.000000,0.083300,1.060000,-1.000000,1.060000,-1.000000,1.000000,0.003000,-0.003000,1.400000,1.630000,-1.000000,1.000000,1.000000,-0.030000,0.020000,30.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.300000,13.000000,0.700000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,4.100000,0.000000,0.100000,0.050000,-0.050000,
186,186,0.020000,0.001300,20.000000,3,0.425000,0.000000,0.010000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.390000,1.360000,-1.000000,1.000000,1.000000,0.000000,0.020000,7.500000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.293200,12.000000,0.706800,1.000000,0.000000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.020000,0.020000,1.000000,-1.000000,_____
187,187,0.020000,0.001300,20.000000,3,0.425000,0.000000,0.010000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.390000,1.360000,-1.000000,1.000000,1.000000,0.000000,0.150000,7.500000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.293200,18.000000,0.706800,1.000000,0.000000,0.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.040000,-0.040000,_____
188,188,0.020000,0.001300,22.280000,3,0.200000,0.000000,0.015000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.100000,1.370000,-1.000000,1.000000,1.000000,0.000000,0.020000,12.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.310000,14.000000,0.690000,1.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,11.000000,0.015000,-0.015000,_____
189,189,0.020000,0.001300,22.280000,3,0.100000,0.000000,0.015000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,1.010000,1.280000,-1.000000,1.000000,1.000000,0.000000,0.020000,11.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.310000,12.000000,0.690000,1.000000,0.000000,1.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,1.000000,-1.000000,_____
190,190,0.020000,0.001300,25.000000,3,0.570000,0.000000,0.065000,1.000000,-1.000000,1.000000,-1.000000,0.000000,0.003000,-0.003000,1.500000,2.040000,-1.000000,1.000000,1.000000,0.000000,0.020000,13.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.310000,15.000000,0.690000,1.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,0.020000,-0.020000,_____
191,191,0.020000,0.001300,29.200000,3,0.070000,0.000000,0.130000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,1.880000,1.890000,-1.000000,1.000000,1.000000,0.000000,0.550000,8.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-1.000000,0.080000,0.330000,11.700000,0.670000,1.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.040000,-0.040000,
192,192,0.020000,0.001300,20.380000,3,0.600000,0.000000,0.055000,1.000000,-1.000000,1.000000,-1.000000,0.550000,0.004000,-0.004000,3.380000,2.940000,-1.000000,1.000000,1.000000,0.000000,0.020000,25.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.320000,0.310000,15.500000,0.690000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,1.000000,0.000000,0.100000,0.040000,-0.040000,
193,193,0.020000,0.001300,22.220000,3,0.350000,0.000000,0.020000,1.000000,-1.000000,1.000000,-1.000000,0.950000,0.004000,-0.004000,0.340000,0.430000,-1.000000,1.000000,1.000000,0.000000,0.020000,8.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.250000,0.310000,18.000000,0.690000,1.000000,0.000000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,0.000000,0.000000,0.000000,0.000000,
194,194,0.020000,0.001300,21.860000,3,0.200000,0.000000,0.030000,1.000000,-1.000000,1.000000,-1.000000,0.650000,0.004300,-0.004300,0.310000,0.320000,-1.000000,1.000000,1.000000,0.000000,0.020000,8.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.250000,0.310000,12.000000,0.690000,1.000000,0.000000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,
195,195,0.020000,0.001300,22.550000,3,0.200000,0.000000,0.008000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,2.750000,1.870000,-1.000000,1.000000,1.000000,0.000000,0.020000,80.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.310000,11.000000,0.690000,1.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.040000,-0.040000,
196,196,0.020000,0.001300,18.800000,3,0.520000,0.000000,0.050000,1.000000,-1.000000,1.000000,-1.000000,0.210000,0.004000,-0.004000,2.880000,2.380000,-1.000000,1.000000,1.000000,0.000000,0.020000,6.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.330000,17.500000,0.670000,1.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,-0.040000,
197,197,0.020000,0.001300,20.100000,3,0.050000,0.000000,0.020000,1.000000,-1.000000,1.000000,-1.000000,0.850000,0.004000,-0.004000,1.300000,1.430000,-1.000000,1.000000,1.000000,0.000000,0.080000,6.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.150000,0.330000,11.400000,0.670000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,-0.040000,
198,198,0.020000,0.001300,22.930000,3,0.300000,0.000000,0.020000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.003000,-0.003000,2.190000,3.850000,-1.000000,1.000000,1.000000,0.000000,0.020000,30.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.350000,0.323000,14.000000,0.677000,1.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.040000,-0.040000,_____
199,199,0.020000,0.001300,19.090000,3,0.150000,0.000000,0.010000,1.000000,-1.000000,1.000000,-1.000000,1.200000,0.004000,-0.004000,0.720000,1.110000,-1.000000,1.000000,1.000000,0.000000,0.100000,27.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.150000,0.330000,10.100000,0.670000,1.000000,0.000000,0.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,-0.040000,
200,200,0.020000,0.001300,20.330000,3,0.120000,0.000000,0.040000,1.000000,-1.000000,1.000000,-1.000000,1.100000,0.004000,-0.004000,0.740000,1.230000,-1.000000,1.000000,1.000000,0.000000,0.130000,27.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.250000,0.330000,12.300000,0.670000,1.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,-0.040000,
201,201,0.020000,0.001300,20.000000,3,0.450000,0.000000,0.043500,1.050000,-1.000000,1.000000,-1.000000,0.000000,0.003000,-0.003000,1.780000,1.740000,-1.000000,1.000000,1.050000,0.000000,0.200000,20.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,0.200000,0.300000,20.000000,0.700000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.000000,-999.000000,
202,202,0.020000,0.001300,25.000000,3,0.068000,0.000000,0.010000,1.060000,-1.000000,1.060000,-1.000000,0.800000,0.003000,-0.003000,1.200000,1.470000,-1.000000,1.000000,1.000000,-0.030000,0.100000,14.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.300000,18.000000,0.700000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.020000,0.020000,0.020000,0.020000,0.020000,9999.000000,-9999.000000,
203,203,0.020000,0.001300,24.880000,3,0.020000,0.000000,0.043000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,0.570000,0.550000,-1.000000,1.000000,1.000000,0.000000,0.025000,4.500000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.150000,0.310000,11.000000,0.690000,1.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.040000,-0.040000,
204,204,0.020000,0.001300,23.750000,3,0.900000,0.000000,0.080000,1.000000,-1.000000,1.000000,-1.000000,0.000000,0.004000,-0.004000,1.020000,1.230000,-1.000000,1.000000,1.000000,0.000000,0.055000,5.000000,0.000000,5.700000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.310000,10.000000,0.690000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.500000,0.040000,-0.040000,
205,205,0.020000,0.001300,20.630000,3,0.050000,0.000000,0.030000,1.000000,-1.000000,1.000000,-1.000000,1.170000,0.004000,-0.004000,0.790000,0.710000,-1.000000,1.000000,1.000000,0.000000,0.100000,4.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.350000,0.310000,8.000000,0.690000,0.000000,0.000000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.040000,-0.040000,
206,206,0.020000,0.001300,24.900000,3,1.100000,0.000000,1.850000,1.000000,-1.000000,1.000000,-1.000000,1.130000,0.004000,-0.004000,11.800000,4.900000,-1.000000,1.000000,1.000000,0.000000,0.100000,134.000000,0.000000,13.000000,1.000000,-1.000000,1.000000,-1.000000,0.400000,0.330000,7.000000,0.670000,1.000000,0.000000,0.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.840000,0.040000,-0.040000,","
207,207,0.020000,0.001300,27.120000,3,1.100000,0.000000,1.850000,1.000000,-1.000000,1.000000,-1.000000,0.900000,0.004000,-0.004000,6.110000,10.980000,-1.000000,1.000000,1.000000,0.000000,0.100000,30.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.300000,0.330000,9.000000,0.670000,1.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.840000,0.040000,-0.040000,","
208,208,0.020000,0.001300,20.000000,3,1.000000,0.000000,0.600000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,1.890000,1.650000,-1.000000,1.000000,1.000000,0.050000,0.020000,5.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.330000,10.000000,0.670000,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.200000,0.600000,0.000000,9999.000000,-9999.000000,
209,209,0.020000,0.001300,23.500000,3,1.000000,0.000000,0.028500,1.000000,-1.000000,1.000000,-1.000000,0.600000,0.004000,-0.004000,0.910000,0.820000,-1.000000,1.000000,1.000000,0.000000,0.020000,1.500000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.160000,0.300000,11.000000,0.700000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.200000,0.000000,0.200000,0.010000,-0.010000,
210,210,0.020000,0.001300,20.600000,2,0.300000,0.000000,0.022000,1.000000,-1.000000,1.000000,-1.000000,0.800000,0.005000,-0.005000,0.756000,0.732000,-1.000000,1.000000,1.000000,0.050000,0.020000,20.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-0.500000,0.700000,0.330000,14.000000,0.670000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.000000,0.020000,0.600000,9999.000000,-9999.000000,
211,211,0.020000,0.001300,15.800000,2,0.235000,0.000000,0.042000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.005000,-0.005000,0.700000,3.300000,-1.000000,1.000000,1.000000,0.050000,0.020000,60.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-0.300000,0.300000,0.330000,14.000000,0.670000,0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.000000,0.600000,0.600000,9999.000000,-9999.000000,
212,212,0.020000,0.001300,10.100000,2,0.235000,0.000000,0.042000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.005000,-0.005000,0.760000,1.000000,-1.000000,1.000000,1.000000,0.050000,0.020000,30.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-0.600000,0.300000,0.330000,14.000000,0.670000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.000000,0.600000,0.600000,9999.000000,-9999.000000,
213,213,0.020000,0.001300,13.600000,2,0.235000,0.000000,0.042000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.005000,-0.005000,0.700000,0.810000,-1.000000,1.000000,1.000000,0.050000,0.020000,30.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-0.500000,0.300000,0.330000,12.000000,0.670000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.000000,0.600000,0.600000,9999.000000,-9999.000000,
214,214,0.010000,1.000000,25.000000,3,1.000000,0.000000,0.000000,1.060000,-1.000000,1.060000,-1.000000,0.000000,0.000000,0.000000,0.180000,4.990000,-1.000000,1.000000,1.060000,-1.000000,0.020000,19.000000,0.000000,0.000000,1.060000,-1.000000,1.000000,-1.000000,3.500000,0.250000,6.000000,0.300000,6.000000,0.450000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0.001000,0.020000,0.020000,0.020000,9999.000000,-9999.000000,____
215,215,0.020000,0.006000,25.000000,3,0.900000,0.000000,0.100000,1.000000,-1.000000,1.000000,-1.000000,0.000000,0.002400,-0.000160,0.380000,5.450000,-1.000000,1.000000,1.050000,0.050000,0.020000,20.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-0.250000,0.100000,0.250000,5.000000,0.300000,0.600000,0.450000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.200000,0.600000,0.400000,0.001489,-0.001489,____
216,216,0.020000,0.001300,20.000000,3,0.400000,0.000000,0.099000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,0.756000,0.732000,-1.000000,1.000000,1.050000,0.050000,0.020000,15.000000,0.000000,30.000000,1.000000,-1.000000,0.250000,-0.250000,0.300000,0.330000,22.000000,0.670000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.600000,0.600000,0.000000,9999.000000,-9999.000000,____
217,217,0.020000,0.001300,20.000000,3,0.400000,0.000000,0.099000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.004000,-0.004000,1.410000,1.710000,-1.000000,1.000000,1.050000,0.050000,0.020000,15.000000,0.000000,60.000000,1.000000,-1.000000,1.400000,-1.000000,0.300000,0.330000,20.000000,0.670000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.600000,0.600000,0.000000,9999.000000,-9999.000000,____
218,218,0.020000,0.001300,23.100000,3,0.900000,0.000000,0.600000,1.000000,-1.000000,1.000000,-1.000000,0.000000,0.004000,-0.004000,0.950000,0.820000,-1.000000,1.000000,1.000000,0.000000,0.020000,2.000000,0.000000,3.500000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.290000,9.000000,0.710000,0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.050000,0.200000,0.200000,0.200000,9999.000000,-9999.000000,
219,219,0.020000,0.001300,20.000000,3,0.450000,0.000000,0.099000,1.000000,-1.000000,1.000000,-1.000000,0.000000,0.004000,-0.004000,1.000000,1.500000,-1.000000,1.000000,1.000000,0.000000,0.020000,11.000000,0.000000,13.000000,1.000000,-1.000000,1.000000,-1.000000,0.220000,0.290000,12.000000,0.710000,0.000000,0.000000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.020000,0.020000,0.020000,0.020000,-0.020000,0
220,220,0.020000,0.002600,20.000000,3,0.100000,0.000000,0.083300,1.060000,-1.000000,1.060000,-1.000000,0.500000,0.003000,-0.003000,2.030000,1.590000,-1.000000,1.000000,1.050000,-0.030000,0.020000,10.000000,0.000000,50.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.320000,13.000000,0.680000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.020000,0.000000,0.020000,99999.000000,-99999.000000,
221,221,0.020000,0.001300,20.000000,3,0.200000,0.000000,0.120000,1.000000,-1.000000,1.000000,-1.000000,0.600000,0.003000,-0.003000,1.420000,1.740000,-1.000000,1.000000,1.050000,0.050000,0.020000,20.000000,0.000000,5.000000,1.000000,-1.000000,0.700000,-1.000000,0.100000,0.330000,27.000000,0.670000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.600000,0.200000,0.000000,9999.000000,-9999.000000,____
222,222,0.020000,0.001300,19.000000,3,1.000000,0.000000,0.007000,1.000000,-1.000000,1.000000,-1.000000,0.800000,0.005000,-0.005000,1.500000,0.700000,-1.000000,1.000000,1.000000,0.000000,0.020000,11.000000,0.000000,11.000000,1.000000,-1.000000,1.000000,-1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.020000,0.020000,0.020000,0.040000,-0.030000,_____
223,223,0.020000,0.001300,20.000000,3,1.100000,0.000000,0.001000,1.000000,-1.000000,1.000000,-1.000000,0.500000,0.005000,-0.005000,1.800000,0.490000,-1.000000,1.000000,1.000000,0.000000,0.020000,20.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.020000,0.020000,0.020000,0.080000,-0.060000,_____
224,224,0.020000,0.001300,24.000000,3,0.700000,0.000000,0.040000,1.000000,-1.000000,1.000000,-1.000000,1.300000,0.004000,-0.004000,0.840000,0.880000,-1.000000,1.000000,1.000000,0.000000,0.020000,8.000000,0.000000,3.000000,1.000000,-1.000000,1.000000,-1.000000,0.380000,0.300000,20.000000,0.300000,2.300000,0.400000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.020000,0.000000,0.040000,9999.000000,-9999.000000,
225,225,0.020000,0.001300,21.400000,3,0.750000,0.000000,0.090000,1.000000,-1.000000,1.000000,-1.000000,1.300000,0.004000,-0.004000,0.850000,0.940000,-1.000000,1.000000,1.000000,0.000000,0.020000,9.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.300000,0.290000,20.000000,0.710000,0.000000,0.000000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.290000,0.000000,0.100000,99999.000000,-99999.000000,
226,226,0.020000,0.001300,20.000000,3,0.800000,0.000000,0.100000,1.000000,-1.000000,1.000000,-1.000000,0.450000,0.004000,-0.004000,2.580000,2.100000,-1.000000,1.000000,1.000000,0.000000,0.020000,10.000000,0.000000,1.000000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.290000,13.000000,0.710000,0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.500000,0.020000,0.500000,9999.000000,-9999.000000,
227,227,0.020000,0.001300,18.500000,3,0.700000,0.000000,0.190000,1.000000,-1.000000,1.000000,-1.000000,0.100000,0.004000,-0.004000,2.700000,2.600000,-1.000000,1.000000,1.000000,0.000000,0.020000,15.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,-1.000000,0.200000,0.300000,23.000000,0.700000,0.000000,0.000000,1.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.020000,0.250000,0.020000,0.200000,9999.000000,-9999.000000,
228,228,0.020000,0.001300,25.000000,3,0.500000,0.000000,0.050000,1.000000,-1.000000,1.000000,-1.000000,0.800000,0.005000,-0.005000,0.270000,0.240000,-1.000000,1.000000,1.000000,0.000000,0.020000,2.000000,0.000000,3.000000,1.000000,-1.000000,1.000000,-1.000000,0.400000,0.330000,11.000000,0.670000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.100000,0.000000,0.100000,9999.000000,-9999.000000,
229,229,0.020000,0.001300,18.000000,3,0.630000,0.000000,0.700000,1.000000,-1.000000,1.000000,-1.000000,0.520000,0.005000,-0.005000,1.200000,1.480000,-1.000000,1.000000,1.000000,0.000000,0.020000,13.000000,0.000000,15.000000,1.000000,-1.000000,1.000000,-1.000000,0.150000,0.530000,11.000000,0.470000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,1.800000,0.000000,0.200000,99999.000000,-99999.000000,
