ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
1389,1389,0.010000,6.000000,6.000000,6.000000,0.062323,6.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.160000,0.010000,0.010000,0.010000,0.160000,0.010000,0.050000,-0.050000,
1390,1390,0.010000,6.000000,6.000000,6.000000,0.141643,6.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.170000,0.020000,0.010000,0.010000,0.180000,0.010000,0.050000,-0.050000,
1391,1391,0.010000,6.000000,6.000000,6.000000,0.242718,0.010000,0.800000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.160000,0.020000,0.010000,0.010000,0.160000,0.010000,0.050000,-0.050000,
1392,1392,0.010000,6.000000,6.000000,6.000000,0.242718,0.010000,1.150000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,0.900000,0.300000,0.010000,0.010000,0.010000,0.270000,0.010000,0.050000,-0.050000,
1393,1393,0.010000,6.000000,6.000000,6.000000,0.242718,0.010000,1.150000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,0.800000,0.330000,0.010000,0.010000,0.010000,0.330000,0.010000,0.050000,-0.050000,
1394,1394,0.010000,6.000000,6.000000,6.000000,0.242718,0.010000,1.150000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.200000,0.020000,0.010000,0.010000,0.200000,0.020000,0.050000,-0.050000,
1395,1395,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.500000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.190000,0.030000,0.010000,0.010000,0.190000,0.020000,0.050000,-0.050000,
1396,1396,0.020000,6.000000,6.000000,6.000000,0.079897,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.220000,0.010000,0.010000,0.010000,0.200000,0.010000,0.050000,-0.050000,
1397,1397,0.020000,6.000000,6.000000,6.000000,0.079897,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.220000,0.020000,0.010000,0.010000,0.200000,0.020000,0.050000,-0.050000,
1398,1398,0.010000,6.000000,6.000000,6.000000,0.162371,6.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.010000,0.010000,0.010000,0.220000,0.010000,0.050000,-0.050000,
1399,1399,0.010000,6.000000,6.000000,6.000000,0.103093,6.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.220000,0.010000,0.010000,0.010000,0.220000,0.010000,0.050000,-0.050000,
1400,1400,0.020000,6.000000,6.000000,6.000000,0.136426,0.020000,0.500000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.200000,0.010000,0.100000,0.100000,0.200000,0.010000,0.050000,-0.050000,
1401,1401,0.020000,6.000000,6.000000,6.000000,0.136426,0.020000,0.500000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.240000,0.020000,0.100000,0.100000,0.240000,0.010000,0.050000,-0.050000,
1402,1402,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,1.000000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.240000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,
1403,1403,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,1.000000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.220000,0.020000,0.010000,0.010000,0.220000,0.020000,0.050000,-0.050000,
1404,1404,0.010000,6.000000,6.000000,6.000000,0.325779,5.990000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.500000,0.200000,0.020000,0.010000,0.010000,0.200000,0.020000,0.050000,-0.050000,
1405,1405,0.010000,6.000000,6.000000,6.000000,0.325779,5.990000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.200000,0.020000,0.010000,0.010000,0.200000,0.020000,0.050000,-0.050000,
1406,1406,0.020000,6.000000,6.000000,6.000000,0.170000,0.020000,0.710000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.270000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
1407,1407,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,2.270000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.100000,0.090000,0.100000,0.010000,0.100000,0.010000,0.100000,-0.100000,
1408,1408,0.020000,5.000000,5.000000,5.000000,2.000000,0.020000,0.619000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.140000,0.020200,0.100000,0.100000,0.170000,0.020000,0.050000,-0.050000,__#1
1409,1409,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.480000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.280000,0.030000,0.010000,0.010000,0.280000,0.020000,0.050000,-0.050000,
1410,1410,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.480000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.020000,0.100000,0.100000,0.220000,0.020000,0.050000,-0.050000,
1411,1411,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.480000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.250000,0.020000,0.010000,0.010000,0.210000,0.010000,0.050000,-0.050000,
1412,1412,0.010000,6.000000,6.000000,6.000000,0.136426,0.010000,0.690000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.190000,0.010000,0.100000,0.100000,0.190000,0.010000,0.050000,-0.050000,
1413,1413,0.010000,6.000000,6.000000,6.000000,0.136426,0.010000,0.690000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.010000,0.010000,0.010000,0.220000,0.010000,0.050000,-0.050000,
1414,1414,0.010000,6.000000,6.000000,6.000000,0.049782,6.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.010000,0.010000,0.010000,0.200000,0.010000,0.050000,-0.050000,
1415,1415,0.020000,5.000000,5.000000,5.000000,1.149425,0.020000,0.475000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.360000,0.030000,0.060000,0.030000,0.060000,0.030000,0.050000,-0.050000,
1416,1416,0.020000,5.000000,5.000000,5.000000,0.136370,0.020000,0.600000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.100000,0.030000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1417,1417,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.600000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.030000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1418,1418,0.020000,6.000000,6.000000,6.000000,0.128568,0.020000,0.707000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.160000,0.020000,0.100000,0.100000,0.320000,0.020000,0.100000,-0.100000,
1419,1419,0.020000,8.000000,8.000000,8.000000,0.078247,0.020000,0.530000,8.000000,8.000000,2.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.270000,0.020000,0.270000,0.020000,0.220000,0.030000,0.050000,-0.050000,
1420,1420,0.020000,6.000000,6.000000,6.000000,0.049113,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.290000,0.010000,0.010000,0.010000,0.290000,0.010000,0.050000,-0.050000,
1421,1421,0.010000,4.000000,4.000000,4.000000,0.018852,4.000000,1.000000,0.010000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.250000,0.020000,0.010000,0.010000,0.250000,0.020000,0.050000,-0.050000,
1422,1422,0.020000,5.000000,5.000000,5.000000,0.067295,0.020000,0.500000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.190000,0.030000,0.170000,0.030000,0.100000,0.100000,0.050000,-0.050000,
1423,1423,0.020000,5.500000,5.500000,5.500000,0.144928,0.020000,0.400000,5.490000,5.500000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.200000,0.050000,0.250000,0.110000,0.250000,0.050000,0.050000,-0.050000,
1424,1424,0.020000,4.000000,4.000000,4.000000,0.134626,0.020000,0.450000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.100000,0.030000,0.100000,0.100000,0.240000,0.030000,0.050000,-0.050000,
1425,1425,0.025000,5.000000,5.000000,5.000000,0.136426,0.025000,0.500000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.190000,0.020000,0.100000,0.100000,0.190000,0.020000,0.050000,-0.050000,
1426,1426,0.020000,4.000000,4.000000,4.000000,0.134626,0.020000,0.450000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.100000,0.030000,1.000000,1.000000,0.260000,0.030000,0.050000,-0.050000,
1427,1427,0.020000,5.000000,5.000000,5.000000,0.089928,0.020000,0.520000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.200000,0.020000,0.200000,0.020000,0.250000,0.030000,0.050000,-0.050000,
1428,1428,0.010000,3.000000,3.000000,3.000000,0.089928,0.020000,0.500000,3.000000,3.000000,1.000000,0.500000,0.100000,0.100000,1.000000,1.000000,0.330000,0.050000,0.280000,0.070000,0.270000,0.050000,0.050000,-0.050000,
1429,1429,0.010000,6.000000,6.000000,6.000000,0.137363,0.010000,0.790000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.220000,0.030000,0.010000,0.010000,0.200000,0.030000,0.050000,-0.050000,
1430,1430,0.010000,6.000000,6.000000,6.000000,0.137363,0.010000,0.790000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.180000,0.020000,0.010000,0.010000,0.180000,0.020000,0.050000,-0.050000,
1431,1431,0.010000,6.000000,6.000000,6.000000,0.137363,0.010000,0.750000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.180000,0.020000,0.010000,0.010000,0.180000,0.020000,0.050000,-0.050000,
1432,1432,0.020000,5.000000,5.000000,4.990000,0.149925,0.020000,0.650000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.030000,0.200000,0.050000,0.020000,0.020000,0.050000,-0.050000,
1433,1433,0.020000,5.000000,5.000000,5.000000,0.136370,0.020000,0.560000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.030000,0.200000,0.050000,0.020000,0.020000,0.050000,-0.050000,
1434,1434,0.010000,6.000000,6.000000,6.000000,0.089286,0.010000,0.550000,5.990000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.160000,0.010000,0.100000,0.100000,0.130000,0.010000,0.050000,-0.050000,
1435,1435,0.020000,6.000000,6.000000,6.000000,0.089286,0.020000,0.550000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.160000,0.020000,0.100000,0.100000,0.150000,0.010000,0.050000,-0.050000,
1436,1436,0.010000,6.000000,6.000000,6.000000,0.089928,0.010000,0.570000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.200000,0.010000,0.010000,0.010000,0.170000,0.010000,0.050000,-0.050000,
1437,1437,0.010000,6.000000,6.000000,6.000000,0.089928,0.010000,0.630000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.170000,0.010000,0.010000,0.010000,0.170000,0.010000,0.050000,-0.050000,
1438,1438,0.010000,5.000000,5.000000,5.000000,0.100450,5.000000,1.000000,0.010000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.250000,0.020000,0.010000,0.010000,0.250000,0.020000,0.050000,-0.050000,
1439,1439,0.010000,5.000000,5.000000,5.000000,0.100450,5.000000,1.000000,0.010000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.230000,0.020000,0.010000,0.010000,0.210000,0.020000,0.050000,-0.050000,
1440,1440,0.020000,5.000000,5.000000,5.000000,0.089928,0.020000,0.523000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.230000,0.020000,0.100000,0.100000,0.220000,0.020000,0.050000,-0.050000,
1441,1441,0.020000,4.000000,4.000000,4.000000,0.136426,0.020000,0.700000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.130000,0.030000,0.100000,0.100000,0.130000,0.040000,0.050000,-0.050000,
1442,1442,0.020000,6.000000,6.000000,6.000000,0.043975,0.020000,1.000000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.250000,0.010000,0.010000,0.010000,0.250000,0.010000,0.050000,-0.050000,
1443,1443,0.010000,6.000000,6.000000,6.000000,0.048373,5.990000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,7.000000,0.220000,0.020000,0.010000,0.010000,0.210000,0.010000,0.050000,-0.050000,
1444,1444,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.030000,0.020000,0.020000,0.200000,0.030000,0.050000,-0.050000,
1445,1445,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.600000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.220000,0.010000,0.100000,0.100000,0.220000,0.010000,0.050000,-0.050000,
1446,1446,0.010000,6.000000,6.000000,6.000000,0.149925,0.010000,0.600000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.240000,0.010000,0.100000,0.100000,0.220000,0.010000,0.050000,-0.050000,
1447,1447,0.020000,4.000000,4.000000,4.000000,0.136426,0.020000,0.500000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.160000,0.020000,0.120000,0.240000,0.160000,0.020000,0.050000,-0.050000,
1448,1448,0.020000,4.000000,4.000000,4.000000,0.136426,0.020000,0.460000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.200000,0.020000,1.000000,1.000000,0.200000,0.040000,0.100000,-0.100000,
1449,1449,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.500000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.240000,0.010000,0.100000,0.100000,0.220000,0.010000,0.050000,-0.050000,
1450,1450,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.500000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.270000,0.010000,0.100000,0.100000,0.250000,0.010000,0.050000,-0.050000,
1451,1451,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.500000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.270000,0.010000,0.100000,0.100000,0.240000,0.010000,0.050000,-0.050000,
1452,1452,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.500000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.220000,0.010000,0.100000,0.100000,0.240000,0.010000,0.050000,-0.050000,
1453,1453,0.025000,4.000000,4.000000,4.000000,0.149925,0.020000,0.600000,2.000000,4.000000,1.000000,0.010000,0.100000,0.100000,1.000000,2.500000,0.180000,0.020000,0.100000,0.100000,0.210000,0.020000,0.100000,-0.100000,
1454,1454,0.020000,5.000000,5.000000,4.990000,0.142857,0.020000,0.420000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.200000,0.030000,0.200000,0.030000,0.020000,0.020000,0.050000,-0.050000,
1455,1455,0.010000,6.000000,6.000000,6.000000,0.136426,0.010000,0.808600,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.300000,0.010000,0.490000,0.490000,0.300000,0.020000,0.050000,-0.050000,
1456,1456,0.010000,6.000000,6.000000,6.000000,0.136426,0.010000,0.808600,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.260000,0.020000,0.490000,0.490000,0.260000,0.020000,0.050000,-0.050000,
1457,1457,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.750000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.800000,0.360000,0.040000,0.360000,0.040000,0.010000,0.010000,0.050000,-0.050000,
1458,1458,0.020000,2.000000,2.000000,2.000000,0.283286,0.020000,0.220000,2.000000,2.000000,1.000000,0.010000,0.100000,0.100000,1.000000,5.000000,0.190000,0.020000,0.280000,0.020000,0.010000,0.010000,0.050000,-0.050000,
1459,1459,0.020000,5.000000,5.000000,5.000000,0.149925,0.020000,0.400000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.200000,0.030000,0.200000,0.030000,0.020000,0.020000,0.050000,-0.050000,_27
1460,1460,0.010000,7.000000,7.000000,7.000000,0.026978,7.000000,1.000000,0.010000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.420000,0.010000,0.010000,0.010000,0.420000,0.010000,0.050000,-0.050000,
1461,1461,0.010000,6.000000,6.000000,6.000000,0.026978,7.000000,1.000000,0.010000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.300000,0.010000,0.010000,0.010000,0.300000,0.010000,0.050000,-0.050000,
1462,1462,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,0.594000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.300000,0.020000,0.730000,4.000000,0.300000,0.030000,0.050000,-0.050000,_27
1463,1463,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,0.594000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.300000,0.030000,0.400000,2.500000,0.300000,0.030000,0.050000,-0.050000,_27
1464,1464,0.020000,6.000000,6.000000,6.000000,0.139665,0.020000,0.810000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.120000,0.020000,0.100000,0.100000,0.230000,0.030000,0.100000,-0.100000,
1465,1465,0.020000,4.000000,4.000000,4.000000,0.142857,0.020000,0.400000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.180000,0.020000,1.000000,1.000000,0.200000,0.040000,0.050000,-0.050000,
1466,1466,0.020000,4.000000,4.000000,4.000000,0.142857,0.020000,0.400000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.180000,0.020000,0.010000,0.010000,0.240000,0.020000,0.050000,-0.050000,
1467,1467,0.020000,3.000000,3.000000,3.000000,0.038199,0.020000,1.000000,3.000000,3.000000,1.000000,0.300000,0.060000,0.060000,1.000000,15.000000,0.160000,0.050000,0.160000,0.050000,0.010000,0.010000,0.020000,-0.020000,
1468,1468,0.020000,2.000000,2.000000,2.000000,0.122399,0.020000,0.200000,2.000000,2.000000,1.000000,0.010000,0.100000,0.100000,1.000000,8.000000,0.200000,0.040000,0.359000,0.120000,0.010000,0.010000,0.100000,-0.100000,
1469,1469,0.020000,2.000000,2.000000,2.000000,0.016187,0.020000,1.000000,2.000000,2.000000,1.000000,0.300000,0.060000,0.060000,1.000000,10.000000,0.160000,0.040000,0.100000,0.100000,0.150000,0.050000,0.050000,-0.050000,
1470,1470,0.020000,6.000000,6.000000,6.000000,0.089928,0.020000,0.630000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.030000,0.100000,0.020000,0.200000,0.020000,0.100000,-0.100000,
1471,1471,0.020000,5.000000,5.000000,5.000000,0.090403,0.020000,1.000000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.160000,0.010000,0.010000,0.010000,0.210000,0.020000,0.100000,-0.100000,_______2
1472,1472,0.010000,8.000000,8.000000,8.000000,0.142857,0.010000,0.850000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.390000,0.040000,0.100000,0.100000,0.220000,0.030000,0.050000,-0.050000,
1473,1473,0.020000,5.000000,5.000000,4.990000,0.142857,0.020000,0.570000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.400000,0.040000,0.100000,0.030000,0.100000,0.030000,0.050000,-0.050000,
1474,1474,0.020000,8.000000,8.000000,8.000000,0.090090,0.020000,0.713000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.210000,0.030000,0.200000,0.020000,0.200000,0.030000,0.050000,-0.050000,
1475,1475,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.510000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.030000,0.400000,0.060000,0.100000,0.100000,0.050000,-0.050000,
1476,1476,0.020000,1.700000,1.700000,1.700000,0.089029,0.020000,1.000000,10.500000,2.000000,1.000000,0.300000,0.060000,0.060000,1.000000,6.000000,0.270000,0.020000,0.100000,0.100000,0.270000,0.020000,0.020000,-0.020000,
1477,1477,0.020000,4.000000,4.000000,4.000000,0.142857,0.020000,0.450000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.200000,0.020000,1.000000,1.000000,0.200000,0.040000,0.050000,-0.500000,
1478,1478,0.020000,6.000000,6.000000,6.000000,0.149925,0.020000,0.870000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,2.000000,0.200000,0.020000,0.100000,0.020000,0.300000,0.030000,0.100000,-0.100000,
1479,1479,0.020000,4.000000,4.000000,4.000000,0.138504,0.020000,0.450000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,
1480,1480,0.020000,6.000000,6.000000,6.000000,0.149925,0.020000,0.600000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,1.500000,0.200000,0.020000,0.100000,0.020000,0.300000,0.030000,0.100000,-0.100000,
