ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
778,778,0.020000,6.000000,6.000000,6.000000,0.375000,0.020000,0.698000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.130000,0.020000,1.000000,2.000000,0.200000,0.030000,0.050000,-0.050000,___#5
779,779,0.020000,6.000000,6.000000,6.000000,0.283000,0.020000,0.820000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.340000,0.010000,0.100000,0.100000,0.300000,0.010000,0.100000,-0.100000,___B01
780,780,0.020000,8.000000,8.000000,8.000000,0.283000,0.020000,1.090000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.300000,0.010000,0.100000,0.100000,0.380000,0.010000,0.050000,-0.050000,___B02
781,781,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.630000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.160000,0.010000,0.100000,0.100000,0.360000,0.030000,0.100000,-0.100000,___B03
782,782,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.630000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.220000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___B04
783,783,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.714000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.190000,0.020000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,__#1
784,784,0.020000,2.000000,2.000000,2.000000,0.150000,0.020000,0.280000,2.000000,2.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.000000,0.200000,0.040000,0.060000,0.010000,0.800000,0.020000,0.050000,-0.050000,__#3
785,785,0.020000,2.000000,2.000000,2.000000,0.150000,0.020000,0.290000,2.000000,2.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.000000,0.450000,0.050000,0.100000,0.100000,0.500000,0.030000,0.050000,-0.050000,__#4
786,786,0.020000,2.000000,2.000000,2.000000,0.273973,0.020000,0.200000,2.000000,2.000000,1.000000,0.000000,0.100000,0.100000,1.000000,5.000000,0.200000,0.040000,0.100000,0.100000,0.360000,0.120000,0.050000,-0.050000,__#3
787,787,0.020000,2.000000,2.000000,2.000000,0.273973,0.020000,0.220000,2.000000,2.000000,1.000000,0.000000,0.100000,0.100000,1.000000,7.000000,0.120000,0.040000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,__#4
788,788,0.020000,5.000000,5.000000,5.000000,0.142900,0.020000,0.609600,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.280000,0.030000,0.100000,0.100000,0.100000,0.040000,0.050000,-0.050000,
789,789,0.020000,5.000000,5.000000,5.000000,0.142900,0.020000,0.609600,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,10.000000,0.320000,0.050000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,27
790,790,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.740000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,
791,791,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.740000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.130000,0.030000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,
792,792,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.833000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.140000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
793,793,0.020000,5.000000,5.000000,5.000000,0.257730,0.020000,0.833000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.140000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
794,794,0.020000,5.000000,5.000000,5.000000,0.847450,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.500000,0.250000,0.040000,0.100000,0.100000,0.350000,0.010000,0.050000,-0.050000,___G1
795,795,0.020000,5.000000,5.000000,5.000000,0.847458,0.020000,0.600000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G2
796,796,0.020000,4.000000,4.000000,4.000000,0.568182,0.020000,0.490000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
797,797,0.020000,5.000000,5.000000,5.000000,0.568182,0.020000,0.620347,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.300000,0.030000,0.070000,0.020000,0.300000,0.030000,0.050000,-0.050000,___G2
798,798,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.300000,0.040000,0.100000,0.100000,0.170000,0.040000,0.100000,-0.100000,___G3
799,799,0.020000,5.000000,5.000000,5.000000,0.257730,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.300000,0.040000,0.100000,0.100000,0.170000,0.040000,0.100000,-0.100000,___G4
800,800,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.846000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,_24_____
801,801,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.846300,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,_24_____
802,802,0.020000,4.000000,4.000000,4.000000,0.283290,0.020000,0.420000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G1
803,803,0.020000,4.000000,4.000000,4.000000,0.283286,0.020000,0.420000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.030000,999.000000,999.000000,0.200000,0.020000,0.100000,-0.100000,___G1
804,804,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.660000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
805,805,0.020000,5.000000,5.000000,5.000000,0.568180,0.020000,0.714000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.500000,0.100000,0.010000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
806,806,0.020000,5.000000,5.000000,5.000000,0.568182,0.020000,0.714000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.500000,0.100000,0.010000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
807,807,0.020000,5.000000,5.000000,5.000000,0.425532,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.030000,999.000000,999.000000,0.200000,0.030000,0.050000,-0.050000,___G1
808,808,0.020000,5.000000,5.000000,5.000000,0.425532,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.500000,0.300000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___G2
809,809,0.020000,5.000000,5.000000,5.000000,0.425532,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.040000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___G3
810,810,0.020000,5.000000,5.000000,5.000000,0.425532,0.020000,0.590000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___G1
811,811,0.020000,8.000000,8.000000,8.000000,0.242720,0.020000,1.460000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.160000,0.010000,0.100000,0.100000,0.230000,0.020000,0.100000,-0.100000,___G1
812,812,0.020000,8.000000,8.000000,8.000000,0.242718,0.020000,1.460000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.160000,0.010000,0.100000,0.100000,0.230000,0.020000,0.100000,-0.100000,
813,813,0.020000,6.000000,6.000000,6.000000,0.257700,0.020000,0.990000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.240000,0.040000,0.100000,0.100000,0.230000,0.040000,0.100000,-0.100000,___G1
814,814,0.020000,6.000000,6.000000,6.000000,0.257700,0.020000,0.990000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.240000,0.040000,0.100000,0.100000,0.230000,0.030000,0.100000,-0.100000,___G2
815,815,0.020000,4.000000,4.000000,4.000000,0.628931,0.020000,0.340000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,1.500000,0.400000,0.030000,0.100000,0.100000,0.400000,0.030000,0.050000,-0.050000,
816,816,0.020000,8.000000,8.000000,8.000000,0.500000,0.020000,1.000000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.260000,0.030000,0.100000,0.100000,0.320000,0.030000,0.100000,-0.100000,___G5  31_
817,817,0.020000,8.000000,8.000000,8.000000,0.500000,0.020000,0.490000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.250000,0.040000,0.100000,0.100000,0.290000,0.030000,0.100000,-0.100000,___G5
818,818,0.020000,8.000000,8.000000,8.000000,0.500000,0.020000,1.000000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.260000,0.030000,0.100000,0.100000,0.320000,0.030000,0.100000,-0.100000,___G3   31_
819,819,0.020000,6.000000,6.000000,6.000000,0.136400,0.020000,0.805000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.250000,0.020000,0.020000,0.010000,0.250000,0.010000,0.050000,-0.050000,_31________________19_6____PSS___31_
820,820,0.020000,6.000000,6.000000,6.000000,0.136400,0.020000,0.997500,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G1
821,821,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.660000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.140000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
822,822,0.020000,8.000000,8.000000,8.000000,0.568182,0.020000,1.280000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.500000,0.190000,0.020000,0.100000,0.100000,0.230000,0.030000,0.100000,-0.100000,___G1
823,823,0.020000,6.000000,6.000000,6.000000,0.425530,0.020000,0.845000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.130000,0.020000,0.100000,0.100000,0.400000,0.050000,0.050000,-0.050000,___G2
824,824,0.020000,6.000000,6.000000,6.000000,0.531900,0.020000,0.860000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.800000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
825,825,0.020000,8.000000,8.000000,8.000000,0.549451,0.020000,1.310000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.150000,0.010000,0.100000,0.100000,0.140000,0.010000,0.100000,-0.100000,
826,826,0.020000,8.000000,8.000000,8.000000,0.549451,0.020000,1.320000,8.000000,8.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.330000,0.020000,0.100000,-0.100000,
827,827,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.857000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.100000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
828,828,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.857000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.000000,0.140000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G2
829,829,0.020000,9.000000,9.000000,9.000000,1.333000,0.020000,1.630000,9.000000,9.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.170000,0.020000,0.100000,0.100000,0.240000,0.030000,0.100000,-0.100000,___G1  31_
830,830,0.010000,9.000000,9.000000,9.000000,1.000000,0.020000,1.630000,9.000000,9.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.170000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1  31_
831,831,0.020000,7.000000,7.000000,7.000000,0.136426,0.020000,1.138000,7.000000,7.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.180000,0.010000,0.100000,0.100000,0.230000,0.010000,0.050000,-0.050000,___G1
832,832,0.020000,5.000000,5.000000,5.000000,0.257730,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G3
833,833,0.020000,6.000000,6.000000,6.000000,0.283000,0.020000,0.810000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,____#2
834,834,0.020000,5.500000,5.500000,5.500000,0.136364,0.020000,0.642000,5.500000,5.500000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,____#3
835,835,0.020000,5.000000,5.000000,5.000000,0.257576,0.020000,0.720000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.150000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___1
836,836,0.020000,5.000000,5.000000,5.000000,0.257576,0.020000,0.720000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.170000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___2
837,837,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.786000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.180000,0.020000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,____#1
838,838,0.020000,6.500000,6.500000,6.500000,0.404900,0.020000,1.220000,6.500000,6.500000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,____1G
839,839,0.020000,6.000000,6.000000,6.000000,0.264000,0.020000,0.810000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.190000,0.030000,0.100000,0.100000,0.180000,0.020000,0.050000,-0.050000,____#1
840,840,0.020000,6.000000,6.000000,6.000000,0.266000,0.020000,0.810000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.190000,0.020000,0.010000,0.010000,0.180000,0.020000,0.050000,-0.050000,___1G
841,841,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.786000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.120000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,____#1
842,842,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.680000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.020000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,___4G
843,843,0.020000,5.000000,5.000000,5.000000,0.283000,0.020000,0.676000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___5G
844,844,0.020000,5.000000,5.000000,5.000000,0.283333,0.020000,0.680000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.180000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,____#6
845,845,0.020000,6.000000,6.000000,6.000000,0.243000,0.020000,0.560000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,____#1
846,846,0.020000,7.500000,7.500000,7.500000,0.242700,0.020000,0.838000,7.500000,7.500000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,24_25___
847,847,0.020000,6.000000,6.000000,6.000000,0.136363,0.020000,0.700000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.270000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,____#3
848,848,0.020000,6.000000,6.000000,6.000000,0.283333,0.020000,0.676000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,____#5
849,849,0.020000,5.500000,5.500000,5.500000,0.283333,0.020000,0.620000,5.500000,5.500000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,____#6
850,850,0.020000,8.000000,8.000000,8.000000,0.283000,0.020000,1.080000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.180000,0.020000,0.100000,0.100000,0.200000,0.040000,0.100000,-0.100000,___1
851,851,0.020000,6.500000,6.500000,6.500000,0.283000,0.020000,0.879000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.180000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___2
852,852,0.020000,6.500000,6.500000,6.500000,0.283000,0.020000,0.730000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.270000,0.030000,0.100000,-0.100000,___1
853,853,0.020000,6.000000,6.000000,6.000000,0.283333,0.020000,0.560000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,____#2
854,854,0.020000,6.500000,6.500000,6.500000,0.404900,0.020000,1.220000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.030000,0.010000,0.010000,0.200000,0.030000,0.050000,-0.050000,__#7
855,855,0.020000,6.500000,6.500000,6.500000,0.404900,0.020000,1.220000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,24_25___
856,856,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#1
857,857,0.020000,6.000000,6.000000,6.000000,0.149900,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___2
858,858,0.020000,6.000000,6.000000,6.000000,0.149000,0.020000,0.700000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.220000,0.030000,0.010000,0.010000,0.220000,0.030000,0.050000,-0.050000,___2
859,859,0.020000,6.000000,6.000000,6.000000,0.149900,0.020000,0.700000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.220000,0.030000,0.010000,0.010000,0.220000,0.030000,0.050000,-0.050000,___2
860,860,0.020000,5.000000,5.000000,5.000000,0.089928,0.020000,0.644000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.180000,0.030000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,____1G
861,861,0.020000,6.000000,6.000000,6.000000,0.258000,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.400000,0.040000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,__#1
862,862,0.020000,6.500000,6.500000,6.500000,0.628900,0.020000,0.942000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,____#2
863,863,0.020000,6.000000,6.000000,6.000000,0.265900,0.020000,0.920000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.140000,0.020000,0.010000,0.010000,0.140000,0.020000,0.050000,-0.050000,__#1
864,864,0.020000,6.000000,6.000000,6.000000,0.257700,0.020000,0.890000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,8.000000,0.140000,0.020000,0.010000,0.010000,0.140000,0.020000,0.050000,-0.050000,___G2
865,865,0.020000,7.500000,7.500000,7.500000,0.257700,0.020000,1.130000,7.500000,7.500000,1.000000,0.200000,0.100000,0.100000,1.000000,2.500000,0.350000,0.040000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,24_25___
866,866,0.020000,7.000000,7.000000,7.000000,0.150000,0.020000,0.817000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.100000,0.010000,0.200000,0.020000,0.220000,0.030000,0.100000,-0.100000,___3
867,867,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.700000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.190000,0.020000,0.070000,0.010000,0.300000,0.030000,0.100000,-0.100000,___4
868,868,0.020000,9.000000,9.000000,9.000000,0.089900,0.020000,0.953000,9.000000,9.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.190000,0.010000,1.000000,1.000000,0.300000,0.010000,0.100000,-0.100000,
869,869,0.020000,6.000000,6.000000,6.000000,0.150000,0.020000,0.696000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,1.000000,1.000000,0.140000,0.030000,0.050000,-0.050000,_____#1
870,870,0.010000,7.500000,7.500000,7.500000,0.386000,0.010000,0.865000,7.500000,7.500000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.060000,0.010000,0.200000,0.020000,0.050000,-0.050000,___#1
871,871,0.020000,6.000000,6.000000,6.000000,0.386363,0.020000,0.950000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.000000,0.390000,0.030000,0.130000,0.010000,0.250000,0.030000,0.050000,-0.050000,___G2
872,872,0.020000,7.000000,7.000000,7.000000,0.283300,0.020000,0.959000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.030000,0.080000,0.010000,0.160000,0.020000,0.050000,-0.050000,___#3
873,873,0.020000,6.500000,6.500000,6.500000,0.283000,0.020000,0.883000,6.500000,6.500000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.090000,0.010000,0.100000,0.100000,0.400000,0.050000,0.100000,-0.100000,___6
874,874,0.020000,6.000000,6.000000,6.000000,0.283000,0.020000,0.815000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___7
875,875,0.020000,6.000000,6.000000,6.000000,0.811000,0.020000,0.283286,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,6.000000,0.190000,0.020000,0.100000,0.100000,0.190000,0.020000,0.100000,-0.100000,___3
876,876,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,0.811000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.190000,0.020000,0.100000,-0.100000,___4
877,877,0.010000,6.000000,6.000000,6.000000,0.243000,0.010000,0.730000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,__#5#6
878,878,0.020000,7.500000,7.500000,7.500000,0.300000,0.020000,0.720000,7.500000,7.500000,1.000000,0.400000,0.000000,0.100000,1.000000,5.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___1#
879,879,0.020000,7.500000,7.500000,7.500000,0.300000,0.020000,0.720000,7.500000,7.500000,1.000000,0.400000,0.000000,0.100000,1.000000,5.000000,0.330000,0.030000,0.100000,0.100000,0.330000,0.030000,0.050000,-0.050000,___4#
880,880,0.020000,6.000000,6.000000,6.000000,0.257600,0.020000,0.950000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.300000,0.030000,0.010000,0.010000,0.300000,0.030000,0.050000,-0.050000,____#5
881,881,0.020000,6.000000,6.000000,6.000000,0.258000,0.020000,0.950000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,____#6
882,882,0.020000,7.000000,7.000000,7.000000,0.089286,0.020000,1.110000,7.000000,7.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.360000,0.040000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,__#3
883,883,0.020000,7.000000,7.000000,7.000000,0.089000,0.020000,1.170000,7.000000,7.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.360000,0.040000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,__#4
884,884,0.020000,6.000000,6.000000,6.000000,0.243000,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
885,885,0.020000,6.000000,6.000000,6.000000,0.149900,0.020000,0.786000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.140000,0.020000,1.000000,1.000000,0.230000,0.030000,0.100000,-0.100000,___3G
886,886,0.020000,6.000000,6.000000,6.000000,0.149900,0.020000,0.786000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.140000,0.020000,0.230000,0.030000,1.000000,1.000000,0.100000,-0.100000,____#2
887,887,0.020000,8.000000,8.000000,8.000000,0.281250,0.020000,1.350000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.400000,0.030000,0.090000,0.010000,0.250000,0.020000,0.100000,-0.100000,___2G
888,888,0.010000,7.000000,7.000000,7.000000,0.267000,0.010000,0.883000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.300000,0.030000,0.100000,0.020000,0.300000,0.030000,0.050000,-0.050000,____#3
889,889,0.020000,8.000000,8.000000,8.000000,0.275000,0.020000,1.010000,8.000000,8.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.300000,0.030000,0.100000,0.010000,0.400000,0.040000,0.100000,-0.100000,___4G
