CN,sub
41100,267
41101,425
27681,1528
27682,1528
27683,1529
27684,1529
27685,1533
27686,1533
27687,1533
27688,1533
41102,314
41103,377
41104,368
41105,95
41106,1418
41107,1418
41108,158
41109,1551
41110,1552
41111,193
41112,1477
41113,1449
41114,398
41115,903
41116,1423
41117,960
41118,1436
41119,1445
41120,1470
41121,182
41122,1331
41123,1446
41124,1567
41125,1450
41126,213
41127,219
41128,1421
22469,1184
22467,1184
27689,1582
27690,1582
27691,1583
27692,1583
27693,652
27694,651
27695,1585
27696,1586
27697,1585
27698,1586
23819,1588
41129,207
23460,1459
22395,1172
23842,1452
41130,1543
27699,1590
23847,1593
27700,1596
27701,1596
27702,1597
27703,1597
27704,521
27705,554
27706,1607
27707,1607
23923,1613
22431,1178
27708,1629
27709,1629
27710,1632
27711,1632
27712,1631
27713,1631
27714,1634
27715,1634
27716,1635
27717,1635
41131,268
41132,268
23983,1636
27718,803
27719,804
27720,302
27721,238
41133,126
24019,1640
27722,1651
27723,1652
27724,1655
27725,1654
27726,1655
27727,1654
27728,1657
27729,1664
27730,1663
27731,1664
27732,1663
41134,1666
41135,1667
27733,1666
27734,1667
24128,1641
27735,1674
27736,1673
41136,1642
41137,1642
41138,1642
41139,1675
24137,1676
27737,1682
27738,1680
27739,1682
27740,1680
24153,1683
41140,1685
41141,1685
41142,1685
41143,1685
41144,1685
41145,1685
41146,1685
41147,1685
41148,1685
41149,1685
27741,726
27742,725
24181,1685
24184,1685
24190,1685
24187,1685
24697,1378
22361,1163
22698,1248
22641,1235
13481,1688
13490,1688
27743,1697
27744,1697
27745,1698
27746,1698
24227,1704
27747,1712
27748,1711
27749,1712
27750,1711
24285,1719
41150,1701
41151,1701
41152,1701
27751,1707
27752,1707
27753,1707
27754,1727
27755,1727
27756,1725
27757,1725
22264,1128
27758,1765
27759,1765
27760,1764
27761,1764
27762,1766
27763,1767
27764,1766
27765,1767
41153,1700
22620,1219
41154,90
41155,1741
27766,698
27767,2357
41156,186
17828,115
27768,1088
27769,1743
27770,1088
27771,1743
27772,1744
27773,1745
27774,1744
27775,1745
27776,1744
27777,1745
27778,1750
27779,1751
27780,1750
27781,1751
24389,1753
27782,1755
27783,2211
27784,1755
27785,2211
24404,1496
23929,1577
41157,1660
41158,1660
41159,1660
27786,1758
27787,1759
27788,1758
27789,1759
24423,1760
27790,1770
27791,1769
27792,1770
27793,1769
27794,1772
27795,1774
27796,1772
27797,1774
13909,1776
24460,1780
27798,1788
41160,1790
41161,1790
41162,1790
41163,1790
27799,1800
27800,1800
27801,1801
27802,1801
24680,1805
24554,1806
24557,1806
41164,1812
41165,1812
24588,1814
41166,1814
24592,1814
24595,1815
24597,1815
24601,1818
24603,1818
24606,1378
14153,1819
14155,1819
14190,1823
14192,1810
27803,1825
27804,1826
27805,1825
27806,1826
24590,1814
41167,1830
14261,1834
41168,1805
14337,1809
14335,1809
14331,1809
14333,1809
14329,1808
14328,1808
14330,1808
41169,1660
41170,1660
41171,1660
27807,1849
27808,1850
27809,1852
27810,2335
27811,1852
27812,2335
24740,1853
24103,1670
24104,1670
27813,1861
27814,1858
27815,1858
27816,1865
27817,1866
27818,1857
27819,1857
27820,1860
41172,1872
41173,1872
41174,1872
41175,1872
41176,1872
41177,1872
41178,1660
41179,1660
41180,1660
41181,1875
41182,1875
24789,1874
41183,1878
41184,1879
41185,1642
41186,1642
41187,1675
27821,1883
27822,1883
27823,1882
27824,1882
27825,1885
27826,1887
27827,1887
27828,1888
27829,1888
24819,1378
24820,1378
24821,1378
14530,1810
27830,798
27831,799
27832,1891
27833,1892
27834,1891
27835,1892
14543,1893
27836,1878
27837,1879
24841,1378
41188,1896
41189,1896
41190,1896
41191,1896
41192,1896
24873,1901
27838,1908
27839,1908
27840,1907
27841,1907
41193,192
41194,192
41195,1901
41196,1901
41197,1901
22474,1187
22473,1187
14691,497
41198,1613
41199,1613
27842,1921
27843,1921
27844,1920
27845,1920
41200,310
14702,1922
14706,1926
41201,1926
41202,1926
27846,1324
27847,870
24985,1929
24986,1929
20500,510
41203,1936
14783,1941
41204,1941
41205,1941
41206,1941
14789,1823
25105,1951
41207,1959
25136,1957
41208,1959
41209,1959
41210,1959
41211,1959
22886,1286
22565,1207
22688,1247
22690,1247
22232,1118
22207,1111
1059,1101
22266,1129
22480,1191
10975,1189
25234,534
25236,534
25237,534
22281,1136
41212,1280
1171,1243
22716,1216
14917,1970
14919,1970
41213,1971
41214,1971
41215,1971
41216,1971
41217,1971
41218,1971
41219,1971
41220,1971
41221,1971
41222,1971
41223,1971
23817,1588
27848,1976
27849,1976
27850,1976
27851,1975
27852,1975
27853,1975
27854,1008
27855,1008
27856,1007
27857,1007
25227,1378
27858,733
27859,734
27860,1983
27861,1979
25240,1981
25242,1981
1088,1130
25249,1977
25246,1977
41224,1985
41225,1985
41226,1985
41227,1985
41228,1985
41229,1985
27862,1368
1273,1349
25274,1990
27863,1994
27864,1994
27865,1993
27866,1993
27867,895
27868,894
41230,1998
41231,1998
41232,1996
41233,1996
41234,2008
41235,2008
25360,2010
41236,1872
41237,1872
41238,1872
27869,997
27870,998
1165,1240
24646,1821
24647,1821
41239,1542
41240,1542
41241,1542
41242,1542
41243,1220
27871,2019
27872,2020
27873,2019
27874,2020
41244,2025
41245,2025
41246,2025
41247,2025
25423,2027
41248,2028
41249,2028
25436,2032
24074,1658
24077,1658
41250,1896
41251,1896
41252,1896
41253,1896
41254,1896
27875,2038
27876,2038
27877,2039
27878,2039
25464,2041
25499,2051
41255,2062
41256,2062
41257,2062
41258,2062
27879,2068
27880,2068
27881,2067
27882,2067
27883,2070
27884,2069
27885,2069
27886,2070
41259,2072
41260,2072
25560,2071
41261,2075
41262,2075
41263,2075
41264,2079
41265,2079
41266,2079
41267,2083
41268,2083
41269,2083
25600,2082
25598,2078
41270,2083
25604,2087
41271,2088
41272,2088
41273,2088
41274,2088
27887,2056
27888,2056
27889,2060
27890,2060
41275,2091
27891,2096
25627,2097
27892,2102
27893,2102
27894,2096
41276,2095
41277,2095
41278,2100
41279,2100
25655,1577
41280,2104
41281,2104
41282,2104
41283,2104
41284,404
41285,404
25661,2107
15728,2109
41286,2110
41287,2110
41288,2110
41289,2110
41290,398
41291,398
25669,2112
41292,2113
41293,2120
41294,2120
25676,2119
25681,2126
41295,2113
41296,2113
15784,2127
41297,2127
41298,2130
41299,2130
41300,2130
41301,2130
41302,399
41303,399
27895,1002
27896,1001
41304,941
21709,942
27897,2135
27898,2135
27899,2136
27900,2136
25726,2138
41305,1896
41306,1896
1822,2098
41307,2028
1469,1637
41308,2113
25785,2145
41309,2146
41310,2146
22907,1218
41311,709
41312,709
1861,2152
41313,2152
41314,2152
1863,1161
23337,74
25789,2148
41315,2149
41316,2149
41317,2149
41318,2149
21336,556
15944,1678
25817,1821
25816,1821
25820,2155
41319,2156
41320,2156
41321,2156
41322,1985
41323,1985
41324,1985
27901,2163
27902,2164
25865,2170
27903,2174
27904,2174
27905,2173
27906,2173
27907,2177
27908,2177
27909,2176
27910,2176
25899,2179
41325,2182
41326,2182
41327,2182
41328,2182
27911,2358
27912,2185
41329,2190
41330,2190
25935,2192
41331,1707
41332,1707
25908,2181
27913,1003
27914,1004
26005,2199
25235,534
41333,1122
41334,2008
41335,2008
41336,2008
41337,2008
41338,2113
27915,2231
27916,2231
27917,2230
27918,2230
41339,2028
41340,2028
41341,2239
41342,2239
41343,2239
26104,2238
27919,2248
27920,2248
27921,2250
27922,2250
27923,2249
27924,2249
27925,2251
27926,2251
27927,2256
27928,2256
27929,2254
27930,2254
27931,2253
27932,2253
41344,2113
27933,595
27934,638
41345,2260
41346,2260
41347,2260
41348,2260
41349,2260
41350,2260
26179,2264
26185,2266
41351,2267
41352,2267
41353,2025
41354,2025
41355,2025
41356,2025
41357,2025
41358,2025
41359,2025
41360,2025
41361,1875
41362,1875
27935,2270
27936,2270
27937,2271
27938,2271
26215,2273
41363,2274
41364,2274
41365,2274
26226,1805
26237,2277
27939,2281
27940,2281
27941,2280
27942,2280
27943,2283
27944,2284
1940,2290
1941,2290
41366,499
41367,499
16539,2291
27945,770
27946,771
27947,2294
27948,2295
27949,2294
27950,2295
26281,2296
26292,2303
41368,2120
26302,2308
26308,2307
27951,2321
27952,2322
27953,2321
27954,2322
26358,2323
26362,2323
26364,2325
26369,2328
27955,1673
27956,1674
26384,2330
26388,2330
26390,2331
26393,2331
26396,2332
27957,2345
27958,2345
27959,2345
27960,2345
27961,2344
27962,2344
27963,2344
27964,2344
27965,2256
27966,2350
27967,2351
26490,1856
24808,1884
24809,1884
26492,1805
26491,1805
20068,489
22222,1116
41369,2021
62,172
682,112
41370,2021
41371,2021
41372,2021
41373,2400
41374,2400
26498,2352
26507,2354
26532,2366
27968,2370
27969,2370
27970,2369
27971,2369
27972,995
27973,996
2008,1474
2007,1474
2011,1474
2012,1474
2021,2399
2022,2399
26581,2374
55,145
1445,1608
53,138
19236,408
1736,1989
13309,1669
56,145
1446,1608
41375,1989
13311,1669
13313,1669
22838,1276
26598,1384
27974,2380
27975,2380
27976,2380
27977,2380
19237,408
41376,2390
1152,1222
1444,1603
20341,506
20401,513
26650,2385
1242,1301
47,129
27978,1369
27979,1369
27980,2392
27981,2392
1241,1301
26713,2408
3860,164
18046,164
2057,2415
26040,2225
21630,923
13985,1787
396,69
1789,2053
41377,1914
41378,131
27982,2457
1449,1610
1406,1537
1407,1537
1448,1610
1450,1610
413,245
412,245
1774,2034
18041,162
41379,2452
26733,1790
24689,1790
26743,1790
26742,1790
26772,2456
26774,2456
50163,2
50165,2
28020,2
28021,2
28021,2
28021,2
28020,2
28020,2
2430,34
2429,34
2426,34
2425,34
2429,34
2429,34
20,37
20,37
20,37
20,37
20,37
20,37
22,35
22,35
26814,38
28024,38
28022,38
28023,38
17562,41
17564,41
50223,98
17822,113
20598,509
938,456
19936,476
50260,476
19960,478
50307,478
7958,479
20088,491
20108,494
22939,514
22009,1009
50286,1019
22150,1079
23084,1091
22158,1091
22174,1104
50375,1116
22341,1155
22342,1155
22347,1155
1284,1155
23221,1166
22378,1169
50303,1172
22435,1180
22468,1184
11033,1203
1144,1203
11038,1205
50308,1210
22584,1212
17262,1253
22872,1280
22909,1218
22619,1219
22800,1220
22801,1220
24020,1640
22877,1283
23043,1334
23085,1345
23126,1351
23117,1352
23112,1354
23113,1354
23144,1359
23165,1366
23166,1366
23156,1364
23173,1363
11825,1371
11831,1371
11833,1371
11827,1371
11829,1371
12896,1371
23255,1384
23336,1399
23400,1410
23995,1638
24085,1662
24086,1662
26012,1662
26013,1662
24716,1753
24708,1843
50362,1884
50363,1884
18486,250
18487,250
17799,108
17798,108
17570,60
19483,451
19484,451
18529,262
18530,262
18026,58
18027,58
17716,89
17717,89
17718,89
19462,447
19463,447
17723,90
18523,260
18524,260
18997,370
18996,370
19573,60
19118,410
19119,410
19120,410
21890,981
21891,981
21892,981
21893,981
21894,981
21895,981
21966,994
23694,1522
23695,1522
23696,1522
23697,1522
24066,1650
24891,1906
24892,1906
25557,2066
25647,2095
25648,2095
26471,2341
26472,2341
26473,2341
26474,2341
26605,2379
26606,2379
26607,2379
26608,2379
26786,322
2676,69
2678,69
2688,69
8974,433
8976,433
19797,442
19814,471
8768,526
21063,528
8786,530
8788,530
8790,530
10738,1134
10754,1134
10740,1140
10742,1140
11196,1244
11198,1244
11200,1244
23013,1099
40410,2340
40411,2340
40412,2340
40413,2340
40415,2340
40416,2340
40418,2340
40419,2340
40421,2340
40423,2340
40424,2340
40425,2340
40427,2340
40428,2340
40437,2340
26446,2339
26447,2339
40448,2348
40449,2348
40454,2348
40455,2348
40458,2348
40459,2348
40460,2348
40461,2348
40462,2348
40463,2348
40464,2348
40465,2348
40466,2348
40467,2348
40470,2348
40472,2348
40473,2348
40475,2348
40477,2348
40478,2348
40479,2348
40482,2348
40485,2348
40490,2348
40491,2348
40492,2348
16881,2347
16882,2347
16883,2347
40568,2362
26515,2361
2177,13
2179,13
2181,13
2183,13
2355,21
2357,21
2359,21
2361,21
2363,21
2365,21
2367,21
2369,21
2303,19
2305,19
2307,19
2309,19
2311,19
2313,19
2315,19
2317,19
2371,23
2373,23
2375,23
2377,23
2379,23
2381,23
2383,23
2385,23
2387,23
12537,25
12539,25
12541,25
12543,25
12545,25
12547,25
19838,327
19843,327
2634,65
2642,65
2644,65
2716,74
2718,74
17620,71
17622,71
17628,71
17630,71
2788,80
2790,80
2799,80
2838,84
2839,84
2846,84
2847,84
3093,1313
3095,1313
3097,1313
3099,1313
3101,1313
3133,1313
3199,109
3217,109
3219,109
3221,109
3233,112
3235,112
3237,114
3239,114
3253,114
3255,114
3267,117
3269,117
3271,118
3339,123
3341,123
3422,129
3426,129
3432,129
3434,132
3436,132
3527,138
3529,138
3537,138
3627,145
3637,145
3639,145
3641,145
3945,171
3947,171
3959,171
18033,160
18035,160
18039,160
5777,316
5779,316
5791,316
19467,233
18437,233
18439,233
4845,228
4847,228
4853,228
4855,228
5159,254
5161,254
5180,258
5198,258
7710,269
7712,269
21330,288
21331,288
21332,288
5381,278
5383,278
5488,291
5490,291
5407,283
5648,302
5654,302
37748,310
37749,310
37750,310
5684,307
5686,307
26784,320
26785,320
26786,322
26787,322
26788,323
19521,325
19525,325
26789,324
26790,324
20888,318
20884,318
19907,326
19911,326
20015,319
20019,319
2676,69
2678,69
2688,69
2971,91
2973,91
3067,99
3069,99
3699,150
3701,150
3843,162
3845,162
4247,187
4249,187
4510,205
4512,205
4522,205
4969,236
4971,236
4989,238
4991,238
5073,245
5063,245
5065,245
5071,245
5049,243
5051,243
5083,248
5085,248
5093,248
5164,256
5174,256
5176,256
5178,256
19822,321
19826,321
3861,164
3863,164
4363,195
4365,195
4375,195
5852,329
5854,329
5864,329
5370,275
5372,275
5378,275
5900,331
5910,331
5912,333
5914,333
5924,333
5973,336
5975,336
5985,336
5987,336
6011,338
6013,338
6039,340
6041,340
6047,342
6049,342
6073,344
6075,344
6085,344
7771,346
7773,346
7775,346
6125,350
6127,350
6103,348
6263,356
6265,356
6165,352
6167,352
6179,352
6273,358
6275,358
6113,348
6313,360
6314,360
6345,362
6347,362
6357,362
7577,112
7579,112
7639,431
7647,431
8974,433
8976,433
8978,433
7625,435
7637,435
7649,438
7657,438
19797,442
20049,452
20053,452
20061,453
20057,453
7720,449
7722,449
7728,449
7730,449
7834,466
7832,466
7828,466
7830,466
7810,467
7826,467
19814,471
19818,471
7925,408
7927,408
19470,448
19472,448
19474,448
19476,448
19774,457
26791,323
37751,310
7929,408
19934,477
7932,481
7933,481
7938,481
7943,481
7959,480
7960,480
19985,484
19989,484
19991,484
19793,487
8002,490
8004,490
8006,490
8012,492
8010,492
20111,493
7701,495
7702,495
8018,496
8020,496
8022,496
8024,496
8037,524
8039,524
8041,524
8043,524
8099,501
8101,501
7804,504
7806,504
7808,504
8129,507
8130,507
8201,515
8205,515
8207,515
8209,515
8211,515
8213,515
20428,517
6215,354
6217,354
6219,354
6221,354
6223,354
6261,354
7698,446
7700,446
8284,518
8286,518
8287,518
7753,459
7761,459
7763,459
780,520
783,520
7635,435
8768,526
8770,526
21063,528
23018,528
8786,530
8788,530
8790,530
5182,258
9021,535
21123,535
9009,545
9011,545
9013,545
9015,545
9201,555
9203,555
9231,557
9233,557
9243,557
9309,566
9311,566
9313,566
8029,498
8031,498
8033,498
8035,498
21421,573
9348,571
9350,571
9422,283
9420,283
9554,360
9555,360
9558,905
9559,905
9645,915
9646,915
9698,923
9700,923
9702,923
9748,931
9750,931
9752,931
9822,940
9824,940
9826,940
9968,956
9966,956
9964,956
10052,967
10054,967
10069,970
10071,970
10079,971
10081,971
10087,973
10089,973
21852,977
21853,977
21854,977
21855,977
9325,567
10109,978
10111,978
10364,1010
10365,1010
10504,1023
10506,1023
10520,1025
10522,1025
10570,1074
10560,1076
10564,1076
10568,1076
10572,1074
10598,1092
10600,1092
22171,1094
10616,1097
10618,1097
26792,1038
26793,1038
22115,1027
10634,1102
10588,1081
10590,1081
10635,1108
10636,1108
10646,1110
10647,1110
10656,1110
10664,1114
10666,1114
10676,1114
1072,1117
1071,1117
10690,1119
10692,1119
10694,1119
10696,1138
10698,1138
10705,1138
10707,1138
10709,1125
10711,1125
10717,1125
10719,1127
10718,1127
11659,1127
10736,1131
10734,1131
10732,1131
10738,1134
10754,1134
10740,1140
10742,1140
10778,1143
10779,1143
10783,1146
10784,1146
22308,1144
10786,1147
10788,1147
10790,1147
26794,1154
26795,1154
26796,1154
10832,1156
10834,1156
22351,1156
22353,1156
10840,1157
10842,1157
22187,1099
26797,1030
26798,1030
26799,1030
26800,1030
10846,1164
11098,1164
10850,1165
10848,1165
10862,1170
10864,1170
10866,1171
10868,1171
10874,1171
10876,1173
10878,1173
10884,1173
10888,1175
10890,1175
10896,1175
10900,1177
10902,1177
10906,1177
37752,1089
37753,1089
10908,1179
10910,1179
10936,1183
10932,1183
10934,1183
10948,1185
10947,1185
10952,1186
10950,1186
22489,1188
22487,1188
22488,1188
10981,1195
10980,1195
10982,1195
10979,1193
10991,1193
10999,1197
11001,1197
11011,1199
11013,1199
11017,1199
11015,1199
11019,1199
11029,1202
11031,1202
22562,1206
22560,1206
11045,1208
11047,1208
11043,1208
11055,1208
11065,1213
11063,1213
11068,1222
11069,1222
11072,1225
11073,1225
11059,1226
22608,1229
11093,1229
22609,1229
11095,1229
11124,1230
11116,1230
11118,1230
11120,1230
11122,1230
11130,1234
11132,1234
11136,1234
11175,1241
11177,1241
11179,1241
11160,1237
11161,1237
11163,1237
22650,1237
22652,1237
22654,1237
11202,1237
11196,1244
11198,1244
11200,1244
11205,1245
11206,1245
11219,1068
11221,1068
11223,1068
11225,1068
11233,1249
11235,1249
11237,1249
10542,1028
10544,1028
10546,1028
10548,1028
11260,1254
11261,1254
11262,1254
11288,1259
11290,1259
11292,1259
11270,1256
11272,1256
11294,1261
11296,1261
11303,1261
11305,1261
11307,1263
11309,1263
11313,1266
11311,1266
22783,1269
11339,1269
11341,1269
22789,1269
11345,1270
11343,1270
11356,1271
11357,1271
11364,1271
11378,1275
11374,1275
11376,1275
11388,1277
11390,1277
11392,1277
11404,1279
11400,1279
11402,1279
11410,1281
11412,1281
11416,1282
11418,1282
11422,1284
11420,1284
11424,1284
11442,1287
11444,1287
11446,1287
11448,1287
11460,1288
11461,1288
11462,1288
22934,1293
22932,1293
11479,1295
11477,1295
11543,1301
11541,1301
11553,1301
22974,1304
11555,1304
11561,1304
11581,1309
11580,1309
11578,1309
10582,1078
10584,1078
11587,1317
11589,1317
23013,1099
11596,1320
11597,1320
11598,1320
11615,1802
11617,1802
11619,1802
11621,1802
11623,1802
11625,1802
11627,1802
11629,1802
11630,1193
11631,1193
11638,1333
11640,1333
11648,1336
11650,1336
11658,1336
11661,1341
11663,1341
11665,1341
11672,1343
11673,1343
11691,1346
11693,1346
11697,1348
11695,1348
11733,1350
11731,1350
11716,1353
11717,1353
11729,1355
11727,1355
11751,1357
11749,1357
11747,1357
11759,1360
11761,1360
23150,1365
23151,1365
23152,1365
23153,1365
23162,1367
23163,1367
23164,1367
11796,1362
11798,1362
23181,1362
26801,1372
23193,1372
26802,1372
23201,1372
11846,1374
11848,1374
11850,1374
11863,1375
11864,1375
11890,1381
11886,1381
11888,1381
11904,1388
11902,1388
11912,1390
11911,1390
11922,1392
11924,1392
11931,1394
11932,1394
23329,1398
23330,1398
12066,1409
12067,1409
12068,1409
12098,1411
12100,1411
23460,1459
12216,1464
12218,1464
37754,948
37755,948
37756,126
12322,1485
12324,1485
12326,1485
12356,1490
12358,1490
12372,1497
12474,1511
12476,1511
12478,1511
12480,1511
23603,1512
23607,1512
12483,1513
12484,1513
12485,1513
12517,1518
12519,1518
12529,1521
12531,1521
12533,1521
12535,1521
12615,1537
12617,1537
12619,1537
12621,1537
12625,1802
12627,1802
12629,1802
12631,1802
12633,1802
12635,1802
12672,1802
12674,1802
12676,1802
12678,1802
12680,1802
12682,1802
12637,1802
12639,1802
12684,1802
12686,1802
12688,1802
12690,1802
12641,1802
12643,1802
12692,1802
12694,1802
12696,1802
12698,1802
12645,1802
12647,1802
12700,1802
12702,1802
12704,1802
12706,1802
12649,1802
12651,1802
12708,1802
12710,1802
12712,1802
12714,1802
12716,1802
12718,1802
12720,1802
12722,1802
12724,1802
12653,1802
37757,1544
37758,1544
37759,1545
12795,1575
12797,1575
12869,1587
12871,1587
12885,1592
12887,1592
12889,1592
12891,1592
23852,1594
23853,1594
12996,1608
12998,1608
13000,1608
13016,1610
13018,1610
13020,1610
13030,1614
13032,1614
13086,1627
13088,1627
13090,1627
13134,1637
13133,1637
13140,1639
13142,1639
13186,1646
13188,1646
13190,1646
13200,1648
13202,1648
13246,1658
13248,1658
37760,1661
37761,1661
37762,1661
37763,1661
37764,1661
37765,1661
37766,1661
37767,1661
37768,1661
37769,1661
37770,1661
37771,1661
37772,1661
37773,1661
37774,1661
37775,1661
37776,1661
37777,1661
37778,1661
37779,1661
37780,1661
37781,1661
37782,1661
37783,1661
37784,1661
37785,1661
37786,1661
37787,1661
37788,1661
37789,1661
37790,1661
37791,1661
37792,1661
13310,1669
13312,1669
13314,1669
37793,1675
37794,1803
37795,1803
37796,1803
37797,1803
37798,1803
37799,1803
37800,1803
37801,1803
37802,1803
37803,1803
37804,1803
37805,1803
37806,1803
37807,1803
37808,1803
37809,1803
37810,1803
37811,1803
37812,1803
37813,1803
37814,1803
37815,1803
37816,1803
37817,1803
37818,1803
37819,1803
37820,1803
37821,1803
37822,1803
37823,1803
37824,1803
37825,1803
37826,1803
37827,1803
37828,1803
37829,1803
37830,1803
37831,1803
37832,1803
37833,1803
37834,1803
37835,1803
37836,1803
37837,1803
37838,1803
37839,1803
37840,1803
37841,1803
37842,1803
37843,1803
37844,1803
37845,1803
37846,1803
37847,1803
37848,1803
37849,1803
37850,1803
37851,1803
37852,1803
37853,1803
13350,1677
13351,1677
13373,1684
13375,1684
13377,1684
13379,1684
13392,1690
13394,1690
37854,1694
37855,1703
37856,1703
37857,1703
37858,1703
37859,1703
37860,1703
37861,1703
37862,1703
13547,1705
13549,1705
37863,1708
37864,1708
37865,1708
37866,1708
37867,1708
37868,1708
37869,1708
37870,1708
37871,1708
37872,1708
37873,1708
37874,1708
37875,1708
37876,1708
37877,1708
37878,1708
37879,1708
37880,1708
37881,1708
37882,1708
37883,1708
37884,1708
37885,1708
37886,1708
37887,1708
37888,1708
37889,1708
37890,1708
37891,1708
37892,1708
37893,1708
37894,1708
37895,1708
13615,1715
13617,1715
13669,1720
13671,1720
37896,1703
37897,1703
37898,1703
37899,1703
37900,1703
37901,1703
37902,1703
37903,1703
37904,1703
37905,1703
37906,1703
37907,1703
37908,1703
37909,1703
37910,1703
37911,1703
37912,1703
37913,1703
37914,1703
37915,1703
37916,1703
37917,1703
37918,1703
37919,1703
37920,1703
37921,1703
37922,1703
37923,1703
37924,1703
37925,1703
37926,1703
37927,1703
37928,1703
24293,1702
24294,1702
13687,1723
13689,1723
13691,1723
13736,1737
13737,1737
13738,1737
13752,1740
13754,1740
13780,1746
13782,1746
13806,1754
13808,1754
13830,1497
37929,1660
37930,1660
37931,1661
37932,1661
37933,1661
37934,1661
37935,1661
37936,1661
37937,1661
37938,1661
37939,1661
37940,1661
37941,1661
37942,1661
37943,1661
37944,1661
37945,1661
37946,1661
37947,1661
37948,1661
37949,1661
37950,1661
37951,1661
37952,1661
37953,1661
37954,1661
37955,1661
37956,1661
37957,1661
37958,1661
37959,1661
37960,1661
37961,1661
37962,1661
37963,1661
13854,1761
13855,1761
13903,1776
13905,1776
13939,1781
13941,1781
13943,1781
13953,1784
13955,1784
13957,1784
13979,1787
13981,1787
13983,1787
13985,1787
13987,1786
13921,1779
13923,1779
14117,1813
14119,1813
14121,1813
14123,1813
14231,1829
14233,1829
14253,1832
14251,1832
14361,1844
14363,1844
14371,1846
14369,1846
14403,1854
14441,1870
14443,1870
14445,1870
37964,1660
37965,1661
37966,1661
37967,1661
37968,1661
37969,1661
37970,1661
37971,1661
37972,1661
37973,1661
37974,1661
37975,1661
37976,1661
37977,1661
37978,1661
37979,1661
37980,1661
37981,1661
37982,1661
37983,1661
37984,1661
37985,1661
37986,1661
37987,1661
37988,1661
37989,1872
37990,1872
37991,1873
37992,1873
37993,1873
37994,1873
37995,1873
37996,1873
37997,1873
37998,1873
37999,1873
38000,1873
38001,1873
38002,1873
38003,1873
38004,1873
38005,1873
38006,1873
38007,1873
38008,1873
38009,1873
38010,1873
38011,1873
38012,1873
38013,1873
38014,1873
38015,1873
38016,1873
38017,1873
38018,1873
38019,1873
38020,1873
38021,1873
38022,1873
38023,1876
38024,1876
38025,1876
38026,1876
38027,1876
38028,1876
38029,1876
38030,1876
38031,1876
38032,1876
38033,1876
38034,1876
38035,1876
38036,1876
38037,1876
38038,1876
38039,1876
38040,1876
38041,1876
38042,1876
38043,1875
38044,1675
38045,1803
38046,1803
38047,1803
38048,1803
38049,1803
38050,1803
38051,1803
38052,1803
38053,1803
38054,1803
38055,1803
38056,1803
38057,1803
38058,1803
38059,1803
38060,1803
38061,1803
38062,1803
38063,1803
38064,1803
38065,1803
38066,1803
38067,1803
38068,1803
38069,1803
38070,1803
38071,1803
38072,1803
38073,1803
38074,1803
38075,1803
38076,1803
38077,1803
38078,1803
38079,1803
38080,1803
38081,1803
38082,1803
38083,1803
38084,1803
38085,1873
14546,1894
38086,1896
38087,1902
38088,1902
38089,1902
38090,1902
38091,1902
38092,1902
38093,1902
38094,1902
38095,1902
38096,1902
38097,1902
38098,1902
38099,1902
38100,1902
38101,1902
38102,1902
38103,1902
14571,1898
38104,1902
38105,1902
38106,1902
38107,1902
38108,1902
38109,1902
38110,1902
38111,1902
38112,1902
38113,1902
14573,1898
14583,1900
14585,1900
38114,1902
38115,1902
38116,1902
38117,1902
38118,1902
38119,1902
38120,1902
38121,1902
38122,1902
38123,1902
38124,1902
38125,1902
38126,1902
38127,1902
38128,1902
38129,1902
38130,1902
38131,1902
38132,1902
38133,1902
38134,1902
38135,1902
38136,1902
38137,1902
38138,1902
38139,1902
38140,1902
38141,1903
38142,1903
38143,1903
38144,1903
38145,1903
38146,1903
38147,1903
38148,1903
38149,1903
38150,1903
38151,1903
38152,1903
38153,1903
38154,1903
38155,1903
38156,1903
38157,1903
38158,1903
38159,1903
38160,1903
38161,1903
38162,1903
38163,1903
38164,1903
38165,1903
38166,1903
38167,1903
38168,1903
38169,1903
38170,1903
38171,1903
38172,1903
38173,1903
38174,1903
38175,1903
38176,1903
38177,1903
38178,1903
38179,1903
38180,1903
38181,1903
38182,1903
38183,1903
38184,1903
38185,1903
38186,1903
38187,1903
38188,1903
38189,1903
38190,1903
38191,1903
38192,1903
38193,1903
38194,1903
38195,1903
38196,1903
38197,1903
38198,1903
38199,1903
38200,1903
38201,1916
14602,1518
14604,1518
14634,1910
14636,1910
14638,1910
14640,1910
14648,1913
14649,1913
14667,1915
14663,1915
14665,1915
14675,1918
14677,1918
38202,1902
38203,1902
38204,1902
38205,1902
38206,1902
38207,1902
38208,1902
38209,1902
38210,1902
38211,1902
38212,1902
38213,1902
38214,1902
38215,1902
38216,1902
38217,1902
38218,1902
38219,1902
38220,1902
38221,1902
38222,1902
38223,1902
38224,1902
38225,1902
38226,1902
38227,1902
38228,1902
38229,1902
38230,1902
38231,1902
38232,1902
38233,1902
38234,1902
38235,1902
38236,1902
38237,1902
38238,1902
38239,1902
38240,1902
38241,1902
14688,1919
14689,1919
14690,1919
14705,1923
38242,1927
38243,1928
38244,1928
38245,1928
38246,1928
38247,1928
38248,1928
38249,1928
38250,1928
38251,1928
38252,1928
38253,1928
38254,1928
38255,1928
38256,1928
38257,1928
38258,1928
38259,1928
38260,1928
38261,1928
38262,1928
