name,CN_I,CN_J,TxI,TxJ
四川.虎头寺厂/1#变压器,11667,1263,10121,10122
四川.五桐厂/1#变压器,23067,11676,10131,10132
四川.五桐厂/2#变压器,23068,11677,10141,10142
四川.共和/1#变压器,23086,23088,10171,10172
四川.火谷厂/1#变压器,23093,23099,10181,10182
四川.驷马桥厂/1#变压器,11735,1274,10191,10192
四川.泗耳厂/1#变压器,23114,1277,10201,10202
四川.泗耳厂/2#变压器,23115,1278,10211,10212
四川.炉城厂/2#变压器,11725,23118,10221,10222
四川.红旗厂/1#变压器,11745,1283,10231,10232
四川.红旗厂/2#变压器,11743,1282,10241,10242
四川.龙溪沟厂/1#变压器,11757,23145,10251,10252
四川.上松厂/1#变压器,11771,11776,10261,10262
四川.上松厂/2#变压器,11773,11778,10271,10272
四川.下松厂/1#变压器,11788,11793,10281,10282
四川.石化自备厂/7#变压器,11818,26801,10311,10312
四川.石化自备厂/8#变压器,11820,23193,10321,10322
四川.石化自备厂/9#变压器,11822,26802,10331,10332
四川.石化自备厂/10#变压器,11824,23201,10341,10342
四川.新马厂/1#变压器,11842,23219,10351,10352
四川.新马厂/2#变压器,11844,1300,10361,10362
四川.佳境厂/1#变压器,11860,11861,10371,10372
四川.汇溪厂/2#变压器,11894,23254,10411,10412
四川.汇溪厂/1#变压器,11892,1310,10421,10422
四川.民强厂/2#变压器,23262,11903,10441,10442
四川.民强厂/1#变压器,23261,11901,10451,10452
四川.三岔厂/1#变压器,11918,23277,10461,10462
四川.叶塘厂/1#变压器,23282,23285,10471,10472
四川.仙女堡厂/1#变压器,11928,1319,10481,10482
四川.仙女堡厂/2#变压器,11930,1320,10491,10492
四川.工棚厂/1#变压器,12004,23326,10521,10522
四川.工棚厂/2#变压器,12006,23325,10531,10532
四川.开建桥厂/3#变压器,12053,12050,10591,10592
四川.玉田厂/1#变压器,23382,23386,10601,10602
四川.玉田厂/2#变压器,23383,23387,10611,10612
四川.俄尔厂/1#变压器,12096,23401,10621,10622
四川.云潭二期厂/61#变压器,12198,23460,10711,10712
四川.木瓜墩厂/1#变压器,12212,12213,10721,10722
四川.打鼓滩厂/1#变压器,12314,12317,10771,10772
四川.打鼓滩厂/2#变压器,12316,12319,10781,10782
四川.奥光/1#变压器,23518,27641,10791,10792
四川.奥光/2#变压器,23519,27642,10801,10802
四川.奥光/3#变压器,23520,27643,10811,10812
四川.多诺厂/1#变压器,12354,1371,10831,10832
四川.川威余热厂/1#变压器,23543,1374,10861,10862
四川.钢钒Ⅰ厂/1#变压器,27673,23616,10941,10942
四川.钢钒Ⅰ厂/2#变压器,27674,23617,10951,10952
四川.钢钒Ⅰ厂/3#变压器,27675,23618,10961,10962
四川.钢钒Ⅰ厂/4#变压器,27676,23619,10971,10972
四川.出龙沟厂/1#变压器,12513,12514,11001,11002
四川.亭子口厂/1#变压器,23651,23655,11011,11012
四川.亭子口厂/2#变压器,23652,23656,11021,11022
四川.亭子口厂/3#变压器,23653,23657,11031,11032
四川.亭子口厂/4#变压器,23654,23658,11041,11042
四川.富乐/1#站用变,41423,41424,11051,11052
四川.富乐/2#站用变,41425,41426,11061,11062
四川.富乐/0#站用变,41427,41428,11071,11072
四川.叙府/1#站用变,41429,41430,11081,11082
四川.叙府/2#站用变,41431,41432,11091,11092
四川.叙府/3#站用变,41433,41434,11101,11102
四川.月城/1#站用变,41435,41436,11111,11112
四川.月城/2#站用变,41437,41438,11121,11122
四川.月城/0#站用变,41439,41440,11131,11132
四川.涡轮院/1#变压器,23694,27686,11161,11162
四川.涡轮院/2#变压器,23695,27685,11171,11172
四川.涡轮院/3#变压器,23696,27687,11181,11182
四川.涡轮院/4#变压器,23697,27688,11191,11192
四川.泸州/1#站用变,41441,41442,11201,11202
四川.泸州/2#站用变,41443,41444,11211,11212
四川.泸州/3#站用变,41445,41446,11221,11222
四川.达州/1#站用变,41447,41448,11231,11232
四川.达州/2#站用变,41449,41450,11241,11242
四川.达州/0#站用变,41451,41452,11251,11252
四川.毛滩厂/1#变压器,12611,23703,11261,11262
四川.毛滩厂/2#变压器,12613,23704,11271,11272
四川.德昌风电厂/3501#箱变,23716,12624,11281,11282
四川.德昌风电厂/3502#箱变,23717,12626,11291,11292
四川.德昌风电厂/3503#箱变,23718,12628,11301,11302
四川.德昌风电厂/3504#箱变,23719,12630,11311,11312
四川.德昌风电厂/3505#箱变,23720,12632,11321,11322
四川.德昌风电厂/3601#箱变,23721,12634,11331,11332
四川.德昌风电厂/3602#箱变,23737,12671,11341,11342
四川.德昌风电厂/3603#箱变,23738,12673,11351,11352
四川.德昌风电厂/3604#箱变,23739,12675,11361,11362
四川.德昌风电厂/3605#箱变,23740,12677,11371,11372
四川.德昌风电厂/3606#箱变,23741,12679,11381,11382
四川.德昌风电厂/3607#箱变,23742,12681,11391,11392
四川.德昌风电厂/3608#箱变,23722,12636,11401,11402
四川.德昌风电厂/3701#箱变,23723,12638,11411,11412
四川.德昌风电厂/3702#箱变,23743,12683,11421,11422
四川.德昌风电厂/3703#箱变,23744,12685,11431,11432
四川.德昌风电厂/3704#箱变,23745,12687,11441,11442
四川.德昌风电厂/3705#箱变,23746,12689,11451,11452
四川.德昌风电厂/3706#箱变,23724,12640,11461,11462
四川.德昌风电厂/2201#箱变,23725,12642,11471,11472
四川.德昌风电厂/2202#箱变,23747,12691,11481,11482
四川.德昌风电厂/2203#箱变,23748,12693,11491,11492
四川.德昌风电厂/2204#箱变,23749,12695,11501,11502
四川.德昌风电厂/2205#箱变,23750,12697,11511,11512
四川.德昌风电厂/2206#箱变,23726,12644,11521,11522
四川.德昌风电厂/2301#箱变,23727,12646,11531,11532
四川.德昌风电厂/2302#箱变,23751,12699,11541,11542
四川.德昌风电厂/2303#箱变,23752,12701,11551,11552
四川.德昌风电厂/2304#箱变,23753,12703,11561,11562
四川.德昌风电厂/2305#箱变,23754,12705,11571,11572
四川.德昌风电厂/2306#箱变,23728,12648,11581,11582
四川.德昌风电厂/2401#箱变,23729,12650,11591,11592
四川.德昌风电厂/2402#箱变,23755,12707,11601,11602
四川.德昌风电厂/2403#箱变,23756,12709,11611,11612
四川.德昌风电厂/2404#箱变,23757,12711,11621,11622
四川.德昌风电厂/2405#箱变,23758,12713,11631,11632
四川.德昌风电厂/2406#箱变,23759,12715,11641,11642
四川.德昌风电厂/2407#箱变,23760,12717,11651,11652
四川.德昌风电厂/2408#箱变,23761,12719,11661,11662
四川.德昌风电厂/2409#箱变,23762,12721,11671,11672
四川.德昌风电厂/2410#箱变,23763,12723,11681,11682
四川.德昌风电厂/2411#箱变,23730,12652,11691,11692
四川.德昌风电厂/3#变压器,12666,12729,11711,11712
四川.东坡/1#站用变,41453,41454,11721,11722
四川.东坡/2#站用变,41455,41456,11731,11732
四川.东坡/3#站用变,41457,41458,11741,11742
四川.丹景/1#站用变,41459,41460,11751,11752
四川.丹景/2#站用变,41461,41462,11761,11762
四川.九龙/1#站用变,41463,41464,11771,11772
四川.九龙/2#站用变,41465,41466,11781,11782
四川.九龙/0#站用变,41467,41468,11791,11792
四川.什邡/1#站用变,41469,41470,11801,11802
四川.什邡/2#站用变,41471,41472,11811,11812
四川.内江/1#站用变,41473,41474,11821,11822
四川.内江/2#站用变,41475,41476,11831,11832
四川.内江/0#站用变,41477,41478,11841,11842
四川.南充/1#站用变,41479,41480,11851,11852
四川.南充/2#站用变,41481,41482,11861,11862
四川.南充/0#站用变,41483,41484,11871,11872
四川.南天/1#站用变,41485,41486,11881,11882
四川.南天/2#站用变,41487,41488,11891,11892
四川.南天/0#站用变,41489,41490,11901,11902
四川.嘉州/1#站用变,41491,41492,11911,11912
四川.嘉州/2#站用变,41493,41494,11921,11922
四川.嘉州/0#站用变,41495,41496,11931,11932
四川.尖山/1#站用变,41497,41498,11941,11942
四川.尖山/2#站用变,41499,41500,11951,11952
四川.尖山/0#站用变,41501,41502,11961,11962
四川.平武/1#站用变,41503,41504,11971,11972
四川.平武/2#站用变,41505,41506,11981,11982
四川.平武/0#站用变,41507,41508,11991,11992
四川.康定/1#站用变,41509,41510,12001,12002
四川.康定/0#站用变,41511,41512,12011,12012
四川.彭祖/1#站用变,41513,41514,12021,12022
四川.彭祖/2#站用变,41515,41516,12031,12032
四川.彭祖/0#站用变,41517,41518,12041,12042
四川.昭化/1#站用变,41519,41520,12051,12052
四川.昭化/2#站用变,41521,41522,12061,12062
四川.昭化/0#站用变,41523,41524,12071,12072
四川.木里/1#站用变,41525,41526,12081,12082
四川.木里/2#站用变,41527,41528,12091,12092
四川.木里/0#站用变,41529,41530,12101,12102
四川.甘谷地/1#站用变,41531,41532,12111,12112
四川.甘谷地/0#站用变,41533,41534,12121,12122
四川.甘泉/1#站用变,12760,27995,12131,12132
四川.甘泉/2#站用变,12762,27996,12141,12142
四川.甘泉/0#站用变,41535,41536,12151,12152
四川.橄榄/1#站用变,41537,41538,12161,12162
四川.橄榄/2#站用变,41539,41540,12171,12172
四川.茂县/7#站用变,41541,41542,12181,12182
四川.茂县/8#站用变,41543,41544,12191,12192
四川.茂县/9#站用变,41545,41546,12201,12202
四川.德昌风电厂/321#变压器,12660,27997,12211,12212
四川.德昌风电厂/334#变压器,12661,27998,12221,12222
四川.沐溪/1#站用变,41547,41548,12231,12232
四川.沐溪/0#站用变,41549,41550,12241,12242
四川.路平/1#站用变,41551,41552,12251,12252
四川.路平/2#站用变,41553,41554,12261,12262
四川.石板箐/7#站用变,41555,41556,12271,12272
四川.石板箐/8#站用变,41557,41558,12281,12282
四川.石板箐/9#站用变,41559,41560,12291,12292
四川.石棉/1#站用变,41561,41562,12301,12302
四川.石棉/2#站用变,41563,41564,12311,12312
四川.石棉/0#站用变,41565,41566,12321,12322
四川.蜀州/1#站用变,41567,41568,12331,12332
四川.蜀州/2#站用变,41569,41570,12341,12342
四川.蜀州/0#站用变,41571,41572,12351,12352
四川.谭家湾/1#站用变,41573,41574,12361,12362
四川.谭家湾/2#站用变,41575,41576,12371,12372
四川.谭家湾/0#站用变,41577,41578,12381,12382
四川.资阳/1#站用变,41579,41580,12391,12392
四川.资阳/2#站用变,41581,41582,12401,12402
四川.资阳/0#站用变,41583,41584,12411,12412
四川.吉牛厂/2#变压器,12793,23770,12421,12422
四川.吉牛厂/1#变压器,12791,23771,12431,12432
四川.路平/0#站用变,41585,41586,12491,12492
四川.山棱岗厂/1#变压器,12867,1423,12521,12522
四川.石碉楼厂/2#变压器,12880,23831,12541,12542
四川.石碉楼厂/3#变压器,12881,23836,12551,12552
四川.青居厂/3#变压器,23840,23841,12561,12562
四川.山棱岗厂/2#变压器,41587,41588,12571,12572
四川.九洪厂/1#变压器,12901,12908,12581,12582
四川.九洪厂/2#变压器,12903,12909,12591,12592
四川.黄岩/3#站用变,41589,41590,12601,12602
四川.黄岩/1#站用变,41591,41592,12611,12612
四川.黄岩/2#站用变,41593,41594,12621,12622
四川.雅安/1#站用变,41595,41596,12661,12662
四川.雅安/0#站用变,41597,41598,12671,12672
四川.雅安/2#站用变,41599,41600,12681,12682
四川.橄榄/0#站用变,41601,41602,12691,12692
四川.普提/1#站用变,41603,41604,12701,12702
四川.普提/0#站用变,41605,41606,12711,12712
四川.普提/2#站用变,41607,41608,12721,12722
四川.普提/3#站用变,41609,41610,12731,12732
四川.普提/4#站用变,41611,41612,12741,12742
四川.遂宁/0#站用变,41613,41614,12751,12752
四川.遂宁/1#站用变,41615,41616,12761,12762
四川.遂宁/2#站用变,41617,41618,12771,12772
四川.富邦/1#变压器,12980,27706,12791,12792
四川.富邦/2#变压器,12982,27707,12801,12802
四川.宁朗厂/1#变压器,12992,1445,12811,12812
四川.宁朗厂/2#变压器,12994,1446,12821,12822
四川.撒多厂/2#变压器,13012,1449,12831,12832
四川.撒多厂/1#变压器,13010,1448,12841,12842
四川.撒多厂/3#变压器,13014,1450,12851,12852
四川.梭罗沟厂/1#变压器,13028,23925,12861,12862
四川.丹巴/2#站用变,41619,41620,12871,12872
四川.丹巴/1#站用变,41621,41622,12881,12882
四川.丹巴/0#站用变,41623,41624,12891,12892
四川.叙府/0#站用变,41625,41626,12911,12912
四川.龙王/0#站用变,41627,41628,12921,12922
四川.桃乡/0#站用变,41629,41630,12931,12932
四川.色尔古/0#站用变,41631,41632,12941,12942
四川.什邡/0#站用变,41633,41634,12951,12952
四川.石板箐/0#站用变,41635,41636,12961,12962
四川.东坡/0#站用变,41637,41638,12971,12972
四川.龙王/1#站用变,41639,41640,12981,12982
四川.茂县/1#站用变,41641,41642,12991,12992
四川.石板箐/1#站用变,41643,41644,13001,13002
四川.色尔古/1#站用变,41645,41646,13011,13012
四川.桃乡/1#站用变,41647,41648,13021,13022
四川.茂县/2#站用变,41649,41650,13031,13032
四川.石板箐/2#站用变,41651,41652,13041,13042
四川.色尔古/2#站用变,41653,41654,13051,13052
四川.桃乡/2#站用变,41655,41656,13061,13062
四川.康定/2#站用变,41657,41658,13071,13072
四川.甘谷地/2#站用变,41659,41660,13081,13082
四川.龙王/2#站用变,41661,41662,13091,13092
四川.瑞钢/1#变压器,23967,27708,13101,13102
四川.瑞钢/2#变压器,23966,27709,13111,13112
四川.俄公堡厂/2#变压器,13084,1460,13121,13122
四川.俄公堡厂/1#变压器,13082,23954,13131,13132
四川.资阳/3#站用变,41663,41664,13141,13142
四川.李渡厂/1#变压器,23984,13131,13191,13192
四川.李渡厂/2#变压器,23985,13132,13201,13202
四川.天元厂/1#变压器,13138,13135,13211,13212
四川.水洛/0#站用变,41665,41666,13231,13232
四川.水洛/1#站用变,41667,41668,13241,13242
四川.水洛/2#站用变,41669,41670,13251,13252
四川.洪沟/1#站用变,41671,41672,13261,13262
四川.洪沟/2#站用变,41673,41674,13271,13272
四川.洪沟/3#站用变,41675,41676,13281,13282
四川.木坡厂/1#变压器,13184,1477,13291,13292
四川.丹景/0#站用变,41677,41678,13301,13302
四川.龙安厂/1#变压器,13196,1478,13311,13312
四川.龙安厂/2#变压器,13198,1479,13321,13322
四川.石棉/3#站用变,41679,41680,13361,13362
四川.达州燃机厂/1#变压器,13238,24072,13371,13372
四川.达州燃机厂/2#变压器,13240,24073,13381,13382
四川.达州燃机厂/1#启备变压器,13244,27728,13391,13392
四川.伊达厂/1#变压器,24083,13253,13401,13402
四川.伊达厂/#1311箱变,41681,41682,13411,13412
四川.伊达厂/#1310箱变,41683,41684,13421,13422
四川.伊达厂/#1309箱变,41685,41686,13431,13432
四川.伊达厂/#1308箱变,41687,41688,13441,13442
四川.伊达厂/#1307箱变,41689,41690,13451,13452
四川.伊达厂/#1306箱变,41691,41692,13461,13462
四川.伊达厂/#1305箱变,41693,41694,13471,13472
四川.伊达厂/#1304箱变,41695,41696,13481,13482
四川.伊达厂/#1303箱变,41697,41698,13491,13492
四川.伊达厂/#1302箱变,41699,41700,13501,13502
四川.伊达厂/#1301箱变,41701,41702,13511,13512
四川.伊达厂/#1501箱变,41703,41704,13521,13522
四川.伊达厂/#1502箱变,41705,41706,13531,13532
四川.伊达厂/#1503箱变,41707,41708,13541,13542
四川.伊达厂/#1504箱变,41709,41710,13551,13552
四川.伊达厂/#1505箱变,41711,41712,13561,13562
四川.伊达厂/#1506箱变,41713,41714,13571,13572
四川.伊达厂/#1507箱变,41715,41716,13581,13582
四川.伊达厂/#1508箱变,41717,41718,13591,13592
四川.伊达厂/#1509箱变,41719,41720,13601,13602
四川.伊达厂/#1510箱变,41721,41722,13611,13612
四川.伊达厂/#1511箱变,41723,41724,13621,13622
四川.伊达厂/#1401箱变,41725,41726,13631,13632
四川.伊达厂/#1402箱变,41727,41728,13641,13642
四川.伊达厂/#1403箱变,41729,41730,13651,13652
四川.伊达厂/#1404箱变,41731,41732,13661,13662
四川.伊达厂/#1405箱变,41733,41734,13671,13672
四川.伊达厂/#1406箱变,41735,41736,13681,13682
四川.伊达厂/#1407箱变,41737,41738,13691,13692
四川.伊达厂/#1408箱变,41739,41740,13701,13702
四川.伊达厂/#1409箱变,41741,41742,13711,13712
四川.伊达厂/#1410箱变,41743,41744,13721,13722
四川.伊达厂/#1411箱变,41745,41746,13731,13732
四川.乡城/0#站用变,41747,41748,13771,13772
四川.乡城/2#站用变,41749,41750,13781,13782
四川.硕中厂/1#变压器,13302,13309,13791,13792
四川.硕中厂/2#变压器,13304,13311,13801,13802
四川.硕中厂/3#变压器,13306,13313,13811,13812
四川.树堡光伏厂/#1变压器,24127,13331,13831,13832
四川.树堡光伏厂/#1SVG等值变压器,24129,13337,13841,13842
四川.树堡光伏厂/#2变压器,41841,41842,14161,14162
四川.岩禾厂/1#变压器,13371,24165,14201,14202
国调.宜宾换流站/512#变压器,13507,24195,14221,14222
国调.宜宾换流站/511#变压器,13404,24194,14231,14232
四川.关山厂/#1变压器,13390,1507,14241,14242
四川.龙源厂/#1变压器,41843,41844,14251,14252
四川.湾坝厂/#1变压器,41845,41846,14261,14262
四川.洪坝厂/#1变压器,41847,41848,14271,14272
四川.利源厂/#1变压器,13545,24228,14301,14302
四川.鲁南厂/#1变压器,13551,13552,14311,14312
四川.鲁南厂/#1301箱变,41849,41850,14321,14322
四川.鲁南厂/#1302箱变,41851,41852,14331,14332
四川.鲁南厂/#1303箱变,41853,41854,14341,14342
四川.鲁南厂/#1304箱变,41855,41856,14351,14352
四川.鲁南厂/#1305箱变,41857,41858,14361,14362
四川.鲁南厂/#1306箱变,41859,41860,14371,14372
四川.鲁南厂/#1307箱变,41861,41862,14381,14382
四川.鲁南厂/#1308箱变,41863,41864,14391,14392
四川.鲁南厂/#1309箱变,41865,41866,14401,14402
四川.鲁南厂/#1310箱变,41867,41868,14411,14412
四川.鲁南厂/#1201箱变,41869,41870,14421,14422
四川.鲁南厂/#1202箱变,41871,41872,14431,14432
四川.鲁南厂/#1203箱变,41873,41874,14441,14442
四川.鲁南厂/#1204箱变,41875,41876,14451,14452
四川.鲁南厂/#1205箱变,41877,41878,14461,14462
四川.鲁南厂/#1206箱变,41879,41880,14471,14472
四川.鲁南厂/#1207箱变,41881,41882,14481,14482
四川.鲁南厂/#1208箱变,41883,41884,14491,14492
四川.鲁南厂/#1209箱变,41885,41886,14501,14502
四川.鲁南厂/#1210箱变,41887,41888,14511,14512
四川.鲁南厂/#1211箱变,41889,41890,14521,14522
四川.鲁南厂/#1101箱变,41891,41892,14531,14532
四川.鲁南厂/#1102箱变,41893,41894,14541,14542
四川.鲁南厂/#1103箱变,41895,41896,14551,14552
四川.鲁南厂/#1104箱变,41897,41898,14561,14562
四川.鲁南厂/#1105箱变,41899,41900,14571,14572
四川.鲁南厂/#1106箱变,41901,41902,14581,14582
四川.鲁南厂/#1107箱变,41903,41904,14591,14592
四川.鲁南厂/#1108箱变,41905,41906,14601,14602
四川.鲁南厂/#1109箱变,41907,41908,14611,14612
四川.鲁南厂/#1110箱变,41909,41910,14621,14622
四川.鲁南厂/#1111箱变,41911,41912,14631,14632
四川.鲁南厂/#1112箱变,41913,41914,14641,14642
四川.飞仙关厂/1#变压器,13611,1518,14671,14672
四川.飞仙关厂/2#变压器,13613,1519,14681,14682
四川.海子凼厂/1#变压器,13667,1529,14711,14712
四川.拉马厂/312#变压器,13536,13542,14731,14732
四川.拉马厂/311#变压器,13535,13540,14741,14742
四川.拉马厂/#1301#箱变,41915,41916,14751,14752
